;zscore;nbc;pnb;excess;si;hnr;lnr;Austria;Belgium;Denmark;Estonia;Finland;France;Germany (Berlin);Germany (Hesse);Greece;Hungary;Ireland;Italy;Luxembourg;Malta;Netherlands;Norway;Portugal;Spain;Sweden;Switzerland;UK (England);UK (Northern Ireland);UK (Scotland);UK (Wales)
2015-01;;;;;;;;;;3.26;;;3.61;;;;0.85;0.57;3.25;0.49;2.13;;;7.86;;;2.72;;;;
2015-02;;;;;;;;;;2.9;;;4.92;;;;1.4;2.52;5.43;0.75;2.85;;;9.96;;;4.04;;;;
2015-03;;;;;;;;;;2.24;;;3.81;;;;1.12;2.1;4.22;0.26;2.79;;;10.96;;;4.59;;;;
2015-04;;;;;;;;;;1.2;;;2.99;;;;1.39;1.15;3.26;1.29;0.61;;;10.01;;;3.76;;;;
2015-05;;;;;;;;;;1.43;;;5.11;;;;1.67;2.52;3.46;2.02;1.82;;;8.3;;;5.89;;;;
2015-06;;;;;;;;;;2.8;;;7.75;;;;2.44;1.88;5;1.68;1.19;;;8.02;;;7.2;;;;
2015-07;;;;;;;;;;2.55;;;9.95;;;;2.29;2.03;4.89;1.43;2.68;;;9.02;;;10.06;;;;
2015-08;;;;;;;;6.65;5.87;3.42;;-0.79;9.49;;;2.7;2.53;2.77;4.82;3.26;3.37;4.23;;6.22;10.05;;9.64;;;;
2015-09;;;;;;;;5.09;4.59;4.27;;0.29;7.24;;;3.36;2.01;2.7;3.01;1.03;2.92;2.62;;6.57;8.23;;9.06;;;;
2015-10;;;;;;;;4.65;2.71;5.1;;0.7;4.84;;;2.39;1.56;2.81;2.47;3.39;0.91;2.94;;4.05;5.71;;5.86;;;;
2015-11;;;;;;;;3.47;1.87;4.53;;-0.88;3.21;;;1.91;1.13;1.71;1.63;0.94;3.03;1.76;;2.81;3.51;;5.94;;;;
2015-12;;;;;;;;2.73;2;1.83;;-1.65;2.13;;;1.4;1.11;1.61;1.48;-0.01;1.65;1.59;;2.67;1.78;;4.06;;;;
2015-13;;;;;;;;3.21;1.1;2.5;;-1.53;1.8;;;0.92;0.94;1.85;0.59;1.66;1.18;2.22;;0.66;2.09;;1.33;;;;
2015-14;;;;;;;;1.59;-0.06;0.98;;0.55;0.12;;;1.05;0.83;1.12;0.65;2.13;0.46;-0.2;;1.92;1.87;;1.75;;;;
2015-15;;;;;;;;1.26;1.33;2.09;;0.76;1.02;;;1.27;0.8;1;1.22;0.39;1.1;0.59;;-0.69;0.43;;0.38;;;;
2015-16;;;;;;;;2.33;0.77;1.55;;0.23;0.27;;;1.46;0.82;0.09;1.65;0.88;0.14;0.99;;-0.51;0.66;;1.83;;;;
2015-17;;;;;;;;1.32;-0.06;-1.44;;1.41;0.19;;;0.28;0.85;0.21;-0.24;-0.01;-0.9;0.59;;-1.83;0.68;;0.51;;;;
2015-18;;;;;;;;0;-0.86;0.52;;0.4;-0.32;;;0.7;0.51;0.44;0.52;-0.95;0.06;-0.98;;-1.43;-1.07;;2.09;;;;
2015-19;;;;;;;;0.29;0.09;-0.13;;0.61;-0.26;;;1.07;0.42;0.11;0.43;-0.21;-0.99;0.11;;0.3;-0.19;;-0.3;;;;
2015-20;;;;;;;;0.59;-0.6;-1.56;;-1.19;-1.26;;;-1.02;-0.03;1.77;-0.54;-1.41;-1.57;0.15;;0.1;0.53;;-0.32;;;;
2015-21;;;;;;;;-0.25;-0.69;0.18;;-0.78;-1.19;;;-0.56;-0.06;0.51;-0.84;-0.77;1.06;-1.44;;-1.12;-0.62;;-0.68;;;;
2015-22;;;;;;;;-1.96;-0.91;0.46;;-0.22;-0.58;;;-1.45;-0.37;0.52;-0.87;0.74;-0.74;0;;0.98;-0.99;;-1.22;;;;
2015-23;;;;;;;;0.55;-0.12;0.03;;-0.95;1.22;;;-0.23;0.49;-0.93;2.35;0.47;0.25;-0.52;;-0.03;0.61;;0.62;;;;
2015-24;;;;;;;;1.73;0.8;2.05;;-0.31;0.22;;;-0.06;0.04;0.39;0.99;0.07;0.95;0.74;;-0.56;0.13;;0.7;;;;
2015-25;;;;;;;;-1.8;-0.38;-1.1;;1.04;-0.58;;;0.95;-0.77;-0.07;-0.81;0.66;-1.03;-0.54;;0.39;-0.66;;-0.82;;;;
2015-26;;;;;;;;-0.25;-0.42;-1.43;;-0.12;1.3;;;-1.22;-0.46;-0.62;-0.69;-1.13;-0.95;-0.52;;-0.96;0.2;;1.53;;;;
2015-27;;;;;;;;1.71;5.33;0.11;;2.35;5.37;;;-1.14;0.3;-0.27;1.36;1.14;-0.62;3.29;;-1.3;4.95;;3.8;;;;
2015-28;;;;;;;;1.62;0.24;0.36;;-0.54;1.76;;;1.47;0.64;-0.07;4.44;2.2;0.21;0.23;;0.12;6.2;;5.22;;;;
2015-29;;;;;;;;1.57;-1.07;-0.39;;-0.46;1.05;;;1.06;0.18;-0.6;4.84;-0.04;-1.06;0.06;;0.14;5.55;;3.81;;;;
2015-30;;;;;;;;4.12;-1.77;0.71;;-0.57;0.12;;;3.32;0.99;-2.02;6.18;-0.95;1.42;-0.11;;-0.36;4.09;;1.03;;;;
2015-31;;;;;;;;1.16;-1.38;0.33;;-1.04;-0.95;;;3.03;-1.06;-1.49;1.12;0.94;1.21;-0.82;;0.14;2.32;;0.19;;;;
2015-32;;;;;;;;2.09;1.57;-0.16;;-1.23;2.06;;;2.31;0.12;0.27;2.15;-0.51;0.35;-0.19;;0.45;1.48;;1.84;;;;
2015-33;;;;;;;;4.99;-0.41;0.56;;0.89;0.13;;;1.45;1.33;1.15;1.27;0.8;-0.16;-0.45;;-0.41;1.12;;1.28;;;;
2015-34;;;;;;;;-0.47;-1.7;-0.51;;0.56;-0.78;;;0.38;-1.23;0.97;-0.84;0.98;-1.11;-0.64;;0.06;-0.4;;0.16;;;;
2015-35;;;;;;;;1.22;0.23;-0.95;;0.5;-0.31;;;0.21;-0.34;-1.6;-0.99;0.18;0.98;-0.7;;-0.82;0.37;;0.47;;;;
2015-36;;;;;;;;-0.43;-1.64;-1.67;;-0.52;-1.41;;;1.81;-0.56;1.06;1.02;-0.09;0.58;-1.08;;0.25;-1.32;;-0.19;;;;
2015-37;;;;;;;;0.61;0.07;-0.72;;0.3;-0.53;;;0.26;-0.58;1.37;0.13;1.28;0.68;-0.18;;0.32;-1.09;;0.49;;;;
2015-38;;;;;;;;0.52;-1.28;-0.16;;0.49;-0.77;;;-0.42;-0.12;-1.35;-0.17;-0.31;-0.41;-0.05;1.5;-1.4;-1.53;0.02;-1.07;0.26;0.72;0.27;1.48
2015-39;;;;;;;;-0.46;-0.28;0.79;;-1.1;0.12;;;-0.93;-0.97;1.61;-0.6;-0.37;-0.32;0.39;0.05;0.42;-0.47;0.84;0.06;0.02;-1.1;0.78;-1.17
2015-40;;;;;;;;0.61;-0.02;0.39;;-0.92;0.59;;;-1.46;-0.86;-0.47;-0.17;-1.59;-1.33;0.81;1.38;0.97;-1.03;0.81;0.92;0.77;0.42;-0.37;1.19
2015-41;;;;;;;;-0.97;0.49;-1.24;;-0.1;1.87;;;0.29;-0.39;1.65;0.86;-0.73;-0.58;-0.05;0.35;-0.74;0.01;-1.66;-0.86;-0.23;0.25;0.03;1.39
2015-42;;;;;;;;0.18;0.73;-0.06;;0.19;0.49;;;0.05;0.05;0.94;0.97;-0.35;1.01;-0.18;0.21;-0.78;-0.18;-1.43;0.1;-0.41;1.2;-1.51;0.56
2015-43;;;;;;;;0.13;0.3;1.42;;0.76;0.94;;;-0.02;-0.11;1.65;1.12;-0.09;0.55;0.96;0.15;-0.16;0.29;0.17;-0.52;-0.45;0.63;0.83;-0.58
2015-44;;;;;;;;-1.03;0.79;0.81;;-1.61;0.8;;;1.48;-0.2;0.03;-0.1;0.9;0.96;0.57;-0.23;-0.29;0.56;-0.85;1.12;-0.47;-1.63;-0.21;-0.63
2015-45;;;;;;;;-1.02;-1.45;-0.21;;-1.91;-1.33;;;1.69;-0.17;-0.34;-0.39;0.09;-3.11;-1.3;-0.28;0.42;0.37;-1.47;-1.75;-1.1;-0.94;0.15;-1.41
2015-46;;;;;;;;-0.09;-1.85;-0.25;;-1.76;-3.29;;;1.66;-0.56;-0.56;-0.33;-0.74;-0.09;-2.69;-0.37;-1.11;-0.48;-0.82;-1.27;-2.46;0.53;0.87;-1.74
2015-47;;;;;;;;-0.92;-1.17;0.26;;-2.67;-3.16;;;0.9;-0.12;-1.38;-1.22;0.05;0.07;-0.58;-0.81;-0.64;-0.34;-1.86;-0.17;-2.77;-1.41;-0.55;-2.57
2015-48;;;;;;;;-0.93;-1.68;2.45;-1.55;-1.92;-1.38;;;0.52;-0.34;-1.85;-1.2;-1.84;0.8;-1.87;1.69;0.65;1.2;-2.14;-0.4;-1.04;-1.64;1.42;-1.64
2015-49;;;;;;;;-0.7;-2.14;2.98;-2.96;-0.2;-1.84;;;-0.18;-0.34;-0.62;1.52;-1.11;0.59;-1.65;0.37;0.97;2.03;-0.52;0.55;-0.54;2.48;0.33;0.45
2015-50;;;;;;;;-0.77;-0.64;0.78;-0.81;-1.08;-1.43;;;0.95;-0.21;0.97;1.35;0.19;-0.31;-0.86;0.63;-0.19;1.49;-3.02;-1;-0.89;-1.49;-0.77;-1.92
2015-51;;;;;;;;-0.57;-1.13;0.77;-0.17;-1.75;-1.42;;;1.35;-0.2;0.57;-0.82;0.34;-0.39;-0.75;-0.3;1.04;2.33;-1.86;-1.78;-1.77;-5.08;1.57;-2.27
2015-52;;;;;;;;-0.48;-2.07;0.15;-2.51;-0.53;-2.58;;;1.88;0.1;0.66;0.13;-1.43;0.99;-4.11;0.48;0.52;0.82;-2.14;-0.07;-2.06;3.93;-0.01;0.08
2015-53;;;;;;;;-0.8;-0.98;-0.5;-0.96;0.08;-0.42;-1.42;;2.27;0.22;1.41;0.5;0.27;2.17;-0.68;1.28;2.71;2.25;0.13;0.35;-0.47;4.44;1.34;-1.62
2016-01;;;;;;;;0.75;0.27;2.04;-0.66;1.33;-0.06;-0.67;;2.6;1.02;2.72;1.38;-0.34;1.99;1.91;2.05;2.53;2.93;-0.82;0.76;0.38;-0.02;2.71;-0.15
2016-02;;;;;;;;0.54;-0.04;1.15;-0.1;1.14;0.85;0.48;;2.54;0.54;2.17;0.62;0.23;0.26;0.8;1.04;2.54;2.87;-0.2;-1.22;0.42;1.97;2.96;-0.32
2016-03;;;;;;;;0.32;0.9;0.68;-1.82;2.51;1.34;1.02;;2.46;0.31;2.45;0.83;0.6;1.57;0.6;3.45;3.7;3.2;0.44;0.41;1.44;0.13;1.69;1.05
2016-04;;;;;;;;-0.19;0.3;2.07;-0.25;1.14;-0.15;0.59;;2.67;0.48;3.04;1.48;0.51;0.4;2.01;3.49;2.37;1.66;1.19;1.01;-0.46;0.75;1.21;-1.78
2016-05;;;;;;;;0.37;-0.7;1.44;-0.85;0.89;-0.21;1.04;;2.38;0.15;0.99;0.04;0.52;0.59;1.04;1.87;1.73;1.59;-0.06;0.96;0.74;-0.36;1.41;0.53
2016-06;;;;;;;;0.99;-1.31;0.54;0.75;0.6;0.36;1.69;;2;0.65;1.93;2;-0.63;3.28;0.38;1.1;2.56;1.89;-0.93;0.95;0.06;-0.17;1.7;-0.74
2016-07;;;;;;;;0.68;-1.56;1;-2.82;-1.69;-0.49;-0.5;;1.01;0.49;1.88;0.55;0.47;-0.63;0.41;0.66;2.62;1.48;-0.85;0.53;0.47;0.75;3.53;-0.08
2016-08;;;;;;;;0.23;-0.17;2.79;-0.99;-1.62;-0.7;1.35;;-0.39;0.29;0.25;0.32;-0.89;-1.2;3.57;-0.92;2.07;2.47;-0.52;2.02;0.26;0.41;0.93;2.64
2016-09;;;;;;;;2.27;1.27;3.07;-0.53;-0.78;1.33;2.26;;-0.86;0.46;1.73;-0.11;-0.24;-1.66;2.36;1.83;3.27;2.38;-0.05;0.97;1.65;0.66;1.66;0.44
2016-10;;;;;;;;-0.31;0.66;3.4;-1.76;-1.35;1.19;0.09;;-0.17;0.35;1.38;1.41;1.57;-0.47;2.25;-1.22;3.25;2.66;-0.53;1.88;1.81;-0.93;2.21;2.29
2016-11;;;;;;;;-0.57;0.62;3.7;-1.04;-1.26;2.27;2.36;;-0.05;0.28;1.18;0.13;0.66;-0.79;1.5;0.24;2.4;3.77;-0.42;0.47;1.84;-0.5;1.92;3.09
2016-12;;;;;;;;-0.56;2.37;1.59;-2.95;0.63;2.18;1.27;;-0.56;0.41;2.49;0.8;1.13;-0.16;1.4;0.55;2.37;1.34;-0.12;1.02;1.6;-0.89;0.91;0.89
2016-13;;;;;;;;1.33;1.49;1.67;0.34;0.97;2.87;0.3;;0.03;0.62;1.09;0.52;0.8;-1.19;1.78;-0.49;1.88;2.18;-0.07;0.71;0.99;0.58;1.21;1.07
2016-14;;;;;;;;0.79;-0.43;0.39;-0.07;-1.72;2.22;0.42;;0.18;0.49;1.6;1.53;0.25;0.31;1.78;0.6;2.34;0.71;-0.64;0.34;1.47;-1.26;-0.62;2.98
2016-15;;;;;;;;0.38;0.78;1.57;0.17;-0.41;0.65;0.75;;-0.08;0.08;1.34;0.43;-0.32;-0.82;-0.68;0.24;1.88;0.48;0.77;0.16;1.68;-0.66;0.64;0.17
2016-16;;;;;;;;-1.39;-0.36;0.17;-0.19;0.77;-1.42;-1.04;;-0.85;0.19;-1.38;-0.92;0.17;-0.88;-0.61;-0.08;-0.03;-0.46;1.32;-1.57;0.48;-0.44;0.09;1.48
2016-17;;;;;;;;-0.38;-0.74;-0.51;-0.23;-0.94;-0.23;-0.84;;-0.92;0.23;1.1;-0.2;-0.75;-1.32;-0.38;0.54;0.62;-0.69;-1.21;-0.52;0.94;0.35;1.3;-0.68
2016-18;;;;;;;;-0.18;0.89;1.67;0.52;-0.61;0.54;-0.14;;0.28;0.08;1.59;-0.5;0.63;-0.72;0.01;-0.07;-0.06;0.29;-0.29;-0.38;1.1;0.42;0.04;-0.26
2016-19;;;;;;;;0.46;0.95;1.4;0.43;-0.93;0.83;-0.04;;0.12;0.4;-0.3;0.58;0.38;0.38;2.77;-0.89;-0.83;-0.53;-0.44;-0.72;0.08;-0.68;0.37;0.29
2016-20;;;;;;;;0.27;-0.63;-0.9;0.09;-0.38;0.21;-0.41;;-0.44;0.39;-1.19;-1.54;0.65;-0.03;-0.36;1.59;1.56;0.71;-0.52;0.1;0.17;0.63;-0.82;-0.29
2016-21;;;;;;;;1.23;-0.18;0.19;-0.39;1.62;0.25;-1.93;;-0.99;0.01;0.38;0.13;1.35;-0.33;0.4;-0.61;0.87;-0.23;-0.38;1.46;-1.07;-0.96;-0.04;-0.66
2016-22;;;;;;;;-0.36;-0.34;-0.47;0.17;0.59;-0.97;-0.14;;0.31;0.12;0.76;-1.5;0;0.89;0.35;-0.99;1.31;-0.08;-0.02;-0.19;0.1;1.15;-0.29;-0.52
2016-23;;;;;;;;-0.84;-0.39;-1.35;-1;-1.02;0.49;-1.86;;-1.01;0;0.48;0.43;-0.75;-0.81;-0.61;-1.2;0.46;1.73;-1.49;-1.15;0.92;-0.64;0.55;0.03
2016-24;;;;;;;;-1.08;-0.57;-1.26;0.11;0.22;-1.12;-0.53;;0.32;-0.3;-0.85;-0.41;0.96;-0.6;0.01;0.6;-0.68;0.17;0.29;-0.82;0.34;1.04;-0.34;-0.1
2016-25;;;;;;;;0.8;0.69;0.91;0.08;0.18;0.83;0.69;;5.45;0.81;-1.01;0.41;0.67;0;-0.07;0.75;1.02;0.37;1.08;2.15;-0.13;0.03;0.82;-0.94
2016-26;;;;;;;;-1.21;-0.41;-1.33;0.14;1.73;-0.13;-0.19;;1.54;0.23;-0.62;1.21;-1.95;-2.1;0.21;-0.18;0.82;1.3;0.74;0.7;-0.04;1.36;0.07;-1.21
2016-27;;;;;;;;-1.39;0.58;-0.83;-0.89;-1.38;1.59;-0.79;;0.45;-0.54;-0.18;0.25;0.81;0.87;1.36;2.42;1.2;2.53;0.97;-1.15;2.26;-0.08;0.77;0.97
2016-28;;;;;;;;-1.44;1.18;-1.51;0.13;0.2;0.38;-0.43;;0.76;0.06;-0.18;0.18;0.93;2.01;0.65;1.53;1.52;2.13;2;0.55;0.9;0.88;0.93;0.49
2016-29;;;;;;;;1.04;2.63;0.75;0.64;0.56;3.42;0.21;;-0.61;-0.25;1.18;0.17;0.82;-0.84;2.21;-0.43;1.9;1.96;2.35;2.15;3.04;1.9;0.81;2.57
2016-30;;;;;;;;0.37;1.19;0.65;0.42;0.65;-0.5;0.48;;1.53;-0.02;0.54;-0.37;0.17;-0.68;-0.39;1.03;3.14;1.76;2.68;0.87;0.21;0.83;-0.08;0.82
2016-31;;;;;;;;-0.17;-0.43;-0.98;-1.81;-0.75;-1.48;-0.45;;1.79;-0.25;-1.55;-0.88;0.04;-1.34;-0.88;0.24;0.82;2.24;1.52;-0.79;0.34;-0.47;-0.47;2.17
2016-32;;;;;;;;-0.83;-0.66;0.23;0.77;-0.19;-1.87;-0.75;;1.09;-0.61;-0.6;-2.09;-0.09;0.14;-0.24;1.58;3.6;1.33;1.5;-0.03;0.56;1.38;0.05;0.51
2016-33;;;;;;;;-0.25;1.79;-0.58;1;0.39;0.2;1.38;;0.46;-0.35;0.13;0.21;0.32;0.78;-0.19;0.7;1.07;0.83;1.14;0.22;0.35;0.52;-0.09;1.17
2016-34;;;;;;;;-0.31;3.66;0.85;0.67;1.42;1.17;0.88;;-0.09;-0.26;-1.66;-0.92;-0.27;1.15;1.33;-0.37;1.31;1.11;0.98;-0.75;0.89;-0.38;0.52;0.49
2016-35;;;;;;;;-0.21;-0.16;-0.94;0.14;1.29;-0.59;0.24;;-0.33;-0.03;-0.54;-1.49;1.73;-0.28;-0.2;1.19;0.85;0.97;2.94;-0.78;-1.63;0.8;1.47;-2.04
2016-36;;;;;;;;-1;-0.64;0.32;0.58;0.82;-0.83;-0.42;;-0.1;-0.36;0.92;-1.22;-0.03;1.1;-0.5;1.78;0.57;1.37;0.51;0.13;-1.31;0.16;-0.69;-0.09
2016-37;;;;;;;;-0.98;0.7;-0.5;0.47;-1.35;-0.76;-0.23;;-0.68;0.05;0.32;-0.86;-0.31;-0.09;1.05;-0.14;-1.58;-1.56;-0.36;-1.98;-0.96;-0.61;-0.41;0.52
2016-38;;;;;;;;-1.58;-2.39;-1.65;0.81;0.87;-1.14;-1.88;;-1.37;-0.34;0.01;-1.59;-2.49;1.02;-2.07;-1.5;-0.09;-0.26;-0.72;-0.38;-2.75;-1.54;-1.41;-1.14
2016-39;;;;;;;;-0.48;-0.23;0.74;1.23;0.09;-0.78;0.86;;-0.76;0.1;0.62;0.69;-0.33;0.83;-0.28;0.29;-0.08;-0.05;0.06;0.13;-1.13;1.27;0.81;-1.03
2016-40;;;;;;;;-0.3;-0.54;-1.55;0.15;0.06;-0.48;0.21;;-0.04;0.15;-0.58;-1.33;0.58;-0.13;-0.32;0;-0.11;-0.1;-0.48;1.59;0.08;0.82;-0.92;-2.35
2016-41;;;;;;;;0.95;1.32;1.87;-0.2;1.61;1.28;0.28;;-0.31;0.42;-0.36;1.19;0.83;1.18;2.37;-0.37;-0.15;-0.55;0.37;1.01;0.54;-0.67;-0.04;-0.15
2016-42;;;;;;;;1.76;0.58;2.09;1.25;-0.4;1.61;1.67;;0.26;0.25;-0.44;2.2;0.54;1.94;-0.23;1.04;1.49;-0.31;1.32;0.9;0.26;-0.5;0.28;0.99
2016-43;;;;;;;;-0.03;-0.02;0.51;1.11;-0.42;0.28;0.12;;0.43;0.31;0.54;1.35;-0.07;-1.84;1.94;0.41;0.45;1.02;-1.34;-0.4;0.76;0.23;-1.06;-0.39
2016-44;;;;;;;;-0.86;0.97;0.6;0.09;-0.18;-0.42;2.06;;0.15;0.09;-1.82;-0.5;-0.24;-0.07;-1.01;-2.36;-0.12;-0.67;-0.14;1.22;0.3;-0.84;-0.73;-0.11
2016-45;2.16;52552;51343.34;1208.65;53585.68;52460.52;50234.21;-0.23;0.28;0.94;0.92;0.29;-0.28;-1.8;-0.01;1.45;0.02;-0.61;0.14;0.21;0.09;0.77;1.16;0.79;1.36;-0.71;0.4;2.14;1.18;0.7;0.2
2016-46;3.22;53661;51833.34;1827.65;54105.01;52965.12;50709.74;0.78;1.47;1.35;-0.66;-2.07;0.97;-0.27;2.31;0.59;0.14;2.6;1.79;0.76;0.36;0.34;1.21;1.59;2.51;-0.21;1.64;0.5;0.79;2.25;0.7
2016-47;1.82;53354;52304.79;1049.2;54607.94;53452.23;51165.68;-0.49;0.37;0.92;-1.3;0.29;-0.14;-0.62;1.02;1.73;0.29;0.39;0.05;-0.13;0.85;0.18;2.11;2.2;2.15;-1.85;-2.02;-0.06;1.57;1.47;1.18
2016-48;2.25;54061;52750.2;1310.79;55085.96;53913.86;51595.03;0.22;0.98;0.36;-2.03;-1.35;-1.81;1.83;0.68;1.53;0.24;1.88;0.41;0.52;-0.18;0.38;-0.08;4.02;2.92;-0.69;0.79;0.66;0.74;0.55;-1.81
