Fecha;Austria;Belgium;Denmark;Estonia;Finland;France;Germany (Berlin);Germany (Hesse);Greece;Hungary;Ireland;Italy;Luxembourg;Malta;Netherlands;Norway;Portugal;Spain;Sweden;Switzerland;UK (England);UK (Northern Ireland);UK (Scotland);UK (Wales)
2019-11-04;-0.18;-0.41;0.62;-1.62;-2.13;0.31;-1.25;-0.19;0.61;0.4;0.04;0.25;0.66;-0.31;1.64;0.18;0.76;0.67;-0.21;-0.78;0.17;1.05;0.42;-0.86
2019-11-11;-0.41;-0.59;0.04;-0.85;-1.9;0.35;0.35;1.04;-0.06;0.05;0.75;1.03;1.93;0.36;1.83;1.85;1.18;1.8;-1.24;1.15;0.93;1.42;2.9;0.43
2019-11-18;-0.72;1.3;0.6;-0.39;-3.01;1.06;-1.72;0.02;-0.18;-0.13;1.88;0.48;0.32;0.99;1.11;-0.49;1.83;2.17;-0.94;0.28;2.63;0.86;0.34;0.24
2019-11-25;-0.46;0.28;1.43;-1.1;-2.35;0.57;-1.37;1.01;0.98;0.04;0.44;-0.55;0.93;1.14;0.98;-0.89;1.57;2.19;-1.77;0.99;0.32;1.63;0.01;0.71
2019-12-02;-0.2;0.39;1.55;0.42;-0.73;-0.09;0.16;1.26;1.58;0.67;0.63;-0.01;0.58;-0.9;0.44;0.95;0.13;0.5;-1.57;-2.45;2.15;2.2;3.04;0.06
2019-12-09;0.56;0.9;1.05;-0.76;-1.95;0.44;-0.11;1.16;1.13;0.56;1.27;0.28;0.62;-0.95;1.79;-1.56;1.68;1.61;-1.91;0.54;2.91;3.44;2.14;0.6
2019-12-16;-0.59;1.99;-0.22;-0.73;-1.12;0.85;-1.49;-0.19;0.95;0.63;3.25;2.15;0.48;0.71;2.42;-1.61;1.45;0.88;-0.55;1.06;5.03;2.81;3.01;2.21
2019-12-23;-0.14;-0.25;-0.48;-1.14;-1.33;-0.57;-0.31;-0.92;0.94;0.46;2.66;0.84;1.17;1.92;-0.13;-0.75;1.51;-0.57;-2.14;-0.44;4.09;1.01;2.06;1.85
2019-12-30;-0.59;0.47;1.19;-1.78;-2.53;1.32;-1.07;0.19;2.5;0.86;2.24;1.44;-1.71;0.71;0.55;0.56;3.28;1.89;-0.73;-0.98;4.74;1.58;2.33;3.3
2020-01-06;0.57;2.24;1.56;0.01;-2.1;2.7;-0.43;0.37;3.45;0.77;3.14;2.47;-0.45;2.7;3.1;3;4.69;4.74;0.06;0.04;3.64;2.42;2.42;1.41
2020-01-13;2.24;1.2;-0.46;-0.91;-2.25;0.84;0.65;-0.72;3.06;0.77;1.08;3.2;0.19;3.98;0.88;0.2;5.59;6.56;-0.79;0.88;0.99;3.29;0.05;-0.27
2020-01-20;1.71;-0.15;-1.43;-1.32;-2.91;0.2;0.4;0.56;2.49;1.19;0.2;2.44;0;1.91;-0.29;0.55;4.55;6.27;-2.37;0.99;0.17;-0.98;1.13;-0.48
2020-01-27;3.9;1.65;-0.05;-0.87;-2.26;1.17;-0.31;-0.61;3.66;1.45;0.31;1.96;0.37;0.97;0.9;-0.95;4.63;6.45;-0.6;1.21;-0.34;0.25;0.06;1.33
2020-02-03;0.85;-0.47;-0.13;-2.81;-1.12;1.14;0.49;-0.24;2.8;0.99;0.54;1.19;0.02;2.16;1.25;-1.41;2.73;3.53;-2.23;0.59;-0.66;-0.11;0.36;-0.19
2020-02-10;3.44;1.03;-1.04;-0.2;-1.44;0.66;-1.29;0.78;2.39;1.38;1.09;1.33;-1.4;0.31;1.38;0.32;0.58;1.9;-0.68;0.57;-0.24;0.1;0.11;-0.59
2020-02-17;0.96;1.09;-1.39;0.47;-1.38;-1.26;-1.07;-0.93;0.51;0.93;0.54;0.22;-0.31;0.51;-0.99;-0.76;1.44;0.08;-1.23;0.27;-0.63;0.59;0.44;-2.19
2020-02-24;1.73;0.37;-1.77;-0.37;-2.35;0.29;0.19;0;1;1.58;0.3;1.46;-1.05;-0.13;0.56;-0.03;0.9;0.21;-0.95;-0.09;-0.16;0.27;0.85;-2.11
2020-03-02;1.68;0.25;-1.11;-1.01;-0.9;0.87;-0.59;1.21;1.57;1.17;-0.81;2.67;0.43;0.09;0.79;-1.29;-0.29;0.84;-0.02;0.25;0.69;0.19;0.48;-0.36
2020-03-09;1.34;0.75;-0.41;1.26;-0.89;1.92;-0.3;1.4;1.33;1.17;-0.7;6.48;0.85;2.32;2.23;-0.21;1.77;4.91;-1.31;1.14;0.59;1.13;0.86;0.1
2020-03-16;3.03;4.59;1.02;-0.14;-0.29;6.37;0.02;-0.26;1.1;1.91;-0.34;11.75;0.35;3.56;6.58;-0.96;2.71;17.71;1.17;4.04;5.5;-0.05;1.74;1.65
2020-03-23;2.09;14.35;0.38;0.82;-0.14;13.85;1.43;0.01;0.51;1.32;2.55;14.74;2.9;1.26;15.26;0.45;4.07;41.05;4.24;6.13;15.54;2.57;4.83;5.72
2020-03-30;3.35;27.28;2.19;0.55;0.1;23.54;2.11;1.19;0.57;1.14;6.23;16.92;0.87;0.86;21.72;0.25;5.38;44.18;9.8;11.07;33.2;6.14;12.57;11.45
2020-04-06;2.73;30.37;1.88;0.38;2.76;20.16;1.53;2.34;0.03;1.35;6.83;14.25;3.46;1.13;21.22;1.54;5.18;33.31;14.5;7.58;42;9.16;15.63;19.62
2020-04-13;1.56;20.9;0.32;0.49;0.66;13.6;0.49;1.84;-0.54;1.14;5.3;8.89;0.62;2.8;15.06;1.16;2.98;20.33;13.84;6.42;36.68;6.5;14.51;15.69
2020-04-20;0.4;12.02;0.85;1.43;1.9;4.75;0.23;-0.76;-0.93;0.59;1.75;6.84;0.19;-1.15;11.39;0.53;2.37;10.23;9.76;2.42;29.84;5.53;13.43;12.58
2020-04-27;-1.08;4.4;-0.25;0.83;1.88;-0.32;-0.34;0.79;-0.14;-0.07;-0.52;4.31;-1.14;1.01;6.12;0.15;1.05;4.81;9.67;0.01;20.84;5.13;10.16;6.97
2020-05-04;-0.43;5.11;-0.52;1.09;0.06;-1.18;-0.57;1.41;-1.15;-0.51;-1.72;3.16;0.84;1.01;1.85;1.19;1.32;2.53;9.19;-0.7;14.94;3.15;7.5;5.28
2020-05-11;-0.44;2.35;-2.02;0.32;-4.76;-3.09;-0.57;1.47;1.11;-1.09;-2.24;1.04;-0.33;1.02;-0.32;-0.57;0.23;-1.94;4.91;-0.94;9.19;1.48;2.93;1.92
2020-05-18;-0.31;1.89;-0.33;-0.21;-5.75;-8.44;-1.47;1.06;-0.17;-2.07;-1.63;-1.26;0.2;0.45;-3.25;-1.25;0.25;-3.43;4.14;0.02;3.23;-2.83;1.88;-6.07
