Fecha,MoMoOld fitxers fins 2020-05-27,MoMoOld2 fitxers fins 2022-04-26,MoMoOld3 fitxers fins 2022-12-20,MoMo fitxers fins el més actual,INE2018
2020-06-13,,921,973.7,979.48,1172
2020-06-14,,843,893.78,893.18,1172
2020-06-15,,952,1015.53,1012.82,1172
2020-06-16,,960,1020.85,1031.28,1172
2020-06-17,,948,1006.69,1012.04,1172
2020-06-18,,1004,1063.29,1065.95,1172
2020-06-19,,918,973.99,976.5,1172
2020-06-20,,976,1036.37,1042.12,1172
2020-06-21,,922,979.02,984.6,1172
2020-06-22,,924,983.7,977.24,1172
2020-06-23,,1088,1153.88,1159.24,1172
2020-06-24,,1062,1128.08,1132.76,1172
2020-06-25,,1031,1097.67,1099.98,1172
2020-06-26,,1070,1141.7,1142.41,1172
2020-06-27,,1034,1097.37,1094.22,1172
2020-06-28,,909,967.96,967.35,1172
2020-06-29,,971,1030.5,1030.94,1172
2020-06-30,,1083,1155.07,1159.85,1172
2020-07-01,,1065,1130.67,1131.12,1172
2020-07-02,,1083,1148.04,1150.74,1172
2020-07-03,,1038,1102.91,1105.7,1172
2020-07-04,,1007,1068.24,1076.48,1172
2020-07-05,,998,1057.94,1064.74,1172
2020-07-06,,1013,1078.47,1080.48,1172
2020-07-07,,1053,1114.99,1113.94,1172
2020-07-08,,1035,1104.68,1108.18,1172
2020-07-09,,1103,1170.55,1168.33,1172
2020-07-10,,1109,1176.42,1180.44,1172
2020-07-11,,1058,1125.41,1123.38,1172
2020-07-12,,961,1018.13,1023.19,1172
2020-07-13,,1003,1067.07,1072.36,1172
2020-07-14,,1029,1098.03,1105.09,1172
2020-07-15,,1015,1083.71,1086.86,1172
2020-07-16,,1010,1074.06,1085.39,1172
2020-07-17,,1075,1144.42,1145.02,1172
2020-07-18,,1094,1161.18,1164.52,1172
2020-07-19,,968,1027.62,1035.85,1172
2020-07-20,,1040,1107.58,1111.52,1172
2020-07-21,,1049,1114.52,1113.7,1172
2020-07-22,,1063,1128.71,1126.76,1172
2020-07-23,,1038,1107.14,1114.41,1172
2020-07-24,,1079,1148.54,1147.81,1172
2020-07-25,,1109,1177.88,1185.53,1172
2020-07-26,,1019,1082.06,1084.12,1172
2020-07-27,,1031,1096.99,1103.21,1172
2020-07-28,,1114,1188.6,1194.15,1172
2020-07-29,,1186,1268.11,1274.81,1172
2020-07-30,,1182,1251.81,1246.39,1172
2020-07-31,,1172,1246.53,1246.55,1172
2020-08-01,,1188,1260.69,1275.24,1172
2020-08-02,,1192,1263.37,1260.74,1172
2020-08-03,,1121,1194.72,1192.79,1172
2020-08-04,,1180,1247.39,1244.56,1172
2020-08-05,,1124,1191.99,1200.81,1172
2020-08-06,,1187,1266.74,1266.91,1172
2020-08-07,,1097,1171.22,1177.8,1172
2020-08-08,,1157,1229.37,1231.61,1172
2020-08-09,,1083,1150.93,1146.52,1172
2020-08-10,,1166,1238,1235.72,1172
2020-08-11,,1166,1236.19,1231.52,1172
2020-08-12,,1164,1234.42,1237.77,1172
2020-08-13,,1116,1188.17,1187.31,1172
2020-08-14,,1113,1177.62,1192.6,1172
2020-08-15,,1046,1108.04,1115.01,1172
2020-08-16,,966,1028.94,1032.16,1172
2020-08-17,,1032,1097.05,1103.06,1172
2020-08-18,,1022,1080.72,1076.58,1172
2020-08-19,,1086,1149.38,1157.24,1172
2020-08-20,,1080,1143.63,1141.88,1172
2020-08-21,,1139,1209.19,1223.55,1172
2020-08-22,,1102,1168.88,1174.62,1172
2020-08-23,,1026,1088.23,1086.3,1172
2020-08-24,,1057,1119.4,1127.51,1172
2020-08-25,,1071,1134.12,1136.53,1172
2020-08-26,,1093,1160.4,1174.67,1172
2020-08-27,,1084,1155.03,1148.38,1172
2020-08-28,,1189,1270.21,1284.48,1172
2020-08-29,,1076,1143.47,1143.02,1172
2020-08-30,,953,1011.56,1010.3,1172
2020-08-31,,963,1026.97,1035.98,1172
2020-09-01,,1036,1100.57,1103.6,1172
2020-09-02,,1072,1140.28,1135.69,1172
2020-09-03,,1070,1136.47,1143.27,1172
2020-09-04,,1115,1187.17,1195.64,1172
2020-09-05,,1079,1148.13,1159.37,1172
2020-09-06,,1033,1096.56,1103.15,1172
2020-09-07,,989,1054.61,1056.06,1172
2020-09-08,,1068,1140.75,1140.68,1172
2020-09-09,,1019,1083.32,1092.73,1172
2020-09-10,,1112,1183.7,1181.27,1172
2020-09-11,,1192,1266.26,1265.14,1172
2020-09-12,,1169,1244.61,1245.37,1172
2020-09-13,,1074,1142.53,1146.05,1172
2020-09-14,,1152,1223.29,1215.25,1172
2020-09-15,,1105,1176.51,1191.06,1172
2020-09-16,,1162,1237.52,1241.86,1172
2020-09-17,,1146,1220.85,1218.56,1172
2020-09-18,,1124,1196.21,1203.84,1172
2020-09-19,,1068,1139.82,1139.63,1172
2020-09-20,,1010,1078.98,1080.27,1172
2020-09-21,,1104,1182.09,1182.05,1172
2020-09-22,,1136,1211.23,1210.57,1172
2020-09-23,,1117,1195.26,1197.61,1172
2020-09-24,,1082,1154.27,1158.19,1172
2020-09-25,,1133,1207.54,1208.54,1172
2020-09-26,,1055,1127.66,1127.34,1172
2020-09-27,,1079,1150.72,1151.43,1172
2020-09-28,,1097,1171.18,1183.16,1172
2020-09-29,,1087,1156.32,1158.22,1172
2020-09-30,,1117,1193.66,1202.87,1172
2020-10-01,,1153,1228.07,1234.74,1172
2020-10-02,,1128,1197.71,1205.54,1172
2020-10-03,,1143,1215.01,1226.39,1172
2020-10-04,,1044,1112.46,1107.12,1172
2020-10-05,,1110,1189.75,1189.38,1172
2020-10-06,,1118,1191.4,1194.76,1172
2020-10-07,,1226,1309.39,1310.24,1172
2020-10-08,,1180,1251.96,1251.44,1172
2020-10-09,,1265,1351.53,1343.51,1172
2020-10-10,,1191,1265.63,1261.92,1172
2020-10-11,,1100,1175.93,1177.19,1172
2020-10-12,,1062,1125.12,1126.79,1172
2020-10-13,,1157,1237.84,1237.69,1172
2020-10-14,,1160,1245.75,1244.1,1172
2020-10-15,,1176,1249.43,1245.53,1172
2020-10-16,,1229,1315.44,1316.1,1172
2020-10-17,,1209,1286.73,1289.98,1172
2020-10-18,,1155,1234.37,1238.78,1172
2020-10-19,,1275,1358.92,1350.41,1172
2020-10-20,,1314,1394.77,1393.85,1172
2020-10-21,,1335,1423.28,1424.75,1172
2020-10-22,,1303,1388.46,1378.39,1172
2020-10-23,,1306,1388.77,1387.26,1172
2020-10-24,,1266,1354.18,1355.95,1172
2020-10-25,,1242,1323.05,1335.35,1172
2020-10-26,,1232,1310.35,1311.44,1172
2020-10-27,,1312,1398.5,1389.16,1172
2020-10-28,,1259,1339.92,1336.49,1172
2020-10-29,,1324,1413.25,1409.9,1172
2020-10-30,,1371,1453.57,1465,1172
2020-10-31,,1416,1505.31,1506.63,1172
2020-11-01,,1267,1346.22,1346.8,1172
2020-11-02,,1370,1462.8,1463.78,1172
2020-11-03,,1432,1527.35,1535.22,1172
2020-11-04,,1404,1498.46,1500.12,1172
2020-11-05,,1422,1522.42,1520.59,1172
2020-11-06,,1486,1581.95,1576.16,1172
2020-11-07,,1372,1463.1,1471.04,1172
2020-11-08,,1367,1448.78,1458.03,1172
2020-11-09,,1357,1444.03,1449.49,1172
2020-11-10,,1415,1508.52,1507.1,1172
2020-11-11,,1383,1471.45,1476.05,1172
2020-11-12,,1369,1460.62,1457.15,1172
2020-11-13,,1426,1517.02,1516.53,1172
2020-11-14,,1280,1355.26,1364.17,1172
2020-11-15,,1328,1414.25,1415.82,1172
2020-11-16,,1361,1448.46,1451.84,1172
2020-11-17,,1374,1470.85,1462.64,1172
2020-11-18,,1374,1461.18,1454.91,1172
2020-11-19,,1350,1428.72,1434.79,1172
2020-11-20,,1367,1449.24,1458.73,1172
2020-11-21,,1254,1335.8,1334.17,1172
2020-11-22,,1194,1269.7,1268.04,1172
2020-11-23,,1299,1385.43,1389.32,1172
2020-11-24,,1289,1368.91,1377.13,1172
2020-11-25,,1295,1377.99,1381.64,1172
2020-11-26,,1432,1515.1,1514.5,1172
2020-11-27,,1363,1451.17,1456.6,1172
2020-11-28,,1246,1329.06,1338.93,1172
2020-11-29,,1176,1244.92,1240.1,1172
2020-11-30,,1224,1301.24,1299.12,1172
2020-12-01,,1290,1360.77,1362.86,1172
2020-12-02,,1374,1456.17,1450.82,1172
2020-12-03,,1371,1456,1459.14,1172
2020-12-04,,1352,1441.29,1447.45,1172
2020-12-05,,1288,1365.46,1365.08,1172
2020-12-06,,1247,1322.36,1323.36,1172
2020-12-07,,1222,1286.08,1287.37,1172
2020-12-08,,1278,1355.45,1353.9,1172
2020-12-09,,1317,1396.63,1401.86,1172
2020-12-10,,1363,1446.77,1443.98,1172
2020-12-11,,1389,1474.99,1477.88,1172
2020-12-12,,1284,1355.4,1360.27,1172
2020-12-13,,1242,1320.46,1322.65,1172
2020-12-14,,1302,1377.14,1379,1172
2020-12-15,,1323,1408.27,1419.54,1172
2020-12-16,,1268,1337.62,1334.24,1172
2020-12-17,,1220,1300.59,1302.78,1172
2020-12-18,,1354,1433.4,1427.91,1172
2020-12-19,,1238,1311.47,1317.76,1172
2020-12-20,,1225,1300.45,1303.9,1172
2020-12-21,,1191,1255.96,1262.76,1172
2020-12-22,,1271,1336.43,1344.97,1172
2020-12-23,,1316,1397.18,1401.36,1172
2020-12-24,,1226,1299.72,1301.79,1172
2020-12-25,,1250,1317.66,1318.63,1172
2020-12-26,,1200,1274.01,1270.13,1172
2020-12-27,,1194,1264.02,1269.56,1172
2020-12-28,,1272,1342.15,1354.11,1172
2020-12-29,,1286,1356.73,1363.65,1172
2020-12-30,,1330,1404.1,1406.5,1172
2020-12-31,,1348,1418.84,1433.9,1172
2021-01-01,,1283,1354.96,1346.88,1172
2021-01-02,,1304,1380.34,1370.11,1172
2021-01-03,,1275,1348.26,1339.26,1172
2021-01-04,,1327,1406.2,1398.59,1172
2021-01-05,,1359,1429.13,1419.93,1172
2021-01-06,,1390,1464.67,1455.25,1172
2021-01-07,,1409,1489.63,1480.84,1172
2021-01-08,,1491,1580.75,1570.21,1172
2021-01-09,,1555,1643.9,1632.49,1172
2021-01-10,,1452,1537.82,1528.56,1172
2021-01-11,,1544,1631.35,1621.93,1172
2021-01-12,,1638,1731.22,1719.45,1172
2021-01-13,,1569,1658.57,1648.5,1172
2021-01-14,,1680,1779.62,1767.37,1172
2021-01-15,,1681,1780.86,1769.06,1172
2021-01-16,,1677,1770.6,1759.61,1172
2021-01-17,,1568,1653.45,1643.31,1172
2021-01-18,,1713,1814.17,1803.42,1172
2021-01-19,,1747,1843.15,1831.98,1172
2021-01-20,,1791,1899.33,1888.09,1172
2021-01-21,,1855,1962.08,1948.79,1172
2021-01-22,,1884,1989.95,1975.47,1172
2021-01-23,,1716,1812.74,1801.83,1172
2021-01-24,,1724,1820.33,1805.14,1172
2021-01-25,,1746,1850.99,1838.21,1172
2021-01-26,,1768,1874.99,1864.16,1172
2021-01-27,,1837,1948.36,1936.52,1172
2021-01-28,,1785,1889.19,1877.02,1172
2021-01-29,,1700,1803.35,1793.64,1172
2021-01-30,,1700,1799.88,1790.39,1172
2021-01-31,,1569,1666.78,1658.63,1172
2021-02-01,,1670,1775.65,1765.02,1172
2021-02-02,,1655,1756.65,1743.84,1172
2021-02-03,,1624,1718.85,1707.55,1172
2021-02-04,,1596,1689.85,1679.71,1172
2021-02-05,,1565,1660.84,1650.15,1172
2021-02-06,,1536,1627.96,1619.85,1172
2021-02-07,,1416,1503.74,1494.96,1172
2021-02-08,,1400,1489.71,1480.56,1172
2021-02-09,,1492,1584.34,1574.1,1172
2021-02-10,,1536,1627.5,1617.85,1172
2021-02-11,,1395,1484.97,1476.87,1172
2021-02-12,,1503,1592.02,1581.36,1172
2021-02-13,,1344,1422.92,1413.28,1172
2021-02-14,,1246,1324.7,1316.68,1172
2021-02-15,,1292,1371.2,1361.07,1172
2021-02-16,,1340,1425.35,1414.4,1172
2021-02-17,,1343,1426.34,1418.48,1172
2021-02-18,,1399,1482.47,1473.81,1172
2021-02-19,,1312,1392.31,1383.26,1172
2021-02-20,,1224,1298.45,1288.58,1172
2021-02-21,,1164,1233.61,1225.32,1172
2021-02-22,,1233,1310.24,1304.12,1172
2021-02-23,,1267,1340.26,1331.16,1172
2021-02-24,,1269,1351.43,1344.22,1172
2021-02-25,,1240,1322.52,1314.93,1172
2021-02-26,,1233,1306.15,1298.25,1172
2021-02-27,,1225,1294.95,1287.09,1172
2021-02-28,,1150,1221.22,1214.17,1172
2021-03-01,,1123,1187.68,1180.82,1172
2021-03-02,,1221,1297.34,1287.91,1172
2021-03-03,,1239,1312.4,1303.7,1172
2021-03-04,,1152,1217.67,1211.27,1172
2021-03-05,,1164,1228.1,1219.5,1172
2021-03-06,,1156,1222.1,1215.13,1172
2021-03-07,,1068,1132.33,1125.71,1172
2021-03-08,,1119,1187.71,1181.35,1172
2021-03-09,,1191,1261.57,1254.01,1172
2021-03-10,,1109,1173.44,1166.84,1172
2021-03-11,,1150,1222.44,1215.19,1172
2021-03-12,,1171,1241.25,1233.88,1172
2021-03-13,,1175,1247.49,1238.73,1172
2021-03-14,,1018,1075.8,1068.08,1172
2021-03-15,,1162,1227.92,1219.9,1172
2021-03-16,,1138,1209.8,1201.09,1172
2021-03-17,,1110,1181.25,1173.25,1172
2021-03-18,,1128,1197.99,1189.98,1172
2021-03-19,,1107,1173.52,1165.33,1172
2021-03-20,,1068,1130.52,1122.6,1172
2021-03-21,,1033,1093.57,1086.35,1172
2021-03-22,,1075,1140.16,1131.51,1172
2021-03-23,,1136,1203.7,1196.81,1172
2021-03-24,,1141,1208.85,1202.23,1172
2021-03-25,,1179,1248.19,1240.18,1172
2021-03-26,,1201,1278.89,1271.4,1172
2021-03-27,,1092,1157.13,1150.58,1172
2021-03-28,,1031,1093.08,1086.29,1172
2021-03-29,,1103,1174.45,1167.66,1172
2021-03-30,,1174,1244.6,1234.84,1172
2021-03-31,,1191,1264.48,1256.88,1172
2021-04-01,,1124,1189.19,1183.47,1172
2021-04-02,,1102,1166.67,1157.38,1172
2021-04-03,,1123,1193.53,1186.37,1172
2021-04-04,,1006,1066.53,1060.33,1172
2021-04-05,,1141,1214.12,1205.55,1172
2021-04-06,,1123,1192.5,1185.27,1172
2021-04-07,,1153,1228.47,1219.74,1172
2021-04-08,,1068,1129.82,1121.51,1172
2021-04-09,,1162,1233.41,1226.12,1172
2021-04-10,,1097,1168.42,1160.26,1172
2021-04-11,,991,1054.57,1048.38,1172
2021-04-12,,1099,1165.51,1156.87,1172
2021-04-13,,1034,1097.18,1090.28,1172
2021-04-14,,1141,1210.34,1204.04,1172
2021-04-15,,1117,1189.19,1181.2,1172
2021-04-16,,1130,1198.56,1192.6,1172
2021-04-17,,1055,1124.54,1116.76,1172
2021-04-18,,1013,1079.2,1071.35,1172
2021-04-19,,1102,1172.54,1165.46,1172
2021-04-20,,1106,1172.18,1165.3,1172
2021-04-21,,1114,1183.46,1177.47,1172
2021-04-22,,1129,1199.52,1192.23,1172
2021-04-23,,1130,1199.89,1192.17,1172
2021-04-24,,1089,1158.52,1150.85,1172
2021-04-25,,1011,1071.44,1064.81,1172
2021-04-26,,986,1052.43,1047.44,1172
2021-04-27,,1114,1180.7,1173.77,1172
2021-04-28,,1165,1236.63,1228.63,1172
2021-04-29,,1118,1187.46,1178.68,1172
2021-04-30,,1086,1152.98,1144.02,1172
2021-05-01,,1043,1105.44,1098.45,1172
2021-05-02,,991,1046.14,1039.82,1172
2021-05-03,,1029,1096.68,1090.69,1172
2021-05-04,,1052,1109.84,1102.05,1172
2021-05-05,,1132,1195.86,1187.84,1172
2021-05-06,,1126,1193.44,1185.25,1172
2021-05-07,,1152,1224.1,1214.69,1172
2021-05-08,,1157,1229.33,1220.04,1172
2021-05-09,,1083,1147.48,1139.56,1172
2021-05-10,,1061,1123.89,1115.87,1172
2021-05-11,,1038,1100.34,1093.66,1172
2021-05-12,,1066,1138.65,1126.27,1172
2021-05-13,,1067,1129.03,1121.73,1172
2021-05-14,,1106,1170.3,1162.42,1172
2021-05-15,,1058,1121.64,1113.95,1172
2021-05-16,,980,1033.82,1027.5,1172
2021-05-17,,1031,1090.8,1084.31,1172
2021-05-18,,1056,1119.36,1111.63,1172
2021-05-19,,1038,1103.98,1095.33,1172
2021-05-20,,1066,1133.11,1128.77,1172
2021-05-21,,1096,1159.36,1151.48,1172
2021-05-22,,997,1056.91,1049.51,1172
2021-05-23,,935,992.15,986.47,1172
2021-05-24,,987,1048.17,1042.14,1172
2021-05-25,,934,983.95,977.96,1172
2021-05-26,,1028,1090.51,1082.86,1172
2021-05-27,,1036,1098.26,1091.77,1172
2021-05-28,,1013,1076.39,1070.35,1172
2021-05-29,,1052,1111.56,1101.37,1172
2021-05-30,,1003,1066.6,1060.32,1172
2021-05-31,,1066,1136.44,1131.75,1172
2021-06-01,,1042,1109.65,1104.59,1172
2021-06-02,,1081,1146.74,1138.13,1172
2021-06-03,,992,1048.79,1045.75,1172
2021-06-04,,1008,1072.86,1066.63,1172
2021-06-05,,941,994.74,989.6,1172
2021-06-06,,914,968.72,965.66,1172
2021-06-07,,985,1042.29,1037.88,1172
2021-06-08,,1006,1062.73,1056.38,1172
2021-06-09,,1025,1089.64,1081.48,1172
2021-06-10,,1102,1164.88,1157.29,1172
2021-06-11,,1098,1165.63,1156.77,1172
2021-06-12,,1049,1111.95,1105.96,1172
2021-06-13,,1084,1147.51,1141.54,1172
2021-06-14,,1071,1140.05,1136.96,1172
2021-06-15,,1112,1178.6,1171.38,1172
2021-06-16,,1167,1232.78,1227.4,1172
2021-06-17,,1134,1204.49,1197.18,1172
2021-06-18,,1042,1103.28,1097.26,1172
2021-06-19,,970,1026.32,1021.19,1172
2021-06-20,,945,1001.27,997.89,1172
2021-06-21,,967,1023.3,1018.06,1172
2021-06-22,,963,1013.9,1007.96,1172
2021-06-23,,1024,1086.06,1079.51,1172
2021-06-24,,1063,1122.74,1114.86,1172
2021-06-25,,1058,1120.07,1108.24,1172
2021-06-26,,971,1024.45,1018.38,1172
2021-06-27,,942,1000.1,992.8,1172
2021-06-28,,990,1048.76,1039.99,1172
2021-06-29,,1052,1116.44,1109.62,1172
2021-06-30,,1056,1118.5,1111.72,1172
2021-07-01,,1036,1098.95,1090.99,1172
2021-07-02,,1044,1103.55,1097.93,1172
2021-07-03,,1069,1134.82,1129.54,1172
2021-07-04,,933,984.18,980.88,1172
2021-07-05,,1050,1118.32,1111.87,1172
2021-07-06,,1111,1175.68,1168.7,1172
2021-07-07,,1021,1082.97,1080.93,1172
2021-07-08,,969,1024.05,1017.76,1172
2021-07-09,,1041,1105.04,1098.31,1172
2021-07-10,,1032,1094.44,1089.47,1172
2021-07-11,,977,1035.14,1028.83,1172
2021-07-12,,1025,1083.09,1077.26,1172
2021-07-13,,947,1000.48,993.3,1172
2021-07-14,,1027,1088.83,1083.22,1172
2021-07-15,,1007,1063.96,1058.96,1172
2021-07-16,,1127,1201.57,1194.42,1172
2021-07-17,,1075,1138.77,1130.49,1172
2021-07-18,,1010,1075.26,1067.34,1172
2021-07-19,,1081,1147.29,1141.02,1172
2021-07-20,,1074,1143.52,1135.58,1172
2021-07-21,,1183,1257.18,1250.41,1172
2021-07-22,,1197,1275.86,1266.8,1172
2021-07-23,,1235,1307.79,1298.79,1172
2021-07-24,,1181,1257.99,1250.9,1172
2021-07-25,,1071,1137.35,1129.8,1172
2021-07-26,,1103,1165.49,1158.96,1172
2021-07-27,,1166,1235.84,1228.88,1172
2021-07-28,,1121,1191.24,1183.99,1172
2021-07-29,,1171,1247.06,1243.96,1172
2021-07-30,,1265,1346.22,1341.19,1172
2021-07-31,,1126,1190.67,1179.47,1172
2021-08-01,,1039,1098.4,1094.41,1172
2021-08-02,,1111,1178.84,1169.31,1172
2021-08-03,,1193,1270.46,1265.5,1172
2021-08-04,,1201,1263.54,1254.8,1172
2021-08-05,,1151,1220.84,1212.42,1172
2021-08-06,,1307,1385.33,1374.69,1172
2021-08-07,,1257,1334.57,1326.28,1172
2021-08-08,,1052,1119.17,1117.81,1172
2021-08-09,,1183,1256.78,1246.57,1172
2021-08-10,,1144,1214.23,1208.58,1172
2021-08-11,,1130,1201.2,1192.87,1172
2021-08-12,,1234,1305.54,1299.29,1172
2021-08-13,,1268,1346.1,1339.01,1172
2021-08-14,,1249,1323.18,1315.04,1172
2021-08-15,,1196,1273.64,1269.05,1172
2021-08-16,,1267,1350,1345.08,1172
2021-08-17,,1236,1309.78,1305.74,1172
2021-08-18,,1225,1298.28,1294.76,1172
2021-08-19,,1173,1252.68,1250.26,1172
2021-08-20,,1192,1264.33,1255.85,1172
2021-08-21,,1196,1262.3,1254.2,1172
2021-08-22,,1057,1124.51,1117.65,1172
2021-08-23,,1054,1119.34,1114.09,1172
2021-08-24,,1149,1223.12,1215.24,1172
2021-08-25,,1219,1290.39,1282.54,1172
2021-08-26,,1132,1203.64,1193.9,1172
2021-08-27,,1150,1223.58,1214.67,1172
2021-08-28,,1075,1141.02,1135.1,1172
2021-08-29,,1065,1131.35,1123.76,1172
2021-08-30,,1163,1232.35,1226.52,1172
2021-08-31,,1118,1188.65,1182.33,1172
2021-09-01,,1072,1141.26,1133.81,1172
2021-09-02,,1029,1093.32,1090.8,1172
2021-09-03,,1113,1175.68,1169.55,1172
2021-09-04,,1028,1087.52,1079.97,1172
2021-09-05,,1013,1073.24,1068.4,1172
2021-09-06,,1054,1120.36,1114.17,1172
2021-09-07,,1163,1234.17,1226.91,1172
2021-09-08,,1094,1160.88,1152.79,1172
2021-09-09,,1164,1228.49,1220.78,1172
2021-09-10,,1100,1164.08,1156.97,1172
2021-09-11,,1012,1075.55,1072.7,1172
2021-09-12,,986,1047.7,1043.36,1172
2021-09-13,,1023,1088.66,1081.41,1172
2021-09-14,,1097,1163.19,1157.98,1172
2021-09-15,,1060,1126.03,1120.01,1172
2021-09-16,,1026,1091.17,1086.19,1172
2021-09-17,,1061,1122.2,1113.55,1172
2021-09-18,,1021,1079.2,1072.62,1172
2021-09-19,,917,971.6,966.61,1172
2021-09-20,,1003,1063.5,1057.92,1172
2021-09-21,,1057,1123.14,1117.37,1172
2021-09-22,,1012,1080.52,1076.13,1172
2021-09-23,,1045,1110.35,1103.99,1172
2021-09-24,,1095,1157.93,1154.8,1172
2021-09-25,,1054,1122.81,1119.22,1172
2021-09-26,,886,942.91,938.96,1172
2021-09-27,,935,989.14,981.77,1172
2021-09-28,,1038,1099.89,1093.52,1172
2021-09-29,,981,1040.8,1034.43,1172
2021-09-30,,1087,1153.19,1145.38,1172
2021-10-01,,1057,1120.71,1115,1172
2021-10-02,,1092,1159.9,1156.79,1172
2021-10-03,,1012,1077.87,1068.55,1172
2021-10-04,,978,1033.27,1027.39,1172
2021-10-05,,994,1056.14,1049.94,1172
2021-10-06,,1122,1192.38,1185.2,1172
2021-10-07,,1036,1095.39,1088.81,1172
2021-10-08,,1126,1193.9,1184.4,1172
2021-10-09,,1008,1068.54,1064.51,1172
2021-10-10,,940,998.22,995.31,1172
2021-10-11,,992,1052.44,1046.5,1172
2021-10-12,,984,1045.72,1039.67,1172
2021-10-13,,1034,1090.63,1083.04,1172
2021-10-14,,1055,1121.19,1118.97,1172
2021-10-15,,1084,1148.92,1144.18,1172
2021-10-16,,1123,1193.73,1184.55,1172
2021-10-17,,1013,1074.32,1072.96,1172
2021-10-18,,1006,1063.34,1058.15,1172
2021-10-19,,1139,1207.98,1204.99,1172
2021-10-20,,1175,1249.41,1243.54,1172
2021-10-21,,1076,1136.35,1129.82,1172
2021-10-22,,1060,1125.3,1120.52,1172
2021-10-23,,1032,1094.72,1089.94,1172
2021-10-24,,921,975.5,977.49,1172
2021-10-25,,1023,1084.87,1081.09,1172
2021-10-26,,1116,1183.96,1182.23,1172
2021-10-27,,1073,1146.62,1139.27,1172
2021-10-28,,1129,1195.42,1188.51,1172
2021-10-29,,1126,1199.38,1192.25,1172
2021-10-30,,1185,1260.78,1255.69,1172
2021-10-31,,1166,1237.46,1232.7,1172
2021-11-01,,1040,1104.09,1098.39,1172
2021-11-02,,1039,1104.27,1095.04,1172
2021-11-03,,1041,1103.64,1098.81,1172
2021-11-04,,1075,1140.65,1134.6,1172
2021-11-05,,1125,1193.11,1190.52,1172
2021-11-06,,1131,1195.19,1188.01,1172
2021-11-07,,1015,1074.66,1068.95,1172
2021-11-08,,1140,1207.36,1201.58,1172
2021-11-09,,1288,1364.96,1363.24,1172
2021-11-10,,1237,1311.56,1307.64,1172
2021-11-11,,1192,1263.05,1257.86,1172
2021-11-12,,1212,1279.37,1272.22,1172
2021-11-13,,1163,1234.25,1226.34,1172
2021-11-14,,1118,1180.69,1176.41,1172
2021-11-15,,1163,1239,1234.82,1172
2021-11-16,,1221,1290.72,1285.68,1172
2021-11-17,,1243,1314.96,1306.64,1172
2021-11-18,,1191,1265.11,1259.24,1172
2021-11-19,,1198,1275.66,1271.94,1172
2021-11-20,,1208,1276.95,1271.43,1172
2021-11-21,,1161,1226.81,1220.72,1172
2021-11-22,,1276,1357.28,1351.28,1172
2021-11-23,,1303,1382.56,1374.58,1172
2021-11-24,,1206,1276.56,1270.77,1172
2021-11-25,,1190,1257.73,1247.88,1172
2021-11-26,,1225,1292.4,1285.75,1172
2021-11-27,,1188,1253.86,1247.31,1172
2021-11-28,,1073,1136.89,1132.06,1172
2021-11-29,,1201,1273.59,1265.9,1172
2021-11-30,,1301,1375.23,1373.28,1172
2021-12-01,,1343,1415.73,1411.79,1172
2021-12-02,,1305,1377.17,1375.34,1172
2021-12-03,,1310,1382.02,1374.94,1172
2021-12-04,,1282,1354.05,1344.62,1172
2021-12-05,,1219,1279.94,1275.95,1172
2021-12-06,,1178,1244.48,1237.81,1172
2021-12-07,,1242,1322.33,1316.67,1172
2021-12-08,,1232,1306.09,1298.45,1172
2021-12-09,,1210,1278.06,1272.94,1172
2021-12-10,,1248,1322.47,1317.51,1172
2021-12-11,,1267,1346.08,1344.17,1172
2021-12-12,,1219,1291.42,1284.67,1172
2021-12-13,,1217,1285.16,1280.21,1172
2021-12-14,,1296,1371.21,1364.46,1172
2021-12-15,,1326,1398.59,1390.78,1172
2021-12-16,,1326,1402.29,1397.89,1172
2021-12-17,,1386,1468.64,1461.87,1172
2021-12-18,,1298,1365.09,1358.88,1172
2021-12-19,,1227,1301.48,1296.2,1172
2021-12-20,,1328,1398.72,1391.07,1172
2021-12-21,,1370,1448.64,1443.92,1172
2021-12-22,,1343,1411.34,1406.26,1172
2021-12-23,,1406,1489.03,1486.79,1172
2021-12-24,,1355,1419.85,1415.58,1172
2021-12-25,,1286,1358.01,1355.57,1172
2021-12-26,,1302,1363.29,1357.13,1172
2021-12-27,,1349,1413,1404.6,1172
2021-12-28,,1399,1475.56,1469.49,1172
2021-12-29,,1379,1453.33,1443.39,1172
2021-12-30,,1370,1425.22,1416.82,1172
2021-12-31,,1347,1390.39,1380.91,1172
2022-01-01,,1316,1391.17,1390.17,1172
2022-01-02,,1338,1407.4,1407.4,1172
2022-01-03,,1311,1384.59,1384.46,1172
2022-01-04,,1437,1515.87,1515.87,1172
2022-01-05,,1320,1396.69,1395.67,1172
2022-01-06,,1283,1361.35,1360.32,1172
2022-01-07,,1362,1437.97,1439.13,1172
2022-01-08,,1411,1491.44,1491.44,1172
2022-01-09,,1329,1415.98,1415.98,1172
2022-01-10,,1452,1533.03,1533.03,1172
2022-01-11,,1403,1489.89,1489.88,1172
2022-01-12,,1443,1526.26,1524.09,1172
2022-01-13,,1461,1544.92,1543.88,1172
2022-01-14,,1526,1612.94,1611.93,1172
2022-01-15,,1451,1530.09,1530.09,1172
2022-01-16,,1443,1530.34,1530.34,1172
