Sexo;Comunidades y provincias;Edad (hasta 100 y más);Total
Mujeres;Cáceres;40-44;13.551
Mujeres;Cáceres;45-49;14.456
Mujeres;Cáceres;50-54;15.756
Mujeres;Cáceres;55-59;15.970
Mujeres;Cáceres;60-64;13.612
Mujeres;Cáceres;65-69;10.707
Mujeres;Cáceres;70-74;10.052
Mujeres;Cáceres;75-79;9.392
Mujeres;Cáceres;80-84;8.443
Mujeres;Cáceres;85-89;7.603
Mujeres;Cáceres;90-94;3.674
Mujeres;Cáceres;95-99;937
Mujeres;Cáceres;100 y más;177
Mujeres;GALICIA;Total;1.400.898
Mujeres;GALICIA;0-4;44.202
Mujeres;GALICIA;5-9;52.069
Mujeres;GALICIA;10-14;56.945
Mujeres;GALICIA;15-19;53.739
Mujeres;GALICIA;20-24;52.944
Mujeres;GALICIA;25-29;60.261
Mujeres;GALICIA;30-34;70.376
Mujeres;GALICIA;35-39;90.971
Mujeres;GALICIA;40-44;113.174
Mujeres;GALICIA;45-49;109.508
Mujeres;GALICIA;50-54;106.696
Mujeres;GALICIA;55-59;101.058
Mujeres;GALICIA;60-64;94.985
Mujeres;GALICIA;65-69;85.875
Mujeres;GALICIA;70-74;85.812
Mujeres;GALICIA;75-79;73.085
Mujeres;GALICIA;80-84;60.909
Mujeres;GALICIA;85-89;53.870
Mujeres;GALICIA;90-94;25.624
Mujeres;GALICIA;95-99;7.371
Mujeres;GALICIA;100 y más;1.424
Mujeres;Coruña, A;Total;583.992
Mujeres;Coruña, A;0-4;19.133
Mujeres;Coruña, A;5-9;22.121
Mujeres;Coruña, A;10-14;23.863
Mujeres;Coruña, A;15-19;22.149
Mujeres;Coruña, A;20-24;21.870
Mujeres;Coruña, A;25-29;24.748
Mujeres;Coruña, A;30-34;29.102
Mujeres;Coruña, A;35-39;38.653
Mujeres;Coruña, A;40-44;47.755
Mujeres;Coruña, A;45-49;46.692
Mujeres;Coruña, A;50-54;45.074
Mujeres;Coruña, A;55-59;42.192
Mujeres;Coruña, A;60-64;39.750
Mujeres;Coruña, A;65-69;36.028
Mujeres;Coruña, A;70-74;36.058
Mujeres;Coruña, A;75-79;30.077
Mujeres;Coruña, A;80-84;24.501
Mujeres;Coruña, A;85-89;21.274
Mujeres;Coruña, A;90-94;9.799
Mujeres;Coruña, A;95-99;2.713
Mujeres;Coruña, A;100 y más;440
Mujeres;Lugo;Total;169.061
Mujeres;Lugo;0-4;4.980
Mujeres;Lugo;5-9;5.548
Mujeres;Lugo;10-14;5.692
Mujeres;Lugo;15-19;5.593
Mujeres;Lugo;20-24;5.880
Mujeres;Lugo;25-29;7.044
Mujeres;Lugo;30-34;8.409
Mujeres;Lugo;35-39;10.375
Mujeres;Lugo;40-44;12.203
Mujeres;Lugo;45-49;12.015
Mujeres;Lugo;50-54;12.784
Mujeres;Lugo;55-59;12.763
Mujeres;Lugo;60-64;11.811
Mujeres;Lugo;65-69;10.378
Mujeres;Lugo;70-74;10.321
Mujeres;Lugo;75-79;9.949
Mujeres;Lugo;80-84;9.063
Mujeres;Lugo;85-89;8.465
Mujeres;Lugo;90-94;4.326
Mujeres;Lugo;95-99;1.240
Mujeres;Lugo;100 y más;222
Mujeres;Ourense;Total;159.505
Mujeres;Ourense;0-4;4.140
Mujeres;Ourense;5-9;4.942
Mujeres;Ourense;10-14;5.464
Mujeres;Ourense;15-19;5.356
Mujeres;Ourense;20-24;5.563
Mujeres;Ourense;25-29;6.424
Mujeres;Ourense;30-34;7.430
Mujeres;Ourense;35-39;9.074
Mujeres;Ourense;40-44;11.186
Mujeres;Ourense;45-49;10.925
Mujeres;Ourense;50-54;11.576
Mujeres;Ourense;55-59;11.679
Mujeres;Ourense;60-64;10.979
Mujeres;Ourense;65-69;10.563
Mujeres;Ourense;70-74;10.956
Mujeres;Ourense;75-79;10.327
Mujeres;Ourense;80-84;8.864
Mujeres;Ourense;85-89;8.284
Mujeres;Ourense;90-94;4.185
Mujeres;Ourense;95-99;1.301
Mujeres;Ourense;100 y más;287
Mujeres;Pontevedra;Total;488.340
Mujeres;Pontevedra;0-4;15.949
Mujeres;Pontevedra;5-9;19.458
Mujeres;Pontevedra;10-14;21.926
Mujeres;Pontevedra;15-19;20.641
Mujeres;Pontevedra;20-24;19.631
Mujeres;Pontevedra;25-29;22.045
Mujeres;Pontevedra;30-34;25.435
Mujeres;Pontevedra;35-39;32.869
Mujeres;Pontevedra;40-44;42.030
Mujeres;Pontevedra;45-49;39.876
Mujeres;Pontevedra;50-54;37.262
Mujeres;Pontevedra;55-59;34.424
Mujeres;Pontevedra;60-64;32.445
Mujeres;Pontevedra;65-69;28.906
Mujeres;Pontevedra;70-74;28.477
Mujeres;Pontevedra;75-79;22.732
Mujeres;Pontevedra;80-84;18.481
Mujeres;Pontevedra;85-89;15.847
Mujeres;Pontevedra;90-94;7.314
Mujeres;Pontevedra;95-99;2.117
Mujeres;Pontevedra;100 y más;475
Mujeres;MADRID, COMUNIDAD DE;Total;3.535.229
Mujeres;MADRID, COMUNIDAD DE;0-4;149.012
Mujeres;MADRID, COMUNIDAD DE;5-9;168.854
Mujeres;MADRID, COMUNIDAD DE;10-14;175.466
Mujeres;MADRID, COMUNIDAD DE;15-19;166.743
Mujeres;MADRID, COMUNIDAD DE;20-24;172.085
Mujeres;MADRID, COMUNIDAD DE;25-29;203.821
Mujeres;MADRID, COMUNIDAD DE;30-34;225.196
Mujeres;MADRID, COMUNIDAD DE;35-39;261.147
Mujeres;MADRID, COMUNIDAD DE;40-44;301.153
Mujeres;MADRID, COMUNIDAD DE;45-49;291.121
Mujeres;MADRID, COMUNIDAD DE;50-54;266.578
Mujeres;MADRID, COMUNIDAD DE;55-59;240.501
Mujeres;MADRID, COMUNIDAD DE;60-64;207.255
Mujeres;MADRID, COMUNIDAD DE;65-69;174.895
Mujeres;MADRID, COMUNIDAD DE;70-74;164.354
Mujeres;MADRID, COMUNIDAD DE;75-79;131.914
Mujeres;MADRID, COMUNIDAD DE;80-84;98.290
Mujeres;MADRID, COMUNIDAD DE;85-89;81.361
Mujeres;MADRID, COMUNIDAD DE;90-94;41.363
Mujeres;MADRID, COMUNIDAD DE;95-99;12.157
Mujeres;MADRID, COMUNIDAD DE;100 y más;1.963
Mujeres;MURCIA, REGIÓN DE;Total;754.332
Mujeres;MURCIA, REGIÓN DE;0-4;37.313
Mujeres;MURCIA, REGIÓN DE;5-9;41.934
Mujeres;MURCIA, REGIÓN DE;10-14;45.037
Mujeres;MURCIA, REGIÓN DE;15-19;41.766
Mujeres;MURCIA, REGIÓN DE;20-24;40.622
Mujeres;MURCIA, REGIÓN DE;25-29;42.611
Mujeres;MURCIA, REGIÓN DE;30-34;46.557
Mujeres;MURCIA, REGIÓN DE;35-39;55.770
Mujeres;MURCIA, REGIÓN DE;40-44;62.325
Mujeres;MURCIA, REGIÓN DE;45-49;59.358
Mujeres;MURCIA, REGIÓN DE;50-54;56.362
Mujeres;MURCIA, REGIÓN DE;55-59;49.697
Mujeres;MURCIA, REGIÓN DE;60-64;41.715
Mujeres;MURCIA, REGIÓN DE;65-69;34.036
Mujeres;MURCIA, REGIÓN DE;70-74;31.284
Mujeres;MURCIA, REGIÓN DE;75-79;24.819
Mujeres;MURCIA, REGIÓN DE;80-84;19.846
Mujeres;MURCIA, REGIÓN DE;85-89;15.152
Mujeres;MURCIA, REGIÓN DE;90-94;6.477
Mujeres;MURCIA, REGIÓN DE;95-99;1.452
Mujeres;MURCIA, REGIÓN DE;100 y más;199
Mujeres;NAVARRA, COMUNIDAD FORAL DE;Total;333.814
Mujeres;NAVARRA, COMUNIDAD FORAL DE;0-4;14.527
Mujeres;NAVARRA, COMUNIDAD FORAL DE;5-9;17.113
Mujeres;NAVARRA, COMUNIDAD FORAL DE;10-14;17.664
Mujeres;NAVARRA, COMUNIDAD FORAL DE;15-19;17.017
Mujeres;NAVARRA, COMUNIDAD FORAL DE;20-24;16.989
Mujeres;NAVARRA, COMUNIDAD FORAL DE;25-29;16.486
Mujeres;NAVARRA, COMUNIDAD FORAL DE;30-34;18.055
Mujeres;NAVARRA, COMUNIDAD FORAL DE;35-39;22.430
Mujeres;NAVARRA, COMUNIDAD FORAL DE;40-44;26.617
Mujeres;NAVARRA, COMUNIDAD FORAL DE;45-49;26.044
Mujeres;NAVARRA, COMUNIDAD FORAL DE;50-54;24.809
Mujeres;NAVARRA, COMUNIDAD FORAL DE;55-59;22.991
Mujeres;NAVARRA, COMUNIDAD FORAL DE;60-64;20.190
Mujeres;NAVARRA, COMUNIDAD FORAL DE;65-69;17.206
Mujeres;NAVARRA, COMUNIDAD FORAL DE;70-74;16.523
Mujeres;NAVARRA, COMUNIDAD FORAL DE;75-79;13.192
Mujeres;NAVARRA, COMUNIDAD FORAL DE;80-84;10.359
Mujeres;NAVARRA, COMUNIDAD FORAL DE;85-89;9.116
Mujeres;NAVARRA, COMUNIDAD FORAL DE;90-94;4.807
Mujeres;NAVARRA, COMUNIDAD FORAL DE;95-99;1.464
Mujeres;NAVARRA, COMUNIDAD FORAL DE;100 y más;215
Mujeres;PAÍS VASCO;Total;1.140.753
Mujeres;PAÍS VASCO;0-4;42.322
Mujeres;PAÍS VASCO;5-9;51.193
Mujeres;PAÍS VASCO;10-14;52.468
Mujeres;PAÍS VASCO;15-19;50.019
Mujeres;PAÍS VASCO;20-24;48.510
Mujeres;PAÍS VASCO;25-29;50.450
Mujeres;PAÍS VASCO;30-34;57.972
Mujeres;PAÍS VASCO;35-39;71.820
Mujeres;PAÍS VASCO;40-44;89.408
Mujeres;PAÍS VASCO;45-49;89.222
Mujeres;PAÍS VASCO;50-54;86.657
Mujeres;PAÍS VASCO;55-59;85.595
Mujeres;PAÍS VASCO;60-64;78.518
Mujeres;PAÍS VASCO;65-69;67.683
Mujeres;PAÍS VASCO;70-74;64.912
Mujeres;PAÍS VASCO;75-79;51.871
Mujeres;PAÍS VASCO;80-84;41.698
Mujeres;PAÍS VASCO;85-89;36.821
Mujeres;PAÍS VASCO;90-94;17.961
Mujeres;PAÍS VASCO;95-99;5.018
Mujeres;PAÍS VASCO;100 y más;635
Mujeres;Araba/Álava;Total;169.392
Mujeres;Araba/Álava;0-4;7.257
Mujeres;Araba/Álava;5-9;8.375
Mujeres;Araba/Álava;10-14;8.078
Mujeres;Araba/Álava;15-19;7.409
Mujeres;Araba/Álava;20-24;7.108
Mujeres;Araba/Álava;25-29;7.533
Mujeres;Araba/Álava;30-34;9.141
Mujeres;Araba/Álava;35-39;11.637
Mujeres;Araba/Álava;40-44;13.829
Mujeres;Araba/Álava;45-49;13.402
Mujeres;Araba/Álava;50-54;12.865
Mujeres;Araba/Álava;55-59;12.458
Mujeres;Araba/Álava;60-64;11.195
Mujeres;Araba/Álava;65-69;9.684
Mujeres;Araba/Álava;70-74;9.144
Mujeres;Araba/Álava;75-79;7.096
Mujeres;Araba/Álava;80-84;5.409
Mujeres;Araba/Álava;85-89;4.643
Mujeres;Araba/Álava;90-94;2.340
Mujeres;Araba/Álava;95-99;678
Mujeres;Araba/Álava;100 y más;111
Mujeres;Bizkaia;Total;599.472
Mujeres;Bizkaia;0-4;20.792
Mujeres;Bizkaia;5-9;25.606
Mujeres;Bizkaia;10-14;26.194
Mujeres;Bizkaia;15-19;25.224
Mujeres;Bizkaia;20-24;24.593
Mujeres;Bizkaia;25-29;26.203
Mujeres;Bizkaia;30-34;30.361
Mujeres;Bizkaia;35-39;37.442
Mujeres;Bizkaia;40-44;46.893
Mujeres;Bizkaia;45-49;46.960
Mujeres;Bizkaia;50-54;46.135
Mujeres;Bizkaia;55-59;46.087
Mujeres;Bizkaia;60-64;42.679
Mujeres;Bizkaia;65-69;35.999
Mujeres;Bizkaia;70-74;34.196
Mujeres;Bizkaia;75-79;27.871
Mujeres;Bizkaia;80-84;22.908
Mujeres;Bizkaia;85-89;20.421
Mujeres;Bizkaia;90-94;9.890
Mujeres;Bizkaia;95-99;2.703
Mujeres;Bizkaia;100 y más;315
Mujeres;Gipuzkoa;Total;371.889
Mujeres;Gipuzkoa;0-4;14.273
Mujeres;Gipuzkoa;5-9;17.212
Mujeres;Gipuzkoa;10-14;18.196
Mujeres;Gipuzkoa;15-19;17.386
Mujeres;Gipuzkoa;20-24;16.809
Mujeres;Gipuzkoa;25-29;16.714
Mujeres;Gipuzkoa;30-34;18.470
Mujeres;Gipuzkoa;35-39;22.741
Mujeres;Gipuzkoa;40-44;28.686
Mujeres;Gipuzkoa;45-49;28.860
Mujeres;Gipuzkoa;50-54;27.657
Mujeres;Gipuzkoa;55-59;27.050
Mujeres;Gipuzkoa;60-64;24.644
Mujeres;Gipuzkoa;65-69;22.000
Mujeres;Gipuzkoa;70-74;21.572
Mujeres;Gipuzkoa;75-79;16.904
Mujeres;Gipuzkoa;80-84;13.381
Mujeres;Gipuzkoa;85-89;11.757
Mujeres;Gipuzkoa;90-94;5.731
Mujeres;Gipuzkoa;95-99;1.637
Mujeres;Gipuzkoa;100 y más;209
Mujeres;RIOJA, LA;Total;161.954
Mujeres;RIOJA, LA;0-4;6.385
Mujeres;RIOJA, LA;5-9;7.707
Mujeres;RIOJA, LA;10-14;8.082
Mujeres;RIOJA, LA;15-19;7.635
Mujeres;RIOJA, LA;20-24;7.480
Mujeres;RIOJA, LA;25-29;7.640
Mujeres;RIOJA, LA;30-34;8.890
Mujeres;RIOJA, LA;35-39;10.681
Mujeres;RIOJA, LA;40-44;13.286
Mujeres;RIOJA, LA;45-49;12.533
Mujeres;RIOJA, LA;50-54;12.222
Mujeres;RIOJA, LA;55-59;11.553
Mujeres;RIOJA, LA;60-64;10.477
Mujeres;RIOJA, LA;65-69;8.527
Mujeres;RIOJA, LA;70-74;8.101
Mujeres;RIOJA, LA;75-79;6.791
Mujeres;RIOJA, LA;80-84;5.392
Mujeres;RIOJA, LA;85-89;5.109
Mujeres;RIOJA, LA;90-94;2.538
Mujeres;RIOJA, LA;95-99;819
Mujeres;RIOJA, LA;100 y más;106
Mujeres;Ceuta;Total;41.472
Mujeres;Ceuta;0-4;2.190
Mujeres;Ceuta;5-9;2.841
Mujeres;Ceuta;10-14;3.094
Mujeres;Ceuta;15-19;2.738
Mujeres;Ceuta;20-24;2.790
Mujeres;Ceuta;25-29;2.699
Mujeres;Ceuta;30-34;2.786
Mujeres;Ceuta;35-39;2.977
Mujeres;Ceuta;40-44;3.074
Mujeres;Ceuta;45-49;2.874
Mujeres;Ceuta;50-54;2.725
Mujeres;Ceuta;55-59;2.812
Mujeres;Ceuta;60-64;2.259
Mujeres;Ceuta;65-69;1.576
Mujeres;Ceuta;70-74;1.252
Mujeres;Ceuta;75-79;1.093
Mujeres;Ceuta;80-84;831
Mujeres;Ceuta;85-89;563
Mujeres;Ceuta;90-94;232
Mujeres;Ceuta;95-99;51
Mujeres;Ceuta;100 y más;15
Mujeres;Melilla;Total;42.903
Mujeres;Melilla;0-4;3.140
Mujeres;Melilla;5-9;3.417
Mujeres;Melilla;10-14;3.065
Mujeres;Melilla;15-19;2.896
Mujeres;Melilla;20-24;2.905
Mujeres;Melilla;25-29;2.886
Mujeres;Melilla;30-34;2.936
Mujeres;Melilla;35-39;3.145
Mujeres;Melilla;40-44;3.063
Mujeres;Melilla;45-49;2.781
Mujeres;Melilla;50-54;2.830
Mujeres;Melilla;55-59;2.544
Mujeres;Melilla;60-64;2.205
Mujeres;Melilla;65-69;1.522
Mujeres;Melilla;70-74;1.052
Mujeres;Melilla;75-79;959
Mujeres;Melilla;80-84;773
Mujeres;Melilla;85-89;492
Mujeres;Melilla;90-94;228
Mujeres;Melilla;95-99;57
Mujeres;Melilla;100 y más;7
