Sexo;Comunidades y provincias;Edad (hasta 100 y más);Total
Ambos sexos;MURCIA, REGIÓN DE;0-4;76.584
Ambos sexos;MURCIA, REGIÓN DE;5-9;86.580
Ambos sexos;MURCIA, REGIÓN DE;10-14;92.791
Ambos sexos;MURCIA, REGIÓN DE;15-19;86.911
Ambos sexos;MURCIA, REGIÓN DE;20-24;84.127
Ambos sexos;MURCIA, REGIÓN DE;25-29;88.090
Ambos sexos;MURCIA, REGIÓN DE;30-34;94.553
Ambos sexos;MURCIA, REGIÓN DE;35-39;114.417
Ambos sexos;MURCIA, REGIÓN DE;40-44;131.064
Ambos sexos;MURCIA, REGIÓN DE;45-49;123.059
Ambos sexos;MURCIA, REGIÓN DE;50-54;114.457
Ambos sexos;MURCIA, REGIÓN DE;55-59;98.780
Ambos sexos;MURCIA, REGIÓN DE;60-64;81.604
Ambos sexos;MURCIA, REGIÓN DE;65-69;65.279
Ambos sexos;MURCIA, REGIÓN DE;70-74;58.360
Ambos sexos;MURCIA, REGIÓN DE;75-79;44.517
Ambos sexos;MURCIA, REGIÓN DE;80-84;33.690
Ambos sexos;MURCIA, REGIÓN DE;85-89;24.169
Ambos sexos;MURCIA, REGIÓN DE;90-94;9.625
Ambos sexos;MURCIA, REGIÓN DE;95-99;2.038
Ambos sexos;MURCIA, REGIÓN DE;100 y más;256
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;Total;660.887
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;0-4;29.622
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;5-9;35.201
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;10-14;36.233
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;15-19;35.003
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;20-24;34.424
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;25-29;33.649
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;30-34;36.408
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;35-39;44.894
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;40-44;54.409
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;45-49;53.559
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;50-54;50.420
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;55-59;46.256
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;60-64;40.148
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;65-69;33.690
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;70-74;31.423
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;75-79;24.366
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;80-84;17.818
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;85-89;14.416
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;90-94;6.787
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;95-99;1.914
Ambos sexos;NAVARRA, COMUNIDAD FORAL DE;100 y más;247
Ambos sexos;PAÍS VASCO;Total;2.219.777
Ambos sexos;PAÍS VASCO;0-4;87.047
Ambos sexos;PAÍS VASCO;5-9;105.119
Ambos sexos;PAÍS VASCO;10-14;108.503
Ambos sexos;PAÍS VASCO;15-19;104.168
Ambos sexos;PAÍS VASCO;20-24;99.323
Ambos sexos;PAÍS VASCO;25-29;102.121
Ambos sexos;PAÍS VASCO;30-34;116.035
Ambos sexos;PAÍS VASCO;35-39;144.368
Ambos sexos;PAÍS VASCO;40-44;181.029
Ambos sexos;PAÍS VASCO;45-49;181.010
Ambos sexos;PAÍS VASCO;50-54;173.086
Ambos sexos;PAÍS VASCO;55-59;166.835
Ambos sexos;PAÍS VASCO;60-64;151.705
Ambos sexos;PAÍS VASCO;65-69;128.391
Ambos sexos;PAÍS VASCO;70-74;120.338
Ambos sexos;PAÍS VASCO;75-79;92.737
Ambos sexos;PAÍS VASCO;80-84;69.309
Ambos sexos;PAÍS VASCO;85-89;56.737
Ambos sexos;PAÍS VASCO;90-94;24.964
Ambos sexos;PAÍS VASCO;95-99;6.220
Ambos sexos;PAÍS VASCO;100 y más;732
Ambos sexos;Araba/Álava;Total;333.852
Ambos sexos;Araba/Álava;0-4;14.822
Ambos sexos;Araba/Álava;5-9;17.433
Ambos sexos;Araba/Álava;10-14;16.692
Ambos sexos;Araba/Álava;15-19;15.494
Ambos sexos;Araba/Álava;20-24;14.466
Ambos sexos;Araba/Álava;25-29;15.213
Ambos sexos;Araba/Álava;30-34;18.220
Ambos sexos;Araba/Álava;35-39;23.266
Ambos sexos;Araba/Álava;40-44;28.473
Ambos sexos;Araba/Álava;45-49;27.478
Ambos sexos;Araba/Álava;50-54;25.983
Ambos sexos;Araba/Álava;55-59;24.263
Ambos sexos;Araba/Álava;60-64;21.576
Ambos sexos;Araba/Álava;65-69;18.600
Ambos sexos;Araba/Álava;70-74;17.380
Ambos sexos;Araba/Álava;75-79;13.293
Ambos sexos;Araba/Álava;80-84;9.444
Ambos sexos;Araba/Álava;85-89;7.455
Ambos sexos;Araba/Álava;90-94;3.323
Ambos sexos;Araba/Álava;95-99;851
Ambos sexos;Araba/Álava;100 y más;127
Ambos sexos;Bizkaia;Total;1.159.046
Ambos sexos;Bizkaia;0-4;43.050
Ambos sexos;Bizkaia;5-9;52.264
Ambos sexos;Bizkaia;10-14;54.106
Ambos sexos;Bizkaia;15-19;52.809
Ambos sexos;Bizkaia;20-24;50.233
Ambos sexos;Bizkaia;25-29;53.011
Ambos sexos;Bizkaia;30-34;60.666
Ambos sexos;Bizkaia;35-39;75.564
Ambos sexos;Bizkaia;40-44;94.317
Ambos sexos;Bizkaia;45-49;94.489
Ambos sexos;Bizkaia;50-54;91.442
Ambos sexos;Bizkaia;55-59;89.481
Ambos sexos;Bizkaia;60-64;81.862
Ambos sexos;Bizkaia;65-69;67.853
Ambos sexos;Bizkaia;70-74;62.576
Ambos sexos;Bizkaia;75-79;49.056
Ambos sexos;Bizkaia;80-84;37.419
Ambos sexos;Bizkaia;85-89;31.347
Ambos sexos;Bizkaia;90-94;13.784
Ambos sexos;Bizkaia;95-99;3.355
Ambos sexos;Bizkaia;100 y más;362
Ambos sexos;Gipuzkoa;Total;726.879
Ambos sexos;Gipuzkoa;0-4;29.175
Ambos sexos;Gipuzkoa;5-9;35.422
Ambos sexos;Gipuzkoa;10-14;37.705
Ambos sexos;Gipuzkoa;15-19;35.865
Ambos sexos;Gipuzkoa;20-24;34.624
Ambos sexos;Gipuzkoa;25-29;33.897
Ambos sexos;Gipuzkoa;30-34;37.149
Ambos sexos;Gipuzkoa;35-39;45.538
Ambos sexos;Gipuzkoa;40-44;58.239
Ambos sexos;Gipuzkoa;45-49;59.043
Ambos sexos;Gipuzkoa;50-54;55.661
Ambos sexos;Gipuzkoa;55-59;53.091
Ambos sexos;Gipuzkoa;60-64;48.267
Ambos sexos;Gipuzkoa;65-69;41.938
Ambos sexos;Gipuzkoa;70-74;40.382
Ambos sexos;Gipuzkoa;75-79;30.388
Ambos sexos;Gipuzkoa;80-84;22.446
Ambos sexos;Gipuzkoa;85-89;17.935
Ambos sexos;Gipuzkoa;90-94;7.857
Ambos sexos;Gipuzkoa;95-99;2.014
Ambos sexos;Gipuzkoa;100 y más;243
Ambos sexos;RIOJA, LA;Total;319.653
Ambos sexos;RIOJA, LA;0-4;13.262
Ambos sexos;RIOJA, LA;5-9;15.819
Ambos sexos;RIOJA, LA;10-14;16.643
Ambos sexos;RIOJA, LA;15-19;15.663
Ambos sexos;RIOJA, LA;20-24;15.089
Ambos sexos;RIOJA, LA;25-29;15.336
Ambos sexos;RIOJA, LA;30-34;17.539
Ambos sexos;RIOJA, LA;35-39;21.730
Ambos sexos;RIOJA, LA;40-44;27.046
Ambos sexos;RIOJA, LA;45-49;25.862
Ambos sexos;RIOJA, LA;50-54;24.447
Ambos sexos;RIOJA, LA;55-59;23.192
Ambos sexos;RIOJA, LA;60-64;20.720
Ambos sexos;RIOJA, LA;65-69;16.985
Ambos sexos;RIOJA, LA;70-74;15.457
Ambos sexos;RIOJA, LA;75-79;12.659
Ambos sexos;RIOJA, LA;80-84;9.121
Ambos sexos;RIOJA, LA;85-89;8.160
Ambos sexos;RIOJA, LA;90-94;3.707
Ambos sexos;RIOJA, LA;95-99;1.083
Ambos sexos;RIOJA, LA;100 y más;133
Ambos sexos;Ceuta;Total;83.842
Ambos sexos;Ceuta;0-4;4.554
Ambos sexos;Ceuta;5-9;5.873
Ambos sexos;Ceuta;10-14;6.168
Ambos sexos;Ceuta;15-19;5.497
Ambos sexos;Ceuta;20-24;5.427
Ambos sexos;Ceuta;25-29;5.514
Ambos sexos;Ceuta;30-34;5.719
Ambos sexos;Ceuta;35-39;6.145
Ambos sexos;Ceuta;40-44;6.490
Ambos sexos;Ceuta;45-49;6.133
Ambos sexos;Ceuta;50-54;5.783
Ambos sexos;Ceuta;55-59;5.762
Ambos sexos;Ceuta;60-64;4.633
Ambos sexos;Ceuta;65-69;3.221
Ambos sexos;Ceuta;70-74;2.415
Ambos sexos;Ceuta;75-79;1.903
Ambos sexos;Ceuta;80-84;1.361
Ambos sexos;Ceuta;85-89;836
Ambos sexos;Ceuta;90-94;317
Ambos sexos;Ceuta;95-99;69
Ambos sexos;Ceuta;100 y más;22
Ambos sexos;Melilla;Total;87.076
Ambos sexos;Melilla;0-4;6.442
Ambos sexos;Melilla;5-9;7.026
Ambos sexos;Melilla;10-14;6.314
Ambos sexos;Melilla;15-19;5.941
Ambos sexos;Melilla;20-24;6.035
Ambos sexos;Melilla;25-29;5.960
Ambos sexos;Melilla;30-34;5.803
Ambos sexos;Melilla;35-39;6.330
Ambos sexos;Melilla;40-44;6.273
Ambos sexos;Melilla;45-49;5.729
Ambos sexos;Melilla;50-54;5.835
Ambos sexos;Melilla;55-59;5.464
Ambos sexos;Melilla;60-64;4.718
Ambos sexos;Melilla;65-69;3.109
Ambos sexos;Melilla;70-74;2.055
Ambos sexos;Melilla;75-79;1.693
Ambos sexos;Melilla;80-84;1.239
Ambos sexos;Melilla;85-89;710
Ambos sexos;Melilla;90-94;313
Ambos sexos;Melilla;95-99;74
Ambos sexos;Melilla;100 y más;13
Hombres;TOTAL ESPAÑA;Total;23.246.717
Hombres;TOTAL ESPAÑA;0-4;1.014.682
Hombres;TOTAL ESPAÑA;5-9;1.196.099
Hombres;TOTAL ESPAÑA;10-14;1.297.287
Hombres;TOTAL ESPAÑA;15-19;1.231.826
Hombres;TOTAL ESPAÑA;20-24;1.207.414
Hombres;TOTAL ESPAÑA;25-29;1.307.816
Hombres;TOTAL ESPAÑA;30-34;1.421.091
Hombres;TOTAL ESPAÑA;35-39;1.701.586
Hombres;TOTAL ESPAÑA;40-44;2.023.778
Hombres;TOTAL ESPAÑA;45-49;1.968.206
Hombres;TOTAL ESPAÑA;50-54;1.827.653
Hombres;TOTAL ESPAÑA;55-59;1.652.279
Hombres;TOTAL ESPAÑA;60-64;1.409.825
Hombres;TOTAL ESPAÑA;65-69;1.153.582
Hombres;TOTAL ESPAÑA;70-74;1.020.339
Hombres;TOTAL ESPAÑA;75-79;773.731
Hombres;TOTAL ESPAÑA;80-84;513.661
Hombres;TOTAL ESPAÑA;85-89;361.725
Hombres;TOTAL ESPAÑA;90-94;133.052
Hombres;TOTAL ESPAÑA;95-99;27.313
Hombres;TOTAL ESPAÑA;100 y más;3.772
Hombres;ANDALUCÍA;Total;4.168.872
Hombres;ANDALUCÍA;0-4;191.431
Hombres;ANDALUCÍA;5-9;226.394
Hombres;ANDALUCÍA;10-14;253.423
Hombres;ANDALUCÍA;15-19;235.797
Hombres;ANDALUCÍA;20-24;229.230
Hombres;ANDALUCÍA;25-29;247.691
Hombres;ANDALUCÍA;30-34;262.884
Hombres;ANDALUCÍA;35-39;310.261
Hombres;ANDALUCÍA;40-44;355.530
Hombres;ANDALUCÍA;45-49;342.550
Hombres;ANDALUCÍA;50-54;328.062
Hombres;ANDALUCÍA;55-59;296.319
Hombres;ANDALUCÍA;60-64;247.554
Hombres;ANDALUCÍA;65-69;195.269
Hombres;ANDALUCÍA;70-74;169.193
Hombres;ANDALUCÍA;75-79;125.485
Hombres;ANDALUCÍA;80-84;80.386
Hombres;ANDALUCÍA;85-89;50.841
Hombres;ANDALUCÍA;90-94;16.748
Hombres;ANDALUCÍA;95-99;3.132
Hombres;ANDALUCÍA;100 y más;692
Hombres;Almería;Total;371.283
Hombres;Almería;0-4;19.628
Hombres;Almería;5-9;21.268
Hombres;Almería;10-14;21.853
Hombres;Almería;15-19;20.103
Hombres;Almería;20-24;21.782
Hombres;Almería;25-29;24.435
Hombres;Almería;30-34;26.913
Hombres;Almería;35-39;30.915
Hombres;Almería;40-44;34.209
Hombres;Almería;45-49;30.076
Hombres;Almería;50-54;27.260
Hombres;Almería;55-59;23.761
Hombres;Almería;60-64;20.030
Hombres;Almería;65-69;15.894
Hombres;Almería;70-74;13.116
Hombres;Almería;75-79;9.036
Hombres;Almería;80-84;5.712
Hombres;Almería;85-89;3.688
Hombres;Almería;90-94;1.289
Hombres;Almería;95-99;255
Hombres;Almería;100 y más;60
Hombres;Cádiz;Total;613.530
Hombres;Cádiz;0-4;27.910
Hombres;Cádiz;5-9;33.259
Hombres;Cádiz;10-14;38.659
Hombres;Cádiz;15-19;36.013
Hombres;Cádiz;20-24;32.960
Hombres;Cádiz;25-29;34.941
Hombres;Cádiz;30-34;37.859
Hombres;Cádiz;35-39;44.864
Hombres;Cádiz;40-44;52.117
Hombres;Cádiz;45-49;51.730
Hombres;Cádiz;50-54;49.228
Hombres;Cádiz;55-59;44.147
Hombres;Cádiz;60-64;37.746
Hombres;Cádiz;65-69;29.660
Hombres;Cádiz;70-74;25.025
Hombres;Cádiz;75-79;17.882
Hombres;Cádiz;80-84;10.787
Hombres;Cádiz;85-89;6.503
Hombres;Cádiz;90-94;1.879
Hombres;Cádiz;95-99;313
Hombres;Cádiz;100 y más;48
Hombres;Córdoba;Total;382.697
Hombres;Córdoba;0-4;16.484
Hombres;Córdoba;5-9;19.327
Hombres;Córdoba;10-14;21.967
Hombres;Córdoba;15-19;21.396
Hombres;Córdoba;20-24;21.554
Hombres;Córdoba;25-29;23.333
Hombres;Córdoba;30-34;23.858
Hombres;Córdoba;35-39;26.468
Hombres;Córdoba;40-44;29.628
Hombres;Córdoba;45-49;29.149
Hombres;Córdoba;50-54;30.543
Hombres;Córdoba;55-59;29.280
Hombres;Córdoba;60-64;24.554
Hombres;Córdoba;65-69;18.655
Hombres;Córdoba;70-74;15.853
Hombres;Córdoba;75-79;12.622
Hombres;Córdoba;80-84;8.852
Hombres;Córdoba;85-89;6.331
Hombres;Córdoba;90-94;2.352
Hombres;Córdoba;95-99;423
Hombres;Córdoba;100 y más;68
Hombres;Granada;Total;452.506
Hombres;Granada;0-4;20.089
Hombres;Granada;5-9;23.286
Hombres;Granada;10-14;26.467
Hombres;Granada;15-19;25.615
Hombres;Granada;20-24;25.691
Hombres;Granada;25-29;27.652
Hombres;Granada;30-34;28.786
Hombres;Granada;35-39;33.092
Hombres;Granada;40-44;37.069
Hombres;Granada;45-49;35.755
Hombres;Granada;50-54;35.723
Hombres;Granada;55-59;32.888
Hombres;Granada;60-64;27.938
Hombres;Granada;65-69;21.355
Hombres;Granada;70-74;18.293
Hombres;Granada;75-79;13.947
Hombres;Granada;80-84;9.535
Hombres;Granada;85-89;6.653
Hombres;Granada;90-94;2.189
Hombres;Granada;95-99;404
Hombres;Granada;100 y más;79
Hombres;Huelva;Total;259.198
Hombres;Huelva;0-4;11.462
Hombres;Huelva;5-9;13.917
Hombres;Huelva;10-14;15.598
Hombres;Huelva;15-19;14.279
Hombres;Huelva;20-24;14.196
Hombres;Huelva;25-29;15.743
Hombres;Huelva;30-34;16.832
Hombres;Huelva;35-39;19.974
Hombres;Huelva;40-44;23.161
Hombres;Huelva;45-49;21.679
Hombres;Huelva;50-54;20.408
Hombres;Huelva;55-59;17.718
Hombres;Huelva;60-64;15.159
Hombres;Huelva;65-69;11.918
Hombres;Huelva;70-74;10.496
Hombres;Huelva;75-79;7.718
Hombres;Huelva;80-84;4.759
Hombres;Huelva;85-89;3.072
Hombres;Huelva;90-94;893
Hombres;Huelva;95-99;181
Hombres;Huelva;100 y más;35
Hombres;Jaén;Total;311.974
Hombres;Jaén;0-4;12.197
Hombres;Jaén;5-9;14.807
Hombres;Jaén;10-14;17.063
Hombres;Jaén;15-19;17.427
Hombres;Jaén;20-24;18.564
Hombres;Jaén;25-29;20.077
Hombres;Jaén;30-34;19.603
Hombres;Jaén;35-39;21.159
Hombres;Jaén;40-44;23.376
Hombres;Jaén;45-49;23.971
Hombres;Jaén;50-54;25.214
Hombres;Jaén;55-59;24.782
Hombres;Jaén;60-64;20.442
Hombres;Jaén;65-69;14.926
Hombres;Jaén;70-74;12.419
Hombres;Jaén;75-79;9.974
Hombres;Jaén;80-84;7.642
Hombres;Jaén;85-89;5.775
Hombres;Jaén;90-94;2.128
Hombres;Jaén;95-99;387
Hombres;Jaén;100 y más;41
Hombres;Málaga;Total;825.388
Hombres;Málaga;0-4;37.750
Hombres;Málaga;5-9;45.597
Hombres;Málaga;10-14;49.973
Hombres;Málaga;15-19;45.683
Hombres;Málaga;20-24;42.939
Hombres;Málaga;25-29;45.716
Hombres;Málaga;30-34;51.085
Hombres;Málaga;35-39;62.750
Hombres;Málaga;40-44;71.860
Hombres;Málaga;45-49;69.710
Hombres;Málaga;50-54;64.479
Hombres;Málaga;55-59;57.768
Hombres;Málaga;60-64;48.292
Hombres;Málaga;65-69;40.059
Hombres;Málaga;70-74;36.836
Hombres;Málaga;75-79;26.178
Hombres;Málaga;80-84;16.148
Hombres;Málaga;85-89;8.869
Hombres;Málaga;90-94;2.885
Hombres;Málaga;95-99;582
Hombres;Málaga;100 y más;229
Hombres;Sevilla;Total;952.296
Hombres;Sevilla;0-4;45.911
Hombres;Sevilla;5-9;54.933
Hombres;Sevilla;10-14;61.843
Hombres;Sevilla;15-19;55.281
Hombres;Sevilla;20-24;51.544
Hombres;Sevilla;25-29;55.794
Hombres;Sevilla;30-34;57.948
Hombres;Sevilla;35-39;71.039
Hombres;Sevilla;40-44;84.110
Hombres;Sevilla;45-49;80.480
Hombres;Sevilla;50-54;75.207
Hombres;Sevilla;55-59;65.975
Hombres;Sevilla;60-64;53.393
Hombres;Sevilla;65-69;42.802
Hombres;Sevilla;70-74;37.155
Hombres;Sevilla;75-79;28.128
Hombres;Sevilla;80-84;16.951
Hombres;Sevilla;85-89;9.950
Hombres;Sevilla;90-94;3.133
Hombres;Sevilla;95-99;587
Hombres;Sevilla;100 y más;132
Hombres;ARAGÓN;Total;655.734
Hombres;ARAGÓN;0-4;27.664
Hombres;ARAGÓN;5-9;32.288
Hombres;ARAGÓN;10-14;34.387
Hombres;ARAGÓN;15-19;32.956
Hombres;ARAGÓN;20-24;32.782
Hombres;ARAGÓN;25-29;34.009
Hombres;ARAGÓN;30-34;38.147
Hombres;ARAGÓN;35-39;45.509
Hombres;ARAGÓN;40-44;55.307
Hombres;ARAGÓN;45-49;54.813
Hombres;ARAGÓN;50-54;51.351
Hombres;ARAGÓN;55-59;48.549
Hombres;ARAGÓN;60-64;42.369
Hombres;ARAGÓN;65-69;34.132
Hombres;ARAGÓN;70-74;30.699
Hombres;ARAGÓN;75-79;23.862
Hombres;ARAGÓN;80-84;16.823
Hombres;ARAGÓN;85-89;13.433
Hombres;ARAGÓN;90-94;5.335
Hombres;ARAGÓN;95-99;1.211
Hombres;ARAGÓN;100 y más;108
Hombres;Huesca;Total;112.353
Hombres;Huesca;0-4;4.653
Hombres;Huesca;5-9;5.152
Hombres;Huesca;10-14;5.588
Hombres;Huesca;15-19;5.298
Hombres;Huesca;20-24;5.681
Hombres;Huesca;25-29;5.749
Hombres;Huesca;30-34;6.487
Hombres;Huesca;35-39;7.794
Hombres;Huesca;40-44;9.350
Hombres;Huesca;45-49;9.054
Hombres;Huesca;50-54;8.814
Hombres;Huesca;55-59;8.550
Hombres;Huesca;60-64;7.587
Hombres;Huesca;65-69;6.012
Hombres;Huesca;70-74;5.398
Hombres;Huesca;75-79;3.982
Hombres;Huesca;80-84;3.178
Hombres;Huesca;85-89;2.592
Hombres;Huesca;90-94;1.131
Hombres;Huesca;95-99;276
Hombres;Huesca;100 y más;27
Hombres;Teruel;Total;67.923
Hombres;Teruel;0-4;2.543
Hombres;Teruel;5-9;3.084
Hombres;Teruel;10-14;3.147
Hombres;Teruel;15-19;3.210
Hombres;Teruel;20-24;3.249
Hombres;Teruel;25-29;3.515
Hombres;Teruel;30-34;3.881
Hombres;Teruel;35-39;4.505
Hombres;Teruel;40-44;5.099
Hombres;Teruel;45-49;5.146
Hombres;Teruel;50-54;5.318
Hombres;Teruel;55-59;5.505
Hombres;Teruel;60-64;4.922
Hombres;Teruel;65-69;3.805
Hombres;Teruel;70-74;3.222
Hombres;Teruel;75-79;2.599
Hombres;Teruel;80-84;2.086
Hombres;Teruel;85-89;1.989
Hombres;Teruel;90-94;885
Hombres;Teruel;95-99;192
Hombres;Teruel;100 y más;21
Hombres;Zaragoza;Total;475.458
Hombres;Zaragoza;0-4;20.468
Hombres;Zaragoza;5-9;24.052
Hombres;Zaragoza;10-14;25.652
Hombres;Zaragoza;15-19;24.448
Hombres;Zaragoza;20-24;23.852
Hombres;Zaragoza;25-29;24.745
Hombres;Zaragoza;30-34;27.779
Hombres;Zaragoza;35-39;33.210
Hombres;Zaragoza;40-44;40.858
Hombres;Zaragoza;45-49;40.613
Hombres;Zaragoza;50-54;37.219
Hombres;Zaragoza;55-59;34.494
Hombres;Zaragoza;60-64;29.860
Hombres;Zaragoza;65-69;24.315
Hombres;Zaragoza;70-74;22.079
Hombres;Zaragoza;75-79;17.281
Hombres;Zaragoza;80-84;11.559
Hombres;Zaragoza;85-89;8.852
Hombres;Zaragoza;90-94;3.319
Hombres;Zaragoza;95-99;743
Hombres;Zaragoza;100 y más;60
Hombres;ASTURIAS, PRINCIPADO DE;Total;486.031
Hombres;ASTURIAS, PRINCIPADO DE;0-4;15.566
Hombres;ASTURIAS, PRINCIPADO DE;5-9;19.331
Hombres;ASTURIAS, PRINCIPADO DE;10-14;21.376
Hombres;ASTURIAS, PRINCIPADO DE;15-19;20.283
Hombres;ASTURIAS, PRINCIPADO DE;20-24;19.723
Hombres;ASTURIAS, PRINCIPADO DE;25-29;20.598
Hombres;ASTURIAS, PRINCIPADO DE;30-34;24.894
Hombres;ASTURIAS, PRINCIPADO DE;35-39;32.263
Hombres;ASTURIAS, PRINCIPADO DE;40-44;41.735
Hombres;ASTURIAS, PRINCIPADO DE;45-49;41.452
Hombres;ASTURIAS, PRINCIPADO DE;50-54;39.636
Hombres;ASTURIAS, PRINCIPADO DE;55-59;39.725
Hombres;ASTURIAS, PRINCIPADO DE;60-64;37.989
Hombres;ASTURIAS, PRINCIPADO DE;65-69;32.729
Hombres;ASTURIAS, PRINCIPADO DE;70-74;28.591
Hombres;ASTURIAS, PRINCIPADO DE;75-79;19.859
Hombres;ASTURIAS, PRINCIPADO DE;80-84;14.133
Hombres;ASTURIAS, PRINCIPADO DE;85-89;11.203
Hombres;ASTURIAS, PRINCIPADO DE;90-94;4.010
Hombres;ASTURIAS, PRINCIPADO DE;95-99;817
Hombres;ASTURIAS, PRINCIPADO DE;100 y más;118
Hombres;BALEARS, ILLES;Total;584.094
Hombres;BALEARS, ILLES;0-4;26.831
Hombres;BALEARS, ILLES;5-9;30.213
Hombres;BALEARS, ILLES;10-14;31.982
Hombres;BALEARS, ILLES;15-19;30.223
Hombres;BALEARS, ILLES;20-24;31.706
Hombres;BALEARS, ILLES;25-29;37.881
Hombres;BALEARS, ILLES;30-34;42.794
Hombres;BALEARS, ILLES;35-39;49.339
Hombres;BALEARS, ILLES;40-44;54.898
Hombres;BALEARS, ILLES;45-49;52.161
Hombres;BALEARS, ILLES;50-54;45.081
Hombres;BALEARS, ILLES;55-59;38.348
Hombres;BALEARS, ILLES;60-64;31.152
Hombres;BALEARS, ILLES;65-69;25.787
Hombres;BALEARS, ILLES;70-74;21.911
Hombres;BALEARS, ILLES;75-79;15.496
Hombres;BALEARS, ILLES;80-84;9.611
Hombres;BALEARS, ILLES;85-89;6.003
Hombres;BALEARS, ILLES;90-94;2.150
Hombres;BALEARS, ILLES;95-99;469
Hombres;BALEARS, ILLES;100 y más;58
Hombres;CANARIAS;Total;1.075.496
Hombres;CANARIAS;0-4;39.880
Hombres;CANARIAS;5-9;48.143
Hombres;CANARIAS;10-14;56.414
Hombres;CANARIAS;15-19;58.092
Hombres;CANARIAS;20-24;59.071
Hombres;CANARIAS;25-29;66.901
Hombres;CANARIAS;30-34;72.028
Hombres;CANARIAS;35-39;82.663
Hombres;CANARIAS;40-44;95.722
Hombres;CANARIAS;45-49;101.399
Hombres;CANARIAS;50-54;93.128
Hombres;CANARIAS;55-59;81.875
Hombres;CANARIAS;60-64;63.404
Hombres;CANARIAS;65-69;51.312
Hombres;CANARIAS;70-74;41.285
Hombres;CANARIAS;75-79;30.364
Hombres;CANARIAS;80-84;18.151
Hombres;CANARIAS;85-89;11.186
Hombres;CANARIAS;90-94;3.505
Hombres;CANARIAS;95-99;730
Hombres;CANARIAS;100 y más;243
Hombres;Palmas, Las;Total;562.159
Hombres;Palmas, Las;0-4;20.634
Hombres;Palmas, Las;5-9;25.308
Hombres;Palmas, Las;10-14;29.607
Hombres;Palmas, Las;15-19;31.233
Hombres;Palmas, Las;20-24;31.337
Hombres;Palmas, Las;25-29;35.218
Hombres;Palmas, Las;30-34;37.987
Hombres;Palmas, Las;35-39;43.167
Hombres;Palmas, Las;40-44;49.788
Hombres;Palmas, Las;45-49;53.868
Hombres;Palmas, Las;50-54;49.742
Hombres;Palmas, Las;55-59;43.299
Hombres;Palmas, Las;60-64;32.809
Hombres;Palmas, Las;65-69;26.404
Hombres;Palmas, Las;70-74;20.774
Hombres;Palmas, Las;75-79;14.722
Hombres;Palmas, Las;80-84;8.843
Hombres;Palmas, Las;85-89;5.329
Hombres;Palmas, Las;90-94;1.669
Hombres;Palmas, Las;95-99;355
Hombres;Palmas, Las;100 y más;66
Hombres;Santa Cruz de Tenerife;Total;513.337
Hombres;Santa Cruz de Tenerife;0-4;19.246
Hombres;Santa Cruz de Tenerife;5-9;22.835
Hombres;Santa Cruz de Tenerife;10-14;26.807
Hombres;Santa Cruz de Tenerife;15-19;26.859
Hombres;Santa Cruz de Tenerife;20-24;27.734
Hombres;Santa Cruz de Tenerife;25-29;31.683
Hombres;Santa Cruz de Tenerife;30-34;34.041
Hombres;Santa Cruz de Tenerife;35-39;39.496
Hombres;Santa Cruz de Tenerife;40-44;45.934
Hombres;Santa Cruz de Tenerife;45-49;47.531
Hombres;Santa Cruz de Tenerife;50-54;43.386
Hombres;Santa Cruz de Tenerife;55-59;38.576
Hombres;Santa Cruz de Tenerife;60-64;30.595
Hombres;Santa Cruz de Tenerife;65-69;24.908
Hombres;Santa Cruz de Tenerife;70-74;20.511
Hombres;Santa Cruz de Tenerife;75-79;15.642
Hombres;Santa Cruz de Tenerife;80-84;9.308
Hombres;Santa Cruz de Tenerife;85-89;5.857
Hombres;Santa Cruz de Tenerife;90-94;1.836
Hombres;Santa Cruz de Tenerife;95-99;375
Hombres;Santa Cruz de Tenerife;100 y más;177
Hombres;CANTABRIA;Total;282.517
Hombres;CANTABRIA;0-4;10.537
Hombres;CANTABRIA;5-9;13.534
Hombres;CANTABRIA;10-14;14.802
Hombres;CANTABRIA;15-19;13.667
Hombres;CANTABRIA;20-24;12.661
Hombres;CANTABRIA;25-29;13.357
Hombres;CANTABRIA;30-34;15.046
Hombres;CANTABRIA;35-39;20.032
