Sexo;Comunidades y ciudades autónomas;Edad (año a año);Total
Hombre;Cantabria;96 años;1
Hombre;Cantabria;97 años;13
Hombre;Cantabria;98 años;..
Hombre;Cantabria;99 años;3
Hombre;Cantabria;100 y más años;..
Hombre;Castilla y León;Total;23.026
Hombre;Castilla y León;0 años;1
Hombre;Castilla y León;1 año;4
Hombre;Castilla y León;2 años;..
Hombre;Castilla y León;3 años;8
Hombre;Castilla y León;4 años;5
Hombre;Castilla y León;5 años;1
Hombre;Castilla y León;6 años;..
Hombre;Castilla y León;7 años;..
Hombre;Castilla y León;8 años;..
Hombre;Castilla y León;9 años;..
Hombre;Castilla y León;10 años;4
Hombre;Castilla y León;11 años;7
Hombre;Castilla y León;12 años;1
Hombre;Castilla y León;13 años;1
Hombre;Castilla y León;14 años;10
Hombre;Castilla y León;15 años;6
Hombre;Castilla y León;16 años;6
Hombre;Castilla y León;17 años;6
Hombre;Castilla y León;18 años;44
Hombre;Castilla y León;19 años;35
Hombre;Castilla y León;20 años;110
Hombre;Castilla y León;21 años;319
Hombre;Castilla y León;22 años;317
Hombre;Castilla y León;23 años;244
Hombre;Castilla y León;24 años;246
Hombre;Castilla y León;25 años;421
Hombre;Castilla y León;26 años;241
Hombre;Castilla y León;27 años;287
Hombre;Castilla y León;28 años;360
Hombre;Castilla y León;29 años;311
Hombre;Castilla y León;30 años;497
Hombre;Castilla y León;31 años;355
Hombre;Castilla y León;32 años;396
Hombre;Castilla y León;33 años;410
Hombre;Castilla y León;34 años;348
Hombre;Castilla y León;35 años;330
Hombre;Castilla y León;36 años;278
Hombre;Castilla y León;37 años;308
Hombre;Castilla y León;38 años;359
Hombre;Castilla y León;39 años;380
Hombre;Castilla y León;40 años;299
Hombre;Castilla y León;41 años;323
Hombre;Castilla y León;42 años;228
Hombre;Castilla y León;43 años;192
Hombre;Castilla y León;44 años;226
Hombre;Castilla y León;45 años;194
Hombre;Castilla y León;46 años;221
Hombre;Castilla y León;47 años;99
Hombre;Castilla y León;48 años;125
Hombre;Castilla y León;49 años;102
Hombre;Castilla y León;50 años;252
Hombre;Castilla y León;51 años;129
Hombre;Castilla y León;52 años;188
Hombre;Castilla y León;53 años;191
Hombre;Castilla y León;54 años;189
Hombre;Castilla y León;55 años;172
Hombre;Castilla y León;56 años;215
Hombre;Castilla y León;57 años;229
Hombre;Castilla y León;58 años;143
Hombre;Castilla y León;59 años;159
Hombre;Castilla y León;60 años;141
Hombre;Castilla y León;61 años;140
Hombre;Castilla y León;62 años;185
Hombre;Castilla y León;63 años;194
Hombre;Castilla y León;64 años;138
Hombre;Castilla y León;65 años;110
Hombre;Castilla y León;66 años;96
Hombre;Castilla y León;67 años;174
Hombre;Castilla y León;68 años;171
Hombre;Castilla y León;69 años;173
Hombre;Castilla y León;70 años;280
Hombre;Castilla y León;71 años;180
Hombre;Castilla y León;72 años;155
Hombre;Castilla y León;73 años;254
Hombre;Castilla y León;74 años;238
Hombre;Castilla y León;75 años;347
Hombre;Castilla y León;76 años;318
Hombre;Castilla y León;77 años;440
Hombre;Castilla y León;78 años;526
Hombre;Castilla y León;79 años;473
Hombre;Castilla y León;80 años;415
Hombre;Castilla y León;81 años;463
Hombre;Castilla y León;82 años;632
Hombre;Castilla y León;83 años;557
Hombre;Castilla y León;84 años;758
Hombre;Castilla y León;85 años;659
Hombre;Castilla y León;86 años;507
Hombre;Castilla y León;87 años;572
Hombre;Castilla y León;88 años;680
Hombre;Castilla y León;89 años;605
Hombre;Castilla y León;90 años;445
Hombre;Castilla y León;91 años;331
Hombre;Castilla y León;92 años;314
Hombre;Castilla y León;93 años;191
Hombre;Castilla y León;94 años;145
Hombre;Castilla y León;95 años;98
Hombre;Castilla y León;96 años;128
Hombre;Castilla y León;97 años;54
Hombre;Castilla y León;98 años;73
Hombre;Castilla y León;99 años;51
Hombre;Castilla y León;100 y más años;77
Hombre;Castilla - La Mancha;Total;11.940
Hombre;Castilla - La Mancha;0 años;2
Hombre;Castilla - La Mancha;1 año;5
Hombre;Castilla - La Mancha;2 años;1
Hombre;Castilla - La Mancha;3 años;2
Hombre;Castilla - La Mancha;4 años;1
Hombre;Castilla - La Mancha;5 años;..
Hombre;Castilla - La Mancha;6 años;2
Hombre;Castilla - La Mancha;7 años;..
Hombre;Castilla - La Mancha;8 años;2
Hombre;Castilla - La Mancha;9 años;1
Hombre;Castilla - La Mancha;10 años;1
Hombre;Castilla - La Mancha;11 años;..
Hombre;Castilla - La Mancha;12 años;3
Hombre;Castilla - La Mancha;13 años;7
Hombre;Castilla - La Mancha;14 años;6
Hombre;Castilla - La Mancha;15 años;10
Hombre;Castilla - La Mancha;16 años;15
Hombre;Castilla - La Mancha;17 años;11
Hombre;Castilla - La Mancha;18 años;13
Hombre;Castilla - La Mancha;19 años;14
Hombre;Castilla - La Mancha;20 años;3
Hombre;Castilla - La Mancha;21 años;50
Hombre;Castilla - La Mancha;22 años;75
Hombre;Castilla - La Mancha;23 años;42
Hombre;Castilla - La Mancha;24 años;61
Hombre;Castilla - La Mancha;25 años;131
Hombre;Castilla - La Mancha;26 años;88
Hombre;Castilla - La Mancha;27 años;88
Hombre;Castilla - La Mancha;28 años;148
Hombre;Castilla - La Mancha;29 años;116
Hombre;Castilla - La Mancha;30 años;74
Hombre;Castilla - La Mancha;31 años;84
Hombre;Castilla - La Mancha;32 años;152
Hombre;Castilla - La Mancha;33 años;110
Hombre;Castilla - La Mancha;34 años;85
Hombre;Castilla - La Mancha;35 años;123
Hombre;Castilla - La Mancha;36 años;96
Hombre;Castilla - La Mancha;37 años;139
Hombre;Castilla - La Mancha;38 años;25
Hombre;Castilla - La Mancha;39 años;85
Hombre;Castilla - La Mancha;40 años;99
Hombre;Castilla - La Mancha;41 años;55
Hombre;Castilla - La Mancha;42 años;77
Hombre;Castilla - La Mancha;43 años;97
Hombre;Castilla - La Mancha;44 años;148
Hombre;Castilla - La Mancha;45 años;71
Hombre;Castilla - La Mancha;46 años;101
Hombre;Castilla - La Mancha;47 años;68
Hombre;Castilla - La Mancha;48 años;76
Hombre;Castilla - La Mancha;49 años;108
Hombre;Castilla - La Mancha;50 años;147
Hombre;Castilla - La Mancha;51 años;90
Hombre;Castilla - La Mancha;52 años;68
Hombre;Castilla - La Mancha;53 años;169
Hombre;Castilla - La Mancha;54 años;62
Hombre;Castilla - La Mancha;55 años;123
Hombre;Castilla - La Mancha;56 años;71
Hombre;Castilla - La Mancha;57 años;75
Hombre;Castilla - La Mancha;58 años;149
Hombre;Castilla - La Mancha;59 años;65
Hombre;Castilla - La Mancha;60 años;69
Hombre;Castilla - La Mancha;61 años;64
Hombre;Castilla - La Mancha;62 años;107
Hombre;Castilla - La Mancha;63 años;108
Hombre;Castilla - La Mancha;64 años;116
Hombre;Castilla - La Mancha;65 años;103
Hombre;Castilla - La Mancha;66 años;178
Hombre;Castilla - La Mancha;67 años;95
Hombre;Castilla - La Mancha;68 años;105
Hombre;Castilla - La Mancha;69 años;93
Hombre;Castilla - La Mancha;70 años;119
Hombre;Castilla - La Mancha;71 años;191
Hombre;Castilla - La Mancha;72 años;101
Hombre;Castilla - La Mancha;73 años;122
Hombre;Castilla - La Mancha;74 años;127
Hombre;Castilla - La Mancha;75 años;190
Hombre;Castilla - La Mancha;76 años;232
Hombre;Castilla - La Mancha;77 años;275
Hombre;Castilla - La Mancha;78 años;280
Hombre;Castilla - La Mancha;79 años;264
Hombre;Castilla - La Mancha;80 años;318
Hombre;Castilla - La Mancha;81 años;340
Hombre;Castilla - La Mancha;82 años;419
Hombre;Castilla - La Mancha;83 años;456
Hombre;Castilla - La Mancha;84 años;479
Hombre;Castilla - La Mancha;85 años;422
Hombre;Castilla - La Mancha;86 años;557
Hombre;Castilla - La Mancha;87 años;416
Hombre;Castilla - La Mancha;88 años;357
Hombre;Castilla - La Mancha;89 años;410
Hombre;Castilla - La Mancha;90 años;284
Hombre;Castilla - La Mancha;91 años;218
Hombre;Castilla - La Mancha;92 años;111
Hombre;Castilla - La Mancha;93 años;129
Hombre;Castilla - La Mancha;94 años;80
Hombre;Castilla - La Mancha;95 años;73
Hombre;Castilla - La Mancha;96 años;42
Hombre;Castilla - La Mancha;97 años;36
Hombre;Castilla - La Mancha;98 años;16
Hombre;Castilla - La Mancha;99 años;21
Hombre;Castilla - La Mancha;100 y más años;26
Hombre;Cataluña;Total;31.528
Hombre;Cataluña;0 años;13
Hombre;Cataluña;1 año;17
Hombre;Cataluña;2 años;23
Hombre;Cataluña;3 años;19
Hombre;Cataluña;4 años;14
Hombre;Cataluña;5 años;12
Hombre;Cataluña;6 años;22
Hombre;Cataluña;7 años;18
Hombre;Cataluña;8 años;34
Hombre;Cataluña;9 años;35
Hombre;Cataluña;10 años;42
Hombre;Cataluña;11 años;49
Hombre;Cataluña;12 años;29
Hombre;Cataluña;13 años;50
Hombre;Cataluña;14 años;74
Hombre;Cataluña;15 años;75
Hombre;Cataluña;16 años;100
Hombre;Cataluña;17 años;68
Hombre;Cataluña;18 años;137
Hombre;Cataluña;19 años;176
Hombre;Cataluña;20 años;234
Hombre;Cataluña;21 años;157
Hombre;Cataluña;22 años;308
Hombre;Cataluña;23 años;446
Hombre;Cataluña;24 años;397
Hombre;Cataluña;25 años;315
Hombre;Cataluña;26 años;517
Hombre;Cataluña;27 años;724
Hombre;Cataluña;28 años;363
Hombre;Cataluña;29 años;410
Hombre;Cataluña;30 años;541
Hombre;Cataluña;31 años;571
Hombre;Cataluña;32 años;557
Hombre;Cataluña;33 años;565
Hombre;Cataluña;34 años;316
Hombre;Cataluña;35 años;401
Hombre;Cataluña;36 años;370
Hombre;Cataluña;37 años;314
Hombre;Cataluña;38 años;533
Hombre;Cataluña;39 años;507
Hombre;Cataluña;40 años;455
Hombre;Cataluña;41 años;371
Hombre;Cataluña;42 años;424
Hombre;Cataluña;43 años;566
Hombre;Cataluña;44 años;547
Hombre;Cataluña;45 años;523
Hombre;Cataluña;46 años;280
Hombre;Cataluña;47 años;533
Hombre;Cataluña;48 años;372
Hombre;Cataluña;49 años;336
Hombre;Cataluña;50 años;338
Hombre;Cataluña;51 años;277
Hombre;Cataluña;52 años;334
Hombre;Cataluña;53 años;327
Hombre;Cataluña;54 años;210
Hombre;Cataluña;55 años;430
Hombre;Cataluña;56 años;224
Hombre;Cataluña;57 años;241
Hombre;Cataluña;58 años;211
Hombre;Cataluña;59 años;199
Hombre;Cataluña;60 años;237
Hombre;Cataluña;61 años;216
Hombre;Cataluña;62 años;349
Hombre;Cataluña;63 años;233
Hombre;Cataluña;64 años;239
Hombre;Cataluña;65 años;202
Hombre;Cataluña;66 años;288
Hombre;Cataluña;67 años;306
Hombre;Cataluña;68 años;190
Hombre;Cataluña;69 años;239
Hombre;Cataluña;70 años;196
Hombre;Cataluña;71 años;395
Hombre;Cataluña;72 años;203
Hombre;Cataluña;73 años;234
Hombre;Cataluña;74 años;270
Hombre;Cataluña;75 años;435
Hombre;Cataluña;76 años;384
Hombre;Cataluña;77 años;464
Hombre;Cataluña;78 años;463
Hombre;Cataluña;79 años;518
Hombre;Cataluña;80 años;579
Hombre;Cataluña;81 años;612
Hombre;Cataluña;82 años;732
Hombre;Cataluña;83 años;632
Hombre;Cataluña;84 años;591
Hombre;Cataluña;85 años;725
Hombre;Cataluña;86 años;775
Hombre;Cataluña;87 años;651
Hombre;Cataluña;88 años;716
Hombre;Cataluña;89 años;555
Hombre;Cataluña;90 años;445
Hombre;Cataluña;91 años;433
Hombre;Cataluña;92 años;241
Hombre;Cataluña;93 años;254
Hombre;Cataluña;94 años;192
Hombre;Cataluña;95 años;137
Hombre;Cataluña;96 años;131
Hombre;Cataluña;97 años;100
Hombre;Cataluña;98 años;106
Hombre;Cataluña;99 años;47
Hombre;Cataluña;100 y más años;63
Hombre;Comunitat Valenciana;Total;17.381
Hombre;Comunitat Valenciana;0 años;12
Hombre;Comunitat Valenciana;1 año;2
Hombre;Comunitat Valenciana;2 años;10
Hombre;Comunitat Valenciana;3 años;7
Hombre;Comunitat Valenciana;4 años;4
Hombre;Comunitat Valenciana;5 años;4
Hombre;Comunitat Valenciana;6 años;1
Hombre;Comunitat Valenciana;7 años;5
Hombre;Comunitat Valenciana;8 años;11
Hombre;Comunitat Valenciana;9 años;5
Hombre;Comunitat Valenciana;10 años;6
Hombre;Comunitat Valenciana;11 años;12
Hombre;Comunitat Valenciana;12 años;10
Hombre;Comunitat Valenciana;13 años;16
Hombre;Comunitat Valenciana;14 años;23
Hombre;Comunitat Valenciana;15 años;17
Hombre;Comunitat Valenciana;16 años;13
Hombre;Comunitat Valenciana;17 años;28
Hombre;Comunitat Valenciana;18 años;15
Hombre;Comunitat Valenciana;19 años;54
Hombre;Comunitat Valenciana;20 años;60
Hombre;Comunitat Valenciana;21 años;58
Hombre;Comunitat Valenciana;22 años;201
Hombre;Comunitat Valenciana;23 años;279
Hombre;Comunitat Valenciana;24 años;365
Hombre;Comunitat Valenciana;25 años;69
Hombre;Comunitat Valenciana;26 años;170
Hombre;Comunitat Valenciana;27 años;356
Hombre;Comunitat Valenciana;28 años;316
Hombre;Comunitat Valenciana;29 años;281
Hombre;Comunitat Valenciana;30 años;471
Hombre;Comunitat Valenciana;31 años;412
Hombre;Comunitat Valenciana;32 años;150
Hombre;Comunitat Valenciana;33 años;499
Hombre;Comunitat Valenciana;34 años;371
Hombre;Comunitat Valenciana;35 años;520
Hombre;Comunitat Valenciana;36 años;295
Hombre;Comunitat Valenciana;37 años;444
Hombre;Comunitat Valenciana;38 años;225
Hombre;Comunitat Valenciana;39 años;267
Hombre;Comunitat Valenciana;40 años;331
Hombre;Comunitat Valenciana;41 años;222
Hombre;Comunitat Valenciana;42 años;153
Hombre;Comunitat Valenciana;43 años;196
Hombre;Comunitat Valenciana;44 años;332
Hombre;Comunitat Valenciana;45 años;223
Hombre;Comunitat Valenciana;46 años;166
Hombre;Comunitat Valenciana;47 años;303
Hombre;Comunitat Valenciana;48 años;137
Hombre;Comunitat Valenciana;49 años;120
Hombre;Comunitat Valenciana;50 años;144
Hombre;Comunitat Valenciana;51 años;133
Hombre;Comunitat Valenciana;52 años;157
Hombre;Comunitat Valenciana;53 años;218
Hombre;Comunitat Valenciana;54 años;177
Hombre;Comunitat Valenciana;55 años;170
Hombre;Comunitat Valenciana;56 años;175
Hombre;Comunitat Valenciana;57 años;82
Hombre;Comunitat Valenciana;58 años;85
Hombre;Comunitat Valenciana;59 años;209
Hombre;Comunitat Valenciana;60 años;131
Hombre;Comunitat Valenciana;61 años;120
Hombre;Comunitat Valenciana;62 años;153
Hombre;Comunitat Valenciana;63 años;222
Hombre;Comunitat Valenciana;64 años;162
Hombre;Comunitat Valenciana;65 años;223
Hombre;Comunitat Valenciana;66 años;143
Hombre;Comunitat Valenciana;67 años;200
Hombre;Comunitat Valenciana;68 años;209
Hombre;Comunitat Valenciana;69 años;246
Hombre;Comunitat Valenciana;70 años;147
Hombre;Comunitat Valenciana;71 años;271
Hombre;Comunitat Valenciana;72 años;109
Hombre;Comunitat Valenciana;73 años;272
Hombre;Comunitat Valenciana;74 años;208
Hombre;Comunitat Valenciana;75 años;195
Hombre;Comunitat Valenciana;76 años;251
Hombre;Comunitat Valenciana;77 años;311
Hombre;Comunitat Valenciana;78 años;251
Hombre;Comunitat Valenciana;79 años;229
Hombre;Comunitat Valenciana;80 años;302
Hombre;Comunitat Valenciana;81 años;322
Hombre;Comunitat Valenciana;82 años;295
Hombre;Comunitat Valenciana;83 años;308
Hombre;Comunitat Valenciana;84 años;264
Hombre;Comunitat Valenciana;85 años;322
Hombre;Comunitat Valenciana;86 años;326
Hombre;Comunitat Valenciana;87 años;248
Hombre;Comunitat Valenciana;88 años;235
Hombre;Comunitat Valenciana;89 años;210
Hombre;Comunitat Valenciana;90 años;152
Hombre;Comunitat Valenciana;91 años;141
Hombre;Comunitat Valenciana;92 años;121
Hombre;Comunitat Valenciana;93 años;65
Hombre;Comunitat Valenciana;94 años;63
Hombre;Comunitat Valenciana;95 años;46
Hombre;Comunitat Valenciana;96 años;32
Hombre;Comunitat Valenciana;97 años;43
Hombre;Comunitat Valenciana;98 años;16
Hombre;Comunitat Valenciana;99 años;5
Hombre;Comunitat Valenciana;100 y más años;15
Hombre;Extremadura;Total;5.655
Hombre;Extremadura;0 años;..
Hombre;Extremadura;1 año;..
Hombre;Extremadura;2 años;..
Hombre;Extremadura;3 años;..
Hombre;Extremadura;4 años;..
Hombre;Extremadura;5 años;..
Hombre;Extremadura;6 años;..
Hombre;Extremadura;7 años;1
Hombre;Extremadura;8 años;..
Hombre;Extremadura;9 años;..
Hombre;Extremadura;10 años;1
Hombre;Extremadura;11 años;1
Hombre;Extremadura;12 años;2
Hombre;Extremadura;13 años;1
Hombre;Extremadura;14 años;2
Hombre;Extremadura;15 años;1
Hombre;Extremadura;16 años;..
Hombre;Extremadura;17 años;3
Hombre;Extremadura;18 años;11
Hombre;Extremadura;19 años;6
Hombre;Extremadura;20 años;7
Hombre;Extremadura;21 años;12
Hombre;Extremadura;22 años;2
Hombre;Extremadura;23 años;74
Hombre;Extremadura;24 años;26
Hombre;Extremadura;25 años;46
Hombre;Extremadura;26 años;62
Hombre;Extremadura;27 años;80
Hombre;Extremadura;28 años;38
Hombre;Extremadura;29 años;57
Hombre;Extremadura;30 años;7
Hombre;Extremadura;31 años;16
Hombre;Extremadura;32 años;63
Hombre;Extremadura;33 años;43
Hombre;Extremadura;34 años;115
Hombre;Extremadura;35 años;104
Hombre;Extremadura;36 años;60
Hombre;Extremadura;37 años;83
Hombre;Extremadura;38 años;60
Hombre;Extremadura;39 años;129
Hombre;Extremadura;40 años;77
Hombre;Extremadura;41 años;98
Hombre;Extremadura;42 años;79
Hombre;Extremadura;43 años;21
Hombre;Extremadura;44 años;84
Hombre;Extremadura;45 años;72
Hombre;Extremadura;46 años;43
Hombre;Extremadura;47 años;71
Hombre;Extremadura;48 años;100
Hombre;Extremadura;49 años;45
Hombre;Extremadura;50 años;25
Hombre;Extremadura;51 años;42
Hombre;Extremadura;52 años;31
Hombre;Extremadura;53 años;37
Hombre;Extremadura;54 años;63
Hombre;Extremadura;55 años;39
Hombre;Extremadura;56 años;32
Hombre;Extremadura;57 años;14
Hombre;Extremadura;58 años;58
Hombre;Extremadura;59 años;47
Hombre;Extremadura;60 años;53
Hombre;Extremadura;61 años;45
Hombre;Extremadura;62 años;35
Hombre;Extremadura;63 años;71
Hombre;Extremadura;64 años;56
Hombre;Extremadura;65 años;48
Hombre;Extremadura;66 años;47
Hombre;Extremadura;67 años;53
Hombre;Extremadura;68 años;60
Hombre;Extremadura;69 años;43
Hombre;Extremadura;70 años;61
Hombre;Extremadura;71 años;101
Hombre;Extremadura;72 años;44
Hombre;Extremadura;73 años;112
Hombre;Extremadura;74 años;50
Hombre;Extremadura;75 años;132
Hombre;Extremadura;76 años;128
Hombre;Extremadura;77 años;115
Hombre;Extremadura;78 años;159
Hombre;Extremadura;79 años;138
Hombre;Extremadura;80 años;129
Hombre;Extremadura;81 años;103
Hombre;Extremadura;82 años;140
Hombre;Extremadura;83 años;180
Hombre;Extremadura;84 años;146
Hombre;Extremadura;85 años;175
Hombre;Extremadura;86 años;177
Hombre;Extremadura;87 años;91
Hombre;Extremadura;88 años;128
Hombre;Extremadura;89 años;102
Hombre;Extremadura;90 años;140
Hombre;Extremadura;91 años;114
Hombre;Extremadura;92 años;82
Hombre;Extremadura;93 años;40
Hombre;Extremadura;94 años;39
Hombre;Extremadura;95 años;54
Hombre;Extremadura;96 años;25
Hombre;Extremadura;97 años;22
Hombre;Extremadura;98 años;14
Hombre;Extremadura;99 años;2
Hombre;Extremadura;100 y más años;10
Hombre;Galicia;Total;9.984
Hombre;Galicia;0 años;1
Hombre;Galicia;1 año;1
Hombre;Galicia;2 años;3
Hombre;Galicia;3 años;5
Hombre;Galicia;4 años;3
Hombre;Galicia;5 años;4
Hombre;Galicia;6 años;2
Hombre;Galicia;7 años;3
Hombre;Galicia;8 años;1
Hombre;Galicia;9 años;3
Hombre;Galicia;10 años;9
Hombre;Galicia;11 años;6
Hombre;Galicia;12 años;1
Hombre;Galicia;13 años;9
Hombre;Galicia;14 años;18
Hombre;Galicia;15 años;13
Hombre;Galicia;16 años;14
Hombre;Galicia;17 años;11
Hombre;Galicia;18 años;3
Hombre;Galicia;19 años;5
Hombre;Galicia;20 años;8
Hombre;Galicia;21 años;131
Hombre;Galicia;22 años;94
Hombre;Galicia;23 años;126
Hombre;Galicia;24 años;111
Hombre;Galicia;25 años;137
Hombre;Galicia;26 años;174
Hombre;Galicia;27 años;130
Hombre;Galicia;28 años;167
Hombre;Galicia;29 años;169
Hombre;Galicia;30 años;143
Hombre;Galicia;31 años;185
Hombre;Galicia;32 años;201
Hombre;Galicia;33 años;162
Hombre;Galicia;34 años;147
Hombre;Galicia;35 años;207
Hombre;Galicia;36 años;144
Hombre;Galicia;37 años;96
Hombre;Galicia;38 años;260
Hombre;Galicia;39 años;162
Hombre;Galicia;40 años;199
Hombre;Galicia;41 años;97
Hombre;Galicia;42 años;118
Hombre;Galicia;43 años;120
Hombre;Galicia;44 años;106
Hombre;Galicia;45 años;126
Hombre;Galicia;46 años;127
Hombre;Galicia;47 años;182
Hombre;Galicia;48 años;50
Hombre;Galicia;49 años;58
Hombre;Galicia;50 años;85
Hombre;Galicia;51 años;41
Hombre;Galicia;52 años;81
Hombre;Galicia;53 años;81
Hombre;Galicia;54 años;106
Hombre;Galicia;55 años;79
Hombre;Galicia;56 años;65
Hombre;Galicia;57 años;104
Hombre;Galicia;58 años;30
Hombre;Galicia;59 años;31
Hombre;Galicia;60 años;102
Hombre;Galicia;61 años;81
Hombre;Galicia;62 años;80
Hombre;Galicia;63 años;100
Hombre;Galicia;64 años;94
Hombre;Galicia;65 años;87
Hombre;Galicia;66 años;112
Hombre;Galicia;67 años;108
Hombre;Galicia;68 años;80
Hombre;Galicia;69 años;76
Hombre;Galicia;70 años;159
Hombre;Galicia;71 años;110
Hombre;Galicia;72 años;98
Hombre;Galicia;73 años;101
Hombre;Galicia;74 años;103
Hombre;Galicia;75 años;150
Hombre;Galicia;76 años;190
Hombre;Galicia;77 años;184
Hombre;Galicia;78 años;235
Hombre;Galicia;79 años;241
Hombre;Galicia;80 años;166
Hombre;Galicia;81 años;245
Hombre;Galicia;82 años;199
Hombre;Galicia;83 años;224
Hombre;Galicia;84 años;243
Hombre;Galicia;85 años;194
Hombre;Galicia;86 años;176
Hombre;Galicia;87 años;172
Hombre;Galicia;88 años;270
Hombre;Galicia;89 años;119
Hombre;Galicia;90 años;122
Hombre;Galicia;91 años;70
Hombre;Galicia;92 años;73
Hombre;Galicia;93 años;72
Hombre;Galicia;94 años;63
Hombre;Galicia;95 años;62
Hombre;Galicia;96 años;14
Hombre;Galicia;97 años;19
Hombre;Galicia;98 años;15
Hombre;Galicia;99 años;2
Hombre;Galicia;100 y más años;9
Hombre;Madrid, Comunidad de;Total;27.047
Hombre;Madrid, Comunidad de;0 años;4
Hombre;Madrid, Comunidad de;1 año;20
Hombre;Madrid, Comunidad de;2 años;13
Hombre;Madrid, Comunidad de;3 años;4
Hombre;Madrid, Comunidad de;4 años;8
Hombre;Madrid, Comunidad de;5 años;9
Hombre;Madrid, Comunidad de;6 años;11
Hombre;Madrid, Comunidad de;7 años;13
Hombre;Madrid, Comunidad de;8 años;19
Hombre;Madrid, Comunidad de;9 años;21
Hombre;Madrid, Comunidad de;10 años;23
Hombre;Madrid, Comunidad de;11 años;10
Hombre;Madrid, Comunidad de;12 años;17
Hombre;Madrid, Comunidad de;13 años;29
Hombre;Madrid, Comunidad de;14 años;12
Hombre;Madrid, Comunidad de;15 años;34
Hombre;Madrid, Comunidad de;16 años;27
Hombre;Madrid, Comunidad de;17 años;34
Hombre;Madrid, Comunidad de;18 años;72
Hombre;Madrid, Comunidad de;19 años;180
Hombre;Madrid, Comunidad de;20 años;220
Hombre;Madrid, Comunidad de;21 años;301
Hombre;Madrid, Comunidad de;22 años;492
Hombre;Madrid, Comunidad de;23 años;662
Hombre;Madrid, Comunidad de;24 años;648
Hombre;Madrid, Comunidad de;25 años;408
Hombre;Madrid, Comunidad de;26 años;416
Hombre;Madrid, Comunidad de;27 años;635
Hombre;Madrid, Comunidad de;28 años;480
Hombre;Madrid, Comunidad de;29 años;507
Hombre;Madrid, Comunidad de;30 años;536
Hombre;Madrid, Comunidad de;31 años;397
Hombre;Madrid, Comunidad de;32 años;370
Hombre;Madrid, Comunidad de;33 años;610
Hombre;Madrid, Comunidad de;34 años;482
Hombre;Madrid, Comunidad de;35 años;566
Hombre;Madrid, Comunidad de;36 años;311
Hombre;Madrid, Comunidad de;37 años;591
Hombre;Madrid, Comunidad de;38 años;377
Hombre;Madrid, Comunidad de;39 años;433
Hombre;Madrid, Comunidad de;40 años;272
Hombre;Madrid, Comunidad de;41 años;352
Hombre;Madrid, Comunidad de;42 años;257
Hombre;Madrid, Comunidad de;43 años;348
Hombre;Madrid, Comunidad de;44 años;366
Hombre;Madrid, Comunidad de;45 años;189
Hombre;Madrid, Comunidad de;46 años;148
Hombre;Madrid, Comunidad de;47 años;265
Hombre;Madrid, Comunidad de;48 años;386
Hombre;Madrid, Comunidad de;49 años;331
Hombre;Madrid, Comunidad de;50 años;282
Hombre;Madrid, Comunidad de;51 años;234
Hombre;Madrid, Comunidad de;52 años;244
Hombre;Madrid, Comunidad de;53 años;185
Hombre;Madrid, Comunidad de;54 años;292
Hombre;Madrid, Comunidad de;55 años;175
Hombre;Madrid, Comunidad de;56 años;160
Hombre;Madrid, Comunidad de;57 años;158
Hombre;Madrid, Comunidad de;58 años;92
Hombre;Madrid, Comunidad de;59 años;225
Hombre;Madrid, Comunidad de;60 años;152
Hombre;Madrid, Comunidad de;61 años;170
Hombre;Madrid, Comunidad de;62 años;101
Hombre;Madrid, Comunidad de;63 años;171
Hombre;Madrid, Comunidad de;64 años;212
Hombre;Madrid, Comunidad de;65 años;197
Hombre;Madrid, Comunidad de;66 años;229
Hombre;Madrid, Comunidad de;67 años;233
Hombre;Madrid, Comunidad de;68 años;147
Hombre;Madrid, Comunidad de;69 años;178
Hombre;Madrid, Comunidad de;70 años;161
Hombre;Madrid, Comunidad de;71 años;368
Hombre;Madrid, Comunidad de;72 años;245
Hombre;Madrid, Comunidad de;73 años;188
Hombre;Madrid, Comunidad de;74 años;292
Hombre;Madrid, Comunidad de;75 años;350
Hombre;Madrid, Comunidad de;76 años;375
Hombre;Madrid, Comunidad de;77 años;471
Hombre;Madrid, Comunidad de;78 años;369
Hombre;Madrid, Comunidad de;79 años;382
Hombre;Madrid, Comunidad de;80 años;399
Hombre;Madrid, Comunidad de;81 años;500
Hombre;Madrid, Comunidad de;82 años;426
Hombre;Madrid, Comunidad de;83 años;563
Hombre;Madrid, Comunidad de;84 años;552
Hombre;Madrid, Comunidad de;85 años;515
Hombre;Madrid, Comunidad de;86 años;646
Hombre;Madrid, Comunidad de;87 años;536
Hombre;Madrid, Comunidad de;88 años;583
Hombre;Madrid, Comunidad de;89 años;545
Hombre;Madrid, Comunidad de;90 años;413
Hombre;Madrid, Comunidad de;91 años;413
Hombre;Madrid, Comunidad de;92 años;259
Hombre;Madrid, Comunidad de;93 años;223
Hombre;Madrid, Comunidad de;94 años;88
Hombre;Madrid, Comunidad de;95 años;133
Hombre;Madrid, Comunidad de;96 años;114
Hombre;Madrid, Comunidad de;97 años;55
Hombre;Madrid, Comunidad de;98 años;57
Hombre;Madrid, Comunidad de;99 años;45
Hombre;Madrid, Comunidad de;100 y más años;28
Hombre;Murcia, Región de;Total;4.357
Hombre;Murcia, Región de;0 años;4
Hombre;Murcia, Región de;1 año;1
Hombre;Murcia, Región de;2 años;..
