Sexo;Comunidades y ciudades autónomas;Edad (año a año);Total
Hombre;Murcia, Región de;3 años;6
Hombre;Murcia, Región de;4 años;3
Hombre;Murcia, Región de;5 años;5
Hombre;Murcia, Región de;6 años;..
Hombre;Murcia, Región de;7 años;2
Hombre;Murcia, Región de;8 años;2
Hombre;Murcia, Región de;9 años;2
Hombre;Murcia, Región de;10 años;1
Hombre;Murcia, Región de;11 años;4
Hombre;Murcia, Región de;12 años;1
Hombre;Murcia, Región de;13 años;5
Hombre;Murcia, Región de;14 años;8
Hombre;Murcia, Región de;15 años;8
Hombre;Murcia, Región de;16 años;4
Hombre;Murcia, Región de;17 años;5
Hombre;Murcia, Región de;18 años;23
Hombre;Murcia, Región de;19 años;19
Hombre;Murcia, Región de;20 años;29
Hombre;Murcia, Región de;21 años;85
Hombre;Murcia, Región de;22 años;45
Hombre;Murcia, Región de;23 años;91
Hombre;Murcia, Región de;24 años;127
Hombre;Murcia, Región de;25 años;58
Hombre;Murcia, Región de;26 años;72
Hombre;Murcia, Región de;27 años;103
Hombre;Murcia, Región de;28 años;76
Hombre;Murcia, Región de;29 años;67
Hombre;Murcia, Región de;30 años;88
Hombre;Murcia, Región de;31 años;130
Hombre;Murcia, Región de;32 años;20
Hombre;Murcia, Región de;33 años;44
Hombre;Murcia, Región de;34 años;147
Hombre;Murcia, Región de;35 años;87
Hombre;Murcia, Región de;36 años;106
Hombre;Murcia, Región de;37 años;135
Hombre;Murcia, Región de;38 años;84
Hombre;Murcia, Región de;39 años;160
Hombre;Murcia, Región de;40 años;24
Hombre;Murcia, Región de;41 años;64
Hombre;Murcia, Región de;42 años;64
Hombre;Murcia, Región de;43 años;89
Hombre;Murcia, Región de;44 años;93
Hombre;Murcia, Región de;45 años;56
Hombre;Murcia, Región de;46 años;142
Hombre;Murcia, Región de;47 años;51
Hombre;Murcia, Región de;48 años;26
Hombre;Murcia, Región de;49 años;43
Hombre;Murcia, Región de;50 años;70
Hombre;Murcia, Región de;51 años;50
Hombre;Murcia, Región de;52 años;23
Hombre;Murcia, Región de;53 años;51
Hombre;Murcia, Región de;54 años;34
Hombre;Murcia, Región de;55 años;12
Hombre;Murcia, Región de;56 años;18
Hombre;Murcia, Región de;57 años;38
Hombre;Murcia, Región de;58 años;12
Hombre;Murcia, Región de;59 años;8
Hombre;Murcia, Región de;60 años;45
Hombre;Murcia, Región de;61 años;27
Hombre;Murcia, Región de;62 años;14
Hombre;Murcia, Región de;63 años;40
Hombre;Murcia, Región de;64 años;63
Hombre;Murcia, Región de;65 años;50
Hombre;Murcia, Región de;66 años;36
Hombre;Murcia, Región de;67 años;48
Hombre;Murcia, Región de;68 años;33
Hombre;Murcia, Región de;69 años;42
Hombre;Murcia, Región de;70 años;18
Hombre;Murcia, Región de;71 años;25
Hombre;Murcia, Región de;72 años;7
Hombre;Murcia, Región de;73 años;24
Hombre;Murcia, Región de;74 años;30
Hombre;Murcia, Región de;75 años;60
Hombre;Murcia, Región de;76 años;44
Hombre;Murcia, Región de;77 años;65
Hombre;Murcia, Región de;78 años;41
Hombre;Murcia, Región de;79 años;58
Hombre;Murcia, Región de;80 años;53
Hombre;Murcia, Región de;81 años;59
Hombre;Murcia, Región de;82 años;34
Hombre;Murcia, Región de;83 años;72
Hombre;Murcia, Región de;84 años;100
Hombre;Murcia, Región de;85 años;55
Hombre;Murcia, Región de;86 años;78
Hombre;Murcia, Región de;87 años;58
Hombre;Murcia, Región de;88 años;63
Hombre;Murcia, Región de;89 años;61
Hombre;Murcia, Región de;90 años;34
Hombre;Murcia, Región de;91 años;1
Hombre;Murcia, Región de;92 años;18
Hombre;Murcia, Región de;93 años;21
Hombre;Murcia, Región de;94 años;4
Hombre;Murcia, Región de;95 años;8
Hombre;Murcia, Región de;96 años;7
Hombre;Murcia, Región de;97 años;6
Hombre;Murcia, Región de;98 años;25
Hombre;Murcia, Región de;99 años;2
Hombre;Murcia, Región de;100 y más años;..
Hombre;Navarra, Comunidad Foral de;Total;3.039
Hombre;Navarra, Comunidad Foral de;0 años;..
Hombre;Navarra, Comunidad Foral de;1 año;..
Hombre;Navarra, Comunidad Foral de;2 años;..
Hombre;Navarra, Comunidad Foral de;3 años;..
Hombre;Navarra, Comunidad Foral de;4 años;1
Hombre;Navarra, Comunidad Foral de;5 años;..
Hombre;Navarra, Comunidad Foral de;6 años;1
Hombre;Navarra, Comunidad Foral de;7 años;..
Hombre;Navarra, Comunidad Foral de;8 años;2
Hombre;Navarra, Comunidad Foral de;9 años;1
Hombre;Navarra, Comunidad Foral de;10 años;..
Hombre;Navarra, Comunidad Foral de;11 años;4
Hombre;Navarra, Comunidad Foral de;12 años;1
Hombre;Navarra, Comunidad Foral de;13 años;3
Hombre;Navarra, Comunidad Foral de;14 años;2
Hombre;Navarra, Comunidad Foral de;15 años;2
Hombre;Navarra, Comunidad Foral de;16 años;6
Hombre;Navarra, Comunidad Foral de;17 años;5
Hombre;Navarra, Comunidad Foral de;18 años;5
Hombre;Navarra, Comunidad Foral de;19 años;2
Hombre;Navarra, Comunidad Foral de;20 años;33
Hombre;Navarra, Comunidad Foral de;21 años;25
Hombre;Navarra, Comunidad Foral de;22 años;..
Hombre;Navarra, Comunidad Foral de;23 años;84
Hombre;Navarra, Comunidad Foral de;24 años;32
Hombre;Navarra, Comunidad Foral de;25 años;32
Hombre;Navarra, Comunidad Foral de;26 años;10
Hombre;Navarra, Comunidad Foral de;27 años;22
Hombre;Navarra, Comunidad Foral de;28 años;32
Hombre;Navarra, Comunidad Foral de;29 años;25
Hombre;Navarra, Comunidad Foral de;30 años;5
Hombre;Navarra, Comunidad Foral de;31 años;51
Hombre;Navarra, Comunidad Foral de;32 años;28
Hombre;Navarra, Comunidad Foral de;33 años;15
Hombre;Navarra, Comunidad Foral de;34 años;20
Hombre;Navarra, Comunidad Foral de;35 años;58
Hombre;Navarra, Comunidad Foral de;36 años;15
Hombre;Navarra, Comunidad Foral de;37 años;3
Hombre;Navarra, Comunidad Foral de;38 años;17
Hombre;Navarra, Comunidad Foral de;39 años;28
Hombre;Navarra, Comunidad Foral de;40 años;46
Hombre;Navarra, Comunidad Foral de;41 años;16
Hombre;Navarra, Comunidad Foral de;42 años;18
Hombre;Navarra, Comunidad Foral de;43 años;17
Hombre;Navarra, Comunidad Foral de;44 años;26
Hombre;Navarra, Comunidad Foral de;45 años;28
Hombre;Navarra, Comunidad Foral de;46 años;8
Hombre;Navarra, Comunidad Foral de;47 años;21
Hombre;Navarra, Comunidad Foral de;48 años;15
Hombre;Navarra, Comunidad Foral de;49 años;9
Hombre;Navarra, Comunidad Foral de;50 años;25
Hombre;Navarra, Comunidad Foral de;51 años;24
Hombre;Navarra, Comunidad Foral de;52 años;14
Hombre;Navarra, Comunidad Foral de;53 años;23
Hombre;Navarra, Comunidad Foral de;54 años;16
Hombre;Navarra, Comunidad Foral de;55 años;16
Hombre;Navarra, Comunidad Foral de;56 años;36
Hombre;Navarra, Comunidad Foral de;57 años;15
Hombre;Navarra, Comunidad Foral de;58 años;31
Hombre;Navarra, Comunidad Foral de;59 años;18
Hombre;Navarra, Comunidad Foral de;60 años;37
Hombre;Navarra, Comunidad Foral de;61 años;39
Hombre;Navarra, Comunidad Foral de;62 años;9
Hombre;Navarra, Comunidad Foral de;63 años;8
Hombre;Navarra, Comunidad Foral de;64 años;19
Hombre;Navarra, Comunidad Foral de;65 años;23
Hombre;Navarra, Comunidad Foral de;66 años;42
Hombre;Navarra, Comunidad Foral de;67 años;29
Hombre;Navarra, Comunidad Foral de;68 años;32
Hombre;Navarra, Comunidad Foral de;69 años;35
Hombre;Navarra, Comunidad Foral de;70 años;55
Hombre;Navarra, Comunidad Foral de;71 años;52
Hombre;Navarra, Comunidad Foral de;72 años;55
Hombre;Navarra, Comunidad Foral de;73 años;36
Hombre;Navarra, Comunidad Foral de;74 años;32
Hombre;Navarra, Comunidad Foral de;75 años;38
Hombre;Navarra, Comunidad Foral de;76 años;98
Hombre;Navarra, Comunidad Foral de;77 años;66
Hombre;Navarra, Comunidad Foral de;78 años;75
Hombre;Navarra, Comunidad Foral de;79 años;88
Hombre;Navarra, Comunidad Foral de;80 años;93
Hombre;Navarra, Comunidad Foral de;81 años;106
Hombre;Navarra, Comunidad Foral de;82 años;113
Hombre;Navarra, Comunidad Foral de;83 años;129
Hombre;Navarra, Comunidad Foral de;84 años;86
Hombre;Navarra, Comunidad Foral de;85 años;60
Hombre;Navarra, Comunidad Foral de;86 años;95
Hombre;Navarra, Comunidad Foral de;87 años;56
Hombre;Navarra, Comunidad Foral de;88 años;68
Hombre;Navarra, Comunidad Foral de;89 años;55
Hombre;Navarra, Comunidad Foral de;90 años;67
Hombre;Navarra, Comunidad Foral de;91 años;37
Hombre;Navarra, Comunidad Foral de;92 años;47
Hombre;Navarra, Comunidad Foral de;93 años;55
Hombre;Navarra, Comunidad Foral de;94 años;29
Hombre;Navarra, Comunidad Foral de;95 años;41
Hombre;Navarra, Comunidad Foral de;96 años;21
Hombre;Navarra, Comunidad Foral de;97 años;1
Hombre;Navarra, Comunidad Foral de;98 años;11
Hombre;Navarra, Comunidad Foral de;99 años;6
Hombre;Navarra, Comunidad Foral de;100 y más años;2
Hombre;País Vasco;Total;8.988
Hombre;País Vasco;0 años;1
Hombre;País Vasco;1 año;2
Hombre;País Vasco;2 años;1
Hombre;País Vasco;3 años;4
Hombre;País Vasco;4 años;1
Hombre;País Vasco;5 años;6
Hombre;País Vasco;6 años;3
Hombre;País Vasco;7 años;1
Hombre;País Vasco;8 años;1
Hombre;País Vasco;9 años;6
Hombre;País Vasco;10 años;5
Hombre;País Vasco;11 años;7
Hombre;País Vasco;12 años;5
Hombre;País Vasco;13 años;7
Hombre;País Vasco;14 años;1
Hombre;País Vasco;15 años;27
Hombre;País Vasco;16 años;28
Hombre;País Vasco;17 años;111
Hombre;País Vasco;18 años;48
Hombre;País Vasco;19 años;6
Hombre;País Vasco;20 años;51
Hombre;País Vasco;21 años;16
Hombre;País Vasco;22 años;105
Hombre;País Vasco;23 años;74
Hombre;País Vasco;24 años;122
Hombre;País Vasco;25 años;72
Hombre;País Vasco;26 años;81
Hombre;País Vasco;27 años;84
Hombre;País Vasco;28 años;98
Hombre;País Vasco;29 años;129
Hombre;País Vasco;30 años;171
Hombre;País Vasco;31 años;128
Hombre;País Vasco;32 años;97
Hombre;País Vasco;33 años;95
Hombre;País Vasco;34 años;129
Hombre;País Vasco;35 años;58
Hombre;País Vasco;36 años;105
Hombre;País Vasco;37 años;112
Hombre;País Vasco;38 años;57
Hombre;País Vasco;39 años;88
Hombre;País Vasco;40 años;55
Hombre;País Vasco;41 años;39
Hombre;País Vasco;42 años;141
Hombre;País Vasco;43 años;82
Hombre;País Vasco;44 años;59
Hombre;País Vasco;45 años;126
Hombre;País Vasco;46 años;99
Hombre;País Vasco;47 años;78
Hombre;País Vasco;48 años;101
Hombre;País Vasco;49 años;62
Hombre;País Vasco;50 años;91
Hombre;País Vasco;51 años;78
Hombre;País Vasco;52 años;109
Hombre;País Vasco;53 años;102
Hombre;País Vasco;54 años;66
Hombre;País Vasco;55 años;76
Hombre;País Vasco;56 años;69
Hombre;País Vasco;57 años;118
Hombre;País Vasco;58 años;100
Hombre;País Vasco;59 años;64
Hombre;País Vasco;60 años;63
Hombre;País Vasco;61 años;99
Hombre;País Vasco;62 años;127
Hombre;País Vasco;63 años;83
Hombre;País Vasco;64 años;119
Hombre;País Vasco;65 años;122
Hombre;País Vasco;66 años;61
Hombre;País Vasco;67 años;71
Hombre;País Vasco;68 años;60
Hombre;País Vasco;69 años;79
Hombre;País Vasco;70 años;47
Hombre;País Vasco;71 años;106
Hombre;País Vasco;72 años;70
Hombre;País Vasco;73 años;100
Hombre;País Vasco;74 años;155
Hombre;País Vasco;75 años;162
Hombre;País Vasco;76 años;186
Hombre;País Vasco;77 años;228
Hombre;País Vasco;78 años;194
Hombre;País Vasco;79 años;281
Hombre;País Vasco;80 años;270
Hombre;País Vasco;81 años;170
Hombre;País Vasco;82 años;170
Hombre;País Vasco;83 años;180
Hombre;País Vasco;84 años;274
Hombre;País Vasco;85 años;286
Hombre;País Vasco;86 años;221
Hombre;País Vasco;87 años;227
Hombre;País Vasco;88 años;177
Hombre;País Vasco;89 años;198
Hombre;País Vasco;90 años;119
Hombre;País Vasco;91 años;93
Hombre;País Vasco;92 años;86
Hombre;País Vasco;93 años;70
Hombre;País Vasco;94 años;63
Hombre;País Vasco;95 años;28
Hombre;País Vasco;96 años;25
Hombre;País Vasco;97 años;15
Hombre;País Vasco;98 años;17
Hombre;País Vasco;99 años;18
Hombre;País Vasco;100 y más años;8
Hombre;Rioja, La;Total;1.555
Hombre;Rioja, La;0 años;..
Hombre;Rioja, La;1 año;..
Hombre;Rioja, La;2 años;..
Hombre;Rioja, La;3 años;..
Hombre;Rioja, La;4 años;..
Hombre;Rioja, La;5 años;..
Hombre;Rioja, La;6 años;1
Hombre;Rioja, La;7 años;..
Hombre;Rioja, La;8 años;1
Hombre;Rioja, La;9 años;..
Hombre;Rioja, La;10 años;1
Hombre;Rioja, La;11 años;1
Hombre;Rioja, La;12 años;..
Hombre;Rioja, La;13 años;1
Hombre;Rioja, La;14 años;..
Hombre;Rioja, La;15 años;4
Hombre;Rioja, La;16 años;4
Hombre;Rioja, La;17 años;..
Hombre;Rioja, La;18 años;2
Hombre;Rioja, La;19 años;2
Hombre;Rioja, La;20 años;..
Hombre;Rioja, La;21 años;40
Hombre;Rioja, La;22 años;..
Hombre;Rioja, La;23 años;..
Hombre;Rioja, La;24 años;1
Hombre;Rioja, La;25 años;7
Hombre;Rioja, La;26 años;2
Hombre;Rioja, La;27 años;4
Hombre;Rioja, La;28 años;..
Hombre;Rioja, La;29 años;..
Hombre;Rioja, La;30 años;42
Hombre;Rioja, La;31 años;8
Hombre;Rioja, La;32 años;3
Hombre;Rioja, La;33 años;39
Hombre;Rioja, La;34 años;..
Hombre;Rioja, La;35 años;26
Hombre;Rioja, La;36 años;11
Hombre;Rioja, La;37 años;1
Hombre;Rioja, La;38 años;19
Hombre;Rioja, La;39 años;25
Hombre;Rioja, La;40 años;3
Hombre;Rioja, La;41 años;2
Hombre;Rioja, La;42 años;23
Hombre;Rioja, La;43 años;13
Hombre;Rioja, La;44 años;59
Hombre;Rioja, La;45 años;21
Hombre;Rioja, La;46 años;30
Hombre;Rioja, La;47 años;7
Hombre;Rioja, La;48 años;21
Hombre;Rioja, La;49 años;22
Hombre;Rioja, La;50 años;32
Hombre;Rioja, La;51 años;11
Hombre;Rioja, La;52 años;16
Hombre;Rioja, La;53 años;4
Hombre;Rioja, La;54 años;12
Hombre;Rioja, La;55 años;12
Hombre;Rioja, La;56 años;14
Hombre;Rioja, La;57 años;6
Hombre;Rioja, La;58 años;4
Hombre;Rioja, La;59 años;8
Hombre;Rioja, La;60 años;8
Hombre;Rioja, La;61 años;15
Hombre;Rioja, La;62 años;10
Hombre;Rioja, La;63 años;3
Hombre;Rioja, La;64 años;19
Hombre;Rioja, La;65 años;12
Hombre;Rioja, La;66 años;26
Hombre;Rioja, La;67 años;14
Hombre;Rioja, La;68 años;21
Hombre;Rioja, La;69 años;19
Hombre;Rioja, La;70 años;54
Hombre;Rioja, La;71 años;11
Hombre;Rioja, La;72 años;25
Hombre;Rioja, La;73 años;37
Hombre;Rioja, La;74 años;5
Hombre;Rioja, La;75 años;25
Hombre;Rioja, La;76 años;35
Hombre;Rioja, La;77 años;24
Hombre;Rioja, La;78 años;51
Hombre;Rioja, La;79 años;50
Hombre;Rioja, La;80 años;39
Hombre;Rioja, La;81 años;32
Hombre;Rioja, La;82 años;37
Hombre;Rioja, La;83 años;9
Hombre;Rioja, La;84 años;35
Hombre;Rioja, La;85 años;36
Hombre;Rioja, La;86 años;72
Hombre;Rioja, La;87 años;45
Hombre;Rioja, La;88 años;51
Hombre;Rioja, La;89 años;46
Hombre;Rioja, La;90 años;35
Hombre;Rioja, La;91 años;14
Hombre;Rioja, La;92 años;14
Hombre;Rioja, La;93 años;6
Hombre;Rioja, La;94 años;9
Hombre;Rioja, La;95 años;3
Hombre;Rioja, La;96 años;12
Hombre;Rioja, La;97 años;4
Hombre;Rioja, La;98 años;4
Hombre;Rioja, La;99 años;6
Hombre;Rioja, La;100 y más años;8
Hombre;Ceuta;Total;558
Hombre;Ceuta;0 años;..
Hombre;Ceuta;1 año;..
Hombre;Ceuta;2 años;..
Hombre;Ceuta;3 años;..
Hombre;Ceuta;4 años;..
Hombre;Ceuta;5 años;..
Hombre;Ceuta;6 años;..
Hombre;Ceuta;7 años;..
Hombre;Ceuta;8 años;..
Hombre;Ceuta;9 años;..
Hombre;Ceuta;10 años;..
Hombre;Ceuta;11 años;..
Hombre;Ceuta;12 años;..
Hombre;Ceuta;13 años;..
Hombre;Ceuta;14 años;..
Hombre;Ceuta;15 años;..
Hombre;Ceuta;16 años;..
Hombre;Ceuta;17 años;..
Hombre;Ceuta;18 años;14
Hombre;Ceuta;19 años;14
Hombre;Ceuta;20 años;..
Hombre;Ceuta;21 años;..
Hombre;Ceuta;22 años;41
Hombre;Ceuta;23 años;4
Hombre;Ceuta;24 años;4
Hombre;Ceuta;25 años;10
Hombre;Ceuta;26 años;5
Hombre;Ceuta;27 años;14
Hombre;Ceuta;28 años;4
Hombre;Ceuta;29 años;6
Hombre;Ceuta;30 años;15
Hombre;Ceuta;31 años;28
Hombre;Ceuta;32 años;48
Hombre;Ceuta;33 años;10
Hombre;Ceuta;34 años;34
Hombre;Ceuta;35 años;11
Hombre;Ceuta;36 años;2
Hombre;Ceuta;37 años;16
Hombre;Ceuta;38 años;20
Hombre;Ceuta;39 años;14
Hombre;Ceuta;40 años;18
Hombre;Ceuta;41 años;22
Hombre;Ceuta;42 años;3
Hombre;Ceuta;43 años;1
Hombre;Ceuta;44 años;1
Hombre;Ceuta;45 años;14
Hombre;Ceuta;46 años;6
Hombre;Ceuta;47 años;20
Hombre;Ceuta;48 años;15
Hombre;Ceuta;49 años;20
Hombre;Ceuta;50 años;6
Hombre;Ceuta;51 años;4
Hombre;Ceuta;52 años;4
Hombre;Ceuta;53 años;19
Hombre;Ceuta;54 años;17
Hombre;Ceuta;55 años;3
Hombre;Ceuta;56 años;2
Hombre;Ceuta;57 años;6
Hombre;Ceuta;58 años;..
Hombre;Ceuta;59 años;1
Hombre;Ceuta;60 años;..
Hombre;Ceuta;61 años;5
Hombre;Ceuta;62 años;1
Hombre;Ceuta;63 años;..
Hombre;Ceuta;64 años;..
Hombre;Ceuta;65 años;..
Hombre;Ceuta;66 años;..
Hombre;Ceuta;67 años;..
Hombre;Ceuta;68 años;4
Hombre;Ceuta;69 años;..
Hombre;Ceuta;70 años;..
Hombre;Ceuta;71 años;..
Hombre;Ceuta;72 años;3
Hombre;Ceuta;73 años;..
Hombre;Ceuta;74 años;4
Hombre;Ceuta;75 años;..
Hombre;Ceuta;76 años;2
Hombre;Ceuta;77 años;..
Hombre;Ceuta;78 años;5
Hombre;Ceuta;79 años;5
Hombre;Ceuta;80 años;4
Hombre;Ceuta;81 años;5
Hombre;Ceuta;82 años;5
Hombre;Ceuta;83 años;4
Hombre;Ceuta;84 años;3
Hombre;Ceuta;85 años;..
Hombre;Ceuta;86 años;4
Hombre;Ceuta;87 años;4
Hombre;Ceuta;88 años;..
Hombre;Ceuta;89 años;4
Hombre;Ceuta;90 años;..
Hombre;Ceuta;91 años;..
Hombre;Ceuta;92 años;..
Hombre;Ceuta;93 años;..
Hombre;Ceuta;94 años;..
Hombre;Ceuta;95 años;..
Hombre;Ceuta;96 años;..
Hombre;Ceuta;97 años;..
Hombre;Ceuta;98 años;..
Hombre;Ceuta;99 años;..
Hombre;Ceuta;100 y más años;..
Hombre;Melilla;Total;701
Hombre;Melilla;0 años;..
Hombre;Melilla;1 año;..
Hombre;Melilla;2 años;..
Hombre;Melilla;3 años;4
Hombre;Melilla;4 años;..
Hombre;Melilla;5 años;..
Hombre;Melilla;6 años;..
Hombre;Melilla;7 años;..
Hombre;Melilla;8 años;4
Hombre;Melilla;9 años;..
Hombre;Melilla;10 años;4
Hombre;Melilla;11 años;..
Hombre;Melilla;12 años;..
Hombre;Melilla;13 años;4
Hombre;Melilla;14 años;4
Hombre;Melilla;15 años;8
Hombre;Melilla;16 años;4
Hombre;Melilla;17 años;12
Hombre;Melilla;18 años;..
Hombre;Melilla;19 años;2
Hombre;Melilla;20 años;73
Hombre;Melilla;21 años;36
Hombre;Melilla;22 años;16
Hombre;Melilla;23 años;29
Hombre;Melilla;24 años;63
Hombre;Melilla;25 años;24
Hombre;Melilla;26 años;12
Hombre;Melilla;27 años;41
Hombre;Melilla;28 años;2
Hombre;Melilla;29 años;33
Hombre;Melilla;30 años;29
Hombre;Melilla;31 años;3
Hombre;Melilla;32 años;1
Hombre;Melilla;33 años;16
Hombre;Melilla;34 años;16
Hombre;Melilla;35 años;..
Hombre;Melilla;36 años;..
Hombre;Melilla;37 años;..
Hombre;Melilla;38 años;1
Hombre;Melilla;39 años;33
Hombre;Melilla;40 años;33
Hombre;Melilla;41 años;19
Hombre;Melilla;42 años;3
Hombre;Melilla;43 años;33
Hombre;Melilla;44 años;1
