Mes de defunción;Lugar de ocurrencia;Edad;año;Total
Agosto;Otro Lugar;De  75 a 79 años;2019;18
Agosto;Otro Lugar;De  75 a 79 años;2018;34
Agosto;Otro Lugar;De 80 a 84 años;2019;33
Agosto;Otro Lugar;De 80 a 84 años;2018;33
Agosto;Otro Lugar;De 85 a 89 años;2019;20
Agosto;Otro Lugar;De 85 a 89 años;2018;32
Agosto;Otro Lugar;De 90 a 94 años;2019;22
Agosto;Otro Lugar;De 90 a 94 años;2018;31
Agosto;Otro Lugar;De  95 y más años;2019;10
Agosto;Otro Lugar;De  95 y más años;2018;10
Agosto;Otro Lugar;No consta;2019;..
Agosto;Otro Lugar;No consta;2018;..
Agosto;No consta;Total;2019;2.037
Agosto;No consta;Total;2018;2.124
Agosto;No consta;De 0 a 64 años;2019;773
Agosto;No consta;De 0 a 64 años;2018;762
Agosto;No consta;De 65 a 69 años;2019;127
Agosto;No consta;De 65 a 69 años;2018;174
Agosto;No consta;De 70 a 74 años;2019;165
Agosto;No consta;De 70 a 74 años;2018;170
Agosto;No consta;De  75 a 79 años;2019;167
Agosto;No consta;De  75 a 79 años;2018;183
Agosto;No consta;De 80 a 84 años;2019;216
Agosto;No consta;De 80 a 84 años;2018;245
Agosto;No consta;De 85 a 89 años;2019;290
Agosto;No consta;De 85 a 89 años;2018;293
Agosto;No consta;De 90 a 94 años;2019;201
Agosto;No consta;De 90 a 94 años;2018;194
Agosto;No consta;De  95 y más años;2019;91
Agosto;No consta;De  95 y más años;2018;103
Agosto;No consta;No consta;2019;7
Agosto;No consta;No consta;2018;..
Septiembre;Total;Total;2019;29.665
Septiembre;Total;Total;2018;30.293
Septiembre;Total;De 0 a 64 años;2019;4.551
Septiembre;Total;De 0 a 64 años;2018;4.749
Septiembre;Total;De 65 a 69 años;2019;1.836
Septiembre;Total;De 65 a 69 años;2018;1.881
Septiembre;Total;De 70 a 74 años;2019;2.483
Septiembre;Total;De 70 a 74 años;2018;2.511
Septiembre;Total;De  75 a 79 años;2019;3.134
Septiembre;Total;De  75 a 79 años;2018;2.971
Septiembre;Total;De 80 a 84 años;2019;4.402
Septiembre;Total;De 80 a 84 años;2018;4.824
Septiembre;Total;De 85 a 89 años;2019;6.147
Septiembre;Total;De 85 a 89 años;2018;6.258
Septiembre;Total;De 90 a 94 años;2019;4.854
Septiembre;Total;De 90 a 94 años;2018;4.785
Septiembre;Total;De  95 y más años;2019;2.250
Septiembre;Total;De  95 y más años;2018;2.314
Septiembre;Total;No consta;2019;8
Septiembre;Total;No consta;2018;..
Septiembre;Centro hospitalario;Total;2019;16.604
Septiembre;Centro hospitalario;Total;2018;16.729
Septiembre;Centro hospitalario;De 0 a 64 años;2019;2.613
Septiembre;Centro hospitalario;De 0 a 64 años;2018;2.764
Septiembre;Centro hospitalario;De 65 a 69 años;2019;1.207
Septiembre;Centro hospitalario;De 65 a 69 años;2018;1.237
Septiembre;Centro hospitalario;De 70 a 74 años;2019;1.599
Septiembre;Centro hospitalario;De 70 a 74 años;2018;1.664
Septiembre;Centro hospitalario;De  75 a 79 años;2019;2.014
Septiembre;Centro hospitalario;De  75 a 79 años;2018;1.816
Septiembre;Centro hospitalario;De 80 a 84 años;2019;2.625
Septiembre;Centro hospitalario;De 80 a 84 años;2018;2.815
Septiembre;Centro hospitalario;De 85 a 89 años;2019;3.405
Septiembre;Centro hospitalario;De 85 a 89 años;2018;3.356
Septiembre;Centro hospitalario;De 90 a 94 años;2019;2.238
Septiembre;Centro hospitalario;De 90 a 94 años;2018;2.219
Septiembre;Centro hospitalario;De  95 y más años;2019;903
Septiembre;Centro hospitalario;De  95 y más años;2018;858
Septiembre;Centro hospitalario;No consta;2019;..
Septiembre;Centro hospitalario;No consta;2018;..
Septiembre;Domicilio particular;Total;2019;7.275
Septiembre;Domicilio particular;Total;2018;7.314
Septiembre;Domicilio particular;De 0 a 64 años;2019;984
Septiembre;Domicilio particular;De 0 a 64 años;2018;999
Septiembre;Domicilio particular;De 65 a 69 años;2019;395
Septiembre;Domicilio particular;De 65 a 69 años;2018;403
Septiembre;Domicilio particular;De 70 a 74 años;2019;566
Septiembre;Domicilio particular;De 70 a 74 años;2018;491
Septiembre;Domicilio particular;De  75 a 79 años;2019;697
Septiembre;Domicilio particular;De  75 a 79 años;2018;679
Septiembre;Domicilio particular;De 80 a 84 años;2019;1.045
Septiembre;Domicilio particular;De 80 a 84 años;2018;1.133
Septiembre;Domicilio particular;De 85 a 89 años;2019;1.525
Septiembre;Domicilio particular;De 85 a 89 años;2018;1.577
Septiembre;Domicilio particular;De 90 a 94 años;2019;1.373
Septiembre;Domicilio particular;De 90 a 94 años;2018;1.303
Septiembre;Domicilio particular;De  95 y más años;2019;687
Septiembre;Domicilio particular;De  95 y más años;2018;729
Septiembre;Domicilio particular;No consta;2019;3
Septiembre;Domicilio particular;No consta;2018;..
Septiembre;Residencia socio-sanitaria;Total;2019;3.547
Septiembre;Residencia socio-sanitaria;Total;2018;3.994
Septiembre;Residencia socio-sanitaria;De 0 a 64 años;2019;93
Septiembre;Residencia socio-sanitaria;De 0 a 64 años;2018;118
Septiembre;Residencia socio-sanitaria;De 65 a 69 años;2019;72
Septiembre;Residencia socio-sanitaria;De 65 a 69 años;2018;70
Septiembre;Residencia socio-sanitaria;De 70 a 74 años;2019;139
Septiembre;Residencia socio-sanitaria;De 70 a 74 años;2018;170
Septiembre;Residencia socio-sanitaria;De  75 a 79 años;2019;229
Septiembre;Residencia socio-sanitaria;De  75 a 79 años;2018;276
Septiembre;Residencia socio-sanitaria;De 80 a 84 años;2019;491
Septiembre;Residencia socio-sanitaria;De 80 a 84 años;2018;619
Septiembre;Residencia socio-sanitaria;De 85 a 89 años;2019;920
Septiembre;Residencia socio-sanitaria;De 85 a 89 años;2018;1.033
Septiembre;Residencia socio-sanitaria;De 90 a 94 años;2019;1.032
Septiembre;Residencia socio-sanitaria;De 90 a 94 años;2018;1.070
Septiembre;Residencia socio-sanitaria;De  95 y más años;2019;571
Septiembre;Residencia socio-sanitaria;De  95 y más años;2018;638
Septiembre;Residencia socio-sanitaria;No consta;2019;..
Septiembre;Residencia socio-sanitaria;No consta;2018;..
Septiembre;Otro Lugar;Total;2019;277
Septiembre;Otro Lugar;Total;2018;299
Septiembre;Otro Lugar;De 0 a 64 años;2019;127
Septiembre;Otro Lugar;De 0 a 64 años;2018;130
Septiembre;Otro Lugar;De 65 a 69 años;2019;20
Septiembre;Otro Lugar;De 65 a 69 años;2018;24
Septiembre;Otro Lugar;De 70 a 74 años;2019;20
Septiembre;Otro Lugar;De 70 a 74 años;2018;28
Septiembre;Otro Lugar;De  75 a 79 años;2019;20
Septiembre;Otro Lugar;De  75 a 79 años;2018;27
Septiembre;Otro Lugar;De 80 a 84 años;2019;29
Septiembre;Otro Lugar;De 80 a 84 años;2018;26
Septiembre;Otro Lugar;De 85 a 89 años;2019;31
Septiembre;Otro Lugar;De 85 a 89 años;2018;35
Septiembre;Otro Lugar;De 90 a 94 años;2019;18
Septiembre;Otro Lugar;De 90 a 94 años;2018;20
Septiembre;Otro Lugar;De  95 y más años;2019;10
Septiembre;Otro Lugar;De  95 y más años;2018;9
Septiembre;Otro Lugar;No consta;2019;2
Septiembre;Otro Lugar;No consta;2018;..
Septiembre;No consta;Total;2019;1.962
Septiembre;No consta;Total;2018;1.957
Septiembre;No consta;De 0 a 64 años;2019;734
Septiembre;No consta;De 0 a 64 años;2018;738
Septiembre;No consta;De 65 a 69 años;2019;142
Septiembre;No consta;De 65 a 69 años;2018;147
Septiembre;No consta;De 70 a 74 años;2019;159
Septiembre;No consta;De 70 a 74 años;2018;158
Septiembre;No consta;De  75 a 79 años;2019;174
Septiembre;No consta;De  75 a 79 años;2018;173
Septiembre;No consta;De 80 a 84 años;2019;212
Septiembre;No consta;De 80 a 84 años;2018;231
Septiembre;No consta;De 85 a 89 años;2019;266
Septiembre;No consta;De 85 a 89 años;2018;257
Septiembre;No consta;De 90 a 94 años;2019;193
Septiembre;No consta;De 90 a 94 años;2018;173
Septiembre;No consta;De  95 y más años;2019;79
Septiembre;No consta;De  95 y más años;2018;80
Septiembre;No consta;No consta;2019;3
Septiembre;No consta;No consta;2018;..
Octubre;Total;Total;2019;31.885
Octubre;Total;Total;2018;32.879
Octubre;Total;De 0 a 64 años;2019;4.744
Octubre;Total;De 0 a 64 años;2018;4.880
Octubre;Total;De 65 a 69 años;2019;1.883
Octubre;Total;De 65 a 69 años;2018;1.985
Octubre;Total;De 70 a 74 años;2019;2.523
Octubre;Total;De 70 a 74 años;2018;2.669
Octubre;Total;De  75 a 79 años;2019;3.271
Octubre;Total;De  75 a 79 años;2018;3.246
Octubre;Total;De 80 a 84 años;2019;4.685
Octubre;Total;De 80 a 84 años;2018;5.250
Octubre;Total;De 85 a 89 años;2019;6.915
Octubre;Total;De 85 a 89 años;2018;6.961
Octubre;Total;De 90 a 94 años;2019;5.244
Octubre;Total;De 90 a 94 años;2018;5.405
Octubre;Total;De  95 y más años;2019;2.612
Octubre;Total;De  95 y más años;2018;2.483
Octubre;Total;No consta;2019;8
Octubre;Total;No consta;2018;..
Octubre;Centro hospitalario;Total;2019;17.890
Octubre;Centro hospitalario;Total;2018;18.210
Octubre;Centro hospitalario;De 0 a 64 años;2019;2.831
Octubre;Centro hospitalario;De 0 a 64 años;2018;2.891
Octubre;Centro hospitalario;De 65 a 69 años;2019;1.244
Octubre;Centro hospitalario;De 65 a 69 años;2018;1.284
Octubre;Centro hospitalario;De 70 a 74 años;2019;1.637
Octubre;Centro hospitalario;De 70 a 74 años;2018;1.710
Octubre;Centro hospitalario;De  75 a 79 años;2019;2.048
Octubre;Centro hospitalario;De  75 a 79 años;2018;2.036
Octubre;Centro hospitalario;De 80 a 84 años;2019;2.792
Octubre;Centro hospitalario;De 80 a 84 años;2018;3.098
Octubre;Centro hospitalario;De 85 a 89 años;2019;3.765
Octubre;Centro hospitalario;De 85 a 89 años;2018;3.754
Octubre;Centro hospitalario;De 90 a 94 años;2019;2.530
Octubre;Centro hospitalario;De 90 a 94 años;2018;2.492
Octubre;Centro hospitalario;De  95 y más años;2019;1.038
Octubre;Centro hospitalario;De  95 y más años;2018;945
Octubre;Centro hospitalario;No consta;2019;5
Octubre;Centro hospitalario;No consta;2018;..
Octubre;Domicilio particular;Total;2019;7.797
Octubre;Domicilio particular;Total;2018;8.097
Octubre;Domicilio particular;De 0 a 64 años;2019;1.019
Octubre;Domicilio particular;De 0 a 64 años;2018;1.024
Octubre;Domicilio particular;De 65 a 69 años;2019;389
Octubre;Domicilio particular;De 65 a 69 años;2018;417
Octubre;Domicilio particular;De 70 a 74 años;2019;553
Octubre;Domicilio particular;De 70 a 74 años;2018;579
Octubre;Domicilio particular;De  75 a 79 años;2019;766
Octubre;Domicilio particular;De  75 a 79 años;2018;743
Octubre;Domicilio particular;De 80 a 84 años;2019;1.085
Octubre;Domicilio particular;De 80 a 84 años;2018;1.272
Octubre;Domicilio particular;De 85 a 89 años;2019;1.808
Octubre;Domicilio particular;De 85 a 89 años;2018;1.812
Octubre;Domicilio particular;De 90 a 94 años;2019;1.414
Octubre;Domicilio particular;De 90 a 94 años;2018;1.430
Octubre;Domicilio particular;De  95 y más años;2019;761
Octubre;Domicilio particular;De  95 y más años;2018;820
Octubre;Domicilio particular;No consta;2019;2
Octubre;Domicilio particular;No consta;2018;..
Octubre;Residencia socio-sanitaria;Total;2019;3.972
Octubre;Residencia socio-sanitaria;Total;2018;4.260
Octubre;Residencia socio-sanitaria;De 0 a 64 años;2019;122
Octubre;Residencia socio-sanitaria;De 0 a 64 años;2018;119
Octubre;Residencia socio-sanitaria;De 65 a 69 años;2019;91
Octubre;Residencia socio-sanitaria;De 65 a 69 años;2018;97
Octubre;Residencia socio-sanitaria;De 70 a 74 años;2019;157
Octubre;Residencia socio-sanitaria;De 70 a 74 años;2018;175
Octubre;Residencia socio-sanitaria;De  75 a 79 años;2019;228
Octubre;Residencia socio-sanitaria;De  75 a 79 años;2018;287
Octubre;Residencia socio-sanitaria;De 80 a 84 años;2019;557
Octubre;Residencia socio-sanitaria;De 80 a 84 años;2018;611
Octubre;Residencia socio-sanitaria;De 85 a 89 años;2019;1.044
Octubre;Residencia socio-sanitaria;De 85 a 89 años;2018;1.096
Octubre;Residencia socio-sanitaria;De 90 a 94 años;2019;1.072
Octubre;Residencia socio-sanitaria;De 90 a 94 años;2018;1.239
Octubre;Residencia socio-sanitaria;De  95 y más años;2019;701
Octubre;Residencia socio-sanitaria;De  95 y más años;2018;636
Octubre;Residencia socio-sanitaria;No consta;2019;..
Octubre;Residencia socio-sanitaria;No consta;2018;..
Octubre;Otro Lugar;Total;2019;290
Octubre;Otro Lugar;Total;2018;309
Octubre;Otro Lugar;De 0 a 64 años;2019;126
Octubre;Otro Lugar;De 0 a 64 años;2018;128
Octubre;Otro Lugar;De 65 a 69 años;2019;18
Octubre;Otro Lugar;De 65 a 69 años;2018;25
Octubre;Otro Lugar;De 70 a 74 años;2019;26
Octubre;Otro Lugar;De 70 a 74 años;2018;32
Octubre;Otro Lugar;De  75 a 79 años;2019;26
Octubre;Otro Lugar;De  75 a 79 años;2018;23
Octubre;Otro Lugar;De 80 a 84 años;2019;32
Octubre;Otro Lugar;De 80 a 84 años;2018;36
Octubre;Otro Lugar;De 85 a 89 años;2019;33
Octubre;Otro Lugar;De 85 a 89 años;2018;36
Octubre;Otro Lugar;De 90 a 94 años;2019;16
Octubre;Otro Lugar;De 90 a 94 años;2018;23
Octubre;Otro Lugar;De  95 y más años;2019;13
Octubre;Otro Lugar;De  95 y más años;2018;6
Octubre;Otro Lugar;No consta;2019;..
Octubre;Otro Lugar;No consta;2018;..
Octubre;No consta;Total;2019;1.936
Octubre;No consta;Total;2018;2.003
Octubre;No consta;De 0 a 64 años;2019;646
Octubre;No consta;De 0 a 64 años;2018;718
Octubre;No consta;De 65 a 69 años;2019;141
Octubre;No consta;De 65 a 69 años;2018;162
Octubre;No consta;De 70 a 74 años;2019;150
Octubre;No consta;De 70 a 74 años;2018;173
Octubre;No consta;De  75 a 79 años;2019;203
Octubre;No consta;De  75 a 79 años;2018;157
Octubre;No consta;De 80 a 84 años;2019;219
Octubre;No consta;De 80 a 84 años;2018;233
Octubre;No consta;De 85 a 89 años;2019;265
Octubre;No consta;De 85 a 89 años;2018;263
Octubre;No consta;De 90 a 94 años;2019;212
Octubre;No consta;De 90 a 94 años;2018;221
Octubre;No consta;De  95 y más años;2019;99
Octubre;No consta;De  95 y más años;2018;76
Octubre;No consta;No consta;2019;1
Octubre;No consta;No consta;2018;..
Noviembre;Total;Total;2019;33.523
Noviembre;Total;Total;2018;34.338
Noviembre;Total;De 0 a 64 años;2019;4.654
Noviembre;Total;De 0 a 64 años;2018;4.783
Noviembre;Total;De 65 a 69 años;2019;1.988
Noviembre;Total;De 65 a 69 años;2018;2.054
Noviembre;Total;De 70 a 74 años;2019;2.716
Noviembre;Total;De 70 a 74 años;2018;2.692
Noviembre;Total;De  75 a 79 años;2019;3.525
Noviembre;Total;De  75 a 79 años;2018;3.391
Noviembre;Total;De 80 a 84 años;2019;4.908
Noviembre;Total;De 80 a 84 años;2018;5.415
Noviembre;Total;De 85 a 89 años;2019;7.176
Noviembre;Total;De 85 a 89 años;2018;7.368
Noviembre;Total;De 90 a 94 años;2019;5.740
Noviembre;Total;De 90 a 94 años;2018;5.859
Noviembre;Total;De  95 y más años;2019;2.815
Noviembre;Total;De  95 y más años;2018;2.776
Noviembre;Total;No consta;2019;1
Noviembre;Total;No consta;2018;..
Noviembre;Centro hospitalario;Total;2019;18.608
Noviembre;Centro hospitalario;Total;2018;18.577
Noviembre;Centro hospitalario;De 0 a 64 años;2019;2.697
Noviembre;Centro hospitalario;De 0 a 64 años;2018;2.789
Noviembre;Centro hospitalario;De 65 a 69 años;2019;1.276
Noviembre;Centro hospitalario;De 65 a 69 años;2018;1.293
Noviembre;Centro hospitalario;De 70 a 74 años;2019;1.793
Noviembre;Centro hospitalario;De 70 a 74 años;2018;1.738
Noviembre;Centro hospitalario;De  75 a 79 años;2019;2.220
Noviembre;Centro hospitalario;De  75 a 79 años;2018;2.045
Noviembre;Centro hospitalario;De 80 a 84 años;2019;2.930
Noviembre;Centro hospitalario;De 80 a 84 años;2018;3.126
Noviembre;Centro hospitalario;De 85 a 89 años;2019;3.894
Noviembre;Centro hospitalario;De 85 a 89 años;2018;3.853
Noviembre;Centro hospitalario;De 90 a 94 años;2019;2.723
Noviembre;Centro hospitalario;De 90 a 94 años;2018;2.697
Noviembre;Centro hospitalario;De  95 y más años;2019;1.074
Noviembre;Centro hospitalario;De  95 y más años;2018;1.036
Noviembre;Centro hospitalario;No consta;2019;1
Noviembre;Centro hospitalario;No consta;2018;..
Noviembre;Domicilio particular;Total;2019;8.315
Noviembre;Domicilio particular;Total;2018;8.747
Noviembre;Domicilio particular;De 0 a 64 años;2019;1.106
Noviembre;Domicilio particular;De 0 a 64 años;2018;1.025
Noviembre;Domicilio particular;De 65 a 69 años;2019;455
Noviembre;Domicilio particular;De 65 a 69 años;2018;472
Noviembre;Domicilio particular;De 70 a 74 años;2019;577
Noviembre;Domicilio particular;De 70 a 74 años;2018;587
Noviembre;Domicilio particular;De  75 a 79 años;2019;806
Noviembre;Domicilio particular;De  75 a 79 años;2018;843
Noviembre;Domicilio particular;De 80 a 84 años;2019;1.162
Noviembre;Domicilio particular;De 80 a 84 años;2018;1.366
Noviembre;Domicilio particular;De 85 a 89 años;2019;1.816
Noviembre;Domicilio particular;De 85 a 89 años;2018;1.951
Noviembre;Domicilio particular;De 90 a 94 años;2019;1.552
Noviembre;Domicilio particular;De 90 a 94 años;2018;1.665
Noviembre;Domicilio particular;De  95 y más años;2019;841
Noviembre;Domicilio particular;De  95 y más años;2018;838
Noviembre;Domicilio particular;No consta;2019;..
Noviembre;Domicilio particular;No consta;2018;..
Noviembre;Residencia socio-sanitaria;Total;2019;4.324
Noviembre;Residencia socio-sanitaria;Total;2018;4.622
Noviembre;Residencia socio-sanitaria;De 0 a 64 años;2019;105
Noviembre;Residencia socio-sanitaria;De 0 a 64 años;2018;142
Noviembre;Residencia socio-sanitaria;De 65 a 69 años;2019;86
Noviembre;Residencia socio-sanitaria;De 65 a 69 años;2018;104
Noviembre;Residencia socio-sanitaria;De 70 a 74 años;2019;157
Noviembre;Residencia socio-sanitaria;De 70 a 74 años;2018;186
Noviembre;Residencia socio-sanitaria;De  75 a 79 años;2019;279
Noviembre;Residencia socio-sanitaria;De  75 a 79 años;2018;292
Noviembre;Residencia socio-sanitaria;De 80 a 84 años;2019;568
Noviembre;Residencia socio-sanitaria;De 80 a 84 años;2018;647
Noviembre;Residencia socio-sanitaria;De 85 a 89 años;2019;1.143
Noviembre;Residencia socio-sanitaria;De 85 a 89 años;2018;1.227
Noviembre;Residencia socio-sanitaria;De 90 a 94 años;2019;1.214
Noviembre;Residencia socio-sanitaria;De 90 a 94 años;2018;1.248
Noviembre;Residencia socio-sanitaria;De  95 y más años;2019;772
Noviembre;Residencia socio-sanitaria;De  95 y más años;2018;776
Noviembre;Residencia socio-sanitaria;No consta;2019;..
Noviembre;Residencia socio-sanitaria;No consta;2018;..
Noviembre;Otro Lugar;Total;2019;282
Noviembre;Otro Lugar;Total;2018;296
Noviembre;Otro Lugar;De 0 a 64 años;2019;108
Noviembre;Otro Lugar;De 0 a 64 años;2018;106
Noviembre;Otro Lugar;De 65 a 69 años;2019;28
Noviembre;Otro Lugar;De 65 a 69 años;2018;16
Noviembre;Otro Lugar;De 70 a 74 años;2019;29
Noviembre;Otro Lugar;De 70 a 74 años;2018;26
Noviembre;Otro Lugar;De  75 a 79 años;2019;27
Noviembre;Otro Lugar;De  75 a 79 años;2018;31
Noviembre;Otro Lugar;De 80 a 84 años;2019;33
Noviembre;Otro Lugar;De 80 a 84 años;2018;47
Noviembre;Otro Lugar;De 85 a 89 años;2019;29
Noviembre;Otro Lugar;De 85 a 89 años;2018;37
Noviembre;Otro Lugar;De 90 a 94 años;2019;21
Noviembre;Otro Lugar;De 90 a 94 años;2018;21
Noviembre;Otro Lugar;De  95 y más años;2019;7
Noviembre;Otro Lugar;De  95 y más años;2018;12
Noviembre;Otro Lugar;No consta;2019;..
Noviembre;Otro Lugar;No consta;2018;..
Noviembre;No consta;Total;2019;1.994
Noviembre;No consta;Total;2018;2.096
Noviembre;No consta;De 0 a 64 años;2019;638
Noviembre;No consta;De 0 a 64 años;2018;721
Noviembre;No consta;De 65 a 69 años;2019;143
Noviembre;No consta;De 65 a 69 años;2018;169
Noviembre;No consta;De 70 a 74 años;2019;160
Noviembre;No consta;De 70 a 74 años;2018;155
Noviembre;No consta;De  75 a 79 años;2019;193
Noviembre;No consta;De  75 a 79 años;2018;180
Noviembre;No consta;De 80 a 84 años;2019;215
Noviembre;No consta;De 80 a 84 años;2018;229
Noviembre;No consta;De 85 a 89 años;2019;294
Noviembre;No consta;De 85 a 89 años;2018;300
Noviembre;No consta;De 90 a 94 años;2019;230
Noviembre;No consta;De 90 a 94 años;2018;228
Noviembre;No consta;De  95 y más años;2019;121
Noviembre;No consta;De  95 y más años;2018;114
Noviembre;No consta;No consta;2019;..
Noviembre;No consta;No consta;2018;..
Diciembre;Total;Total;2019;34.582
Diciembre;Total;Total;2018;37.033
Diciembre;Total;De 0 a 64 años;2019;4.651
Diciembre;Total;De 0 a 64 años;2018;5.105
Diciembre;Total;De 65 a 69 años;2019;1.899
Diciembre;Total;De 65 a 69 años;2018;2.080
Diciembre;Total;De 70 a 74 años;2019;2.798
Diciembre;Total;De 70 a 74 años;2018;3.071
Diciembre;Total;De  75 a 79 años;2019;3.463
Diciembre;Total;De  75 a 79 años;2018;3.580
Diciembre;Total;De 80 a 84 años;2019;5.033
Diciembre;Total;De 80 a 84 años;2018;5.937
Diciembre;Total;De 85 a 89 años;2019;7.387
Diciembre;Total;De 85 a 89 años;2018;8.019
Diciembre;Total;De 90 a 94 años;2019;6.278
Diciembre;Total;De 90 a 94 años;2018;6.307
Diciembre;Total;De  95 y más años;2019;3.064
Diciembre;Total;De  95 y más años;2018;2.934
Diciembre;Total;No consta;2019;9
Diciembre;Total;No consta;2018;..
Diciembre;Centro hospitalario;Total;2019;19.325
Diciembre;Centro hospitalario;Total;2018;19.967
Diciembre;Centro hospitalario;De 0 a 64 años;2019;2.761
Diciembre;Centro hospitalario;De 0 a 64 años;2018;2.930
Diciembre;Centro hospitalario;De 65 a 69 años;2019;1.212
Diciembre;Centro hospitalario;De 65 a 69 años;2018;1.322
Diciembre;Centro hospitalario;De 70 a 74 años;2019;1.804
Diciembre;Centro hospitalario;De 70 a 74 años;2018;1.952
Diciembre;Centro hospitalario;De  75 a 79 años;2019;2.174
Diciembre;Centro hospitalario;De  75 a 79 años;2018;2.167
Diciembre;Centro hospitalario;De 80 a 84 años;2019;2.983
Diciembre;Centro hospitalario;De 80 a 84 años;2018;3.373
Diciembre;Centro hospitalario;De 85 a 89 años;2019;4.079
Diciembre;Centro hospitalario;De 85 a 89 años;2018;4.283
Diciembre;Centro hospitalario;De 90 a 94 años;2019;3.054
Diciembre;Centro hospitalario;De 90 a 94 años;2018;2.883
Diciembre;Centro hospitalario;De  95 y más años;2019;1.255
Diciembre;Centro hospitalario;De  95 y más años;2018;1.057
Diciembre;Centro hospitalario;No consta;2019;3
Diciembre;Centro hospitalario;No consta;2018;..
Diciembre;Domicilio particular;Total;2019;8.719
Diciembre;Domicilio particular;Total;2018;9.493
Diciembre;Domicilio particular;De 0 a 64 años;2019;1.094
Diciembre;Domicilio particular;De 0 a 64 años;2018;1.167
Diciembre;Domicilio particular;De 65 a 69 años;2019;451
Diciembre;Domicilio particular;De 65 a 69 años;2018;467
Diciembre;Domicilio particular;De 70 a 74 años;2019;626
Diciembre;Domicilio particular;De 70 a 74 años;2018;698
Diciembre;Domicilio particular;De  75 a 79 años;2019;790
Diciembre;Domicilio particular;De  75 a 79 años;2018;872
Diciembre;Domicilio particular;De 80 a 84 años;2019;1.219
Diciembre;Domicilio particular;De 80 a 84 años;2018;1.536
Diciembre;Domicilio particular;De 85 a 89 años;2019;1.825
Diciembre;Domicilio particular;De 85 a 89 años;2018;2.040
Diciembre;Domicilio particular;De 90 a 94 años;2019;1.773
Diciembre;Domicilio particular;De 90 a 94 años;2018;1.766
Diciembre;Domicilio particular;De  95 y más años;2019;939
Diciembre;Domicilio particular;De  95 y más años;2018;947
Diciembre;Domicilio particular;No consta;2019;2
Diciembre;Domicilio particular;No consta;2018;..
Diciembre;Residencia socio-sanitaria;Total;2019;4.291
Diciembre;Residencia socio-sanitaria;Total;2018;4.911
Diciembre;Residencia socio-sanitaria;De 0 a 64 años;2019;99
Diciembre;Residencia socio-sanitaria;De 0 a 64 años;2018;145
Diciembre;Residencia socio-sanitaria;De 65 a 69 años;2019;83
Diciembre;Residencia socio-sanitaria;De 65 a 69 años;2018;95
Diciembre;Residencia socio-sanitaria;De 70 a 74 años;2019;166
Diciembre;Residencia socio-sanitaria;De 70 a 74 años;2018;193
Diciembre;Residencia socio-sanitaria;De  75 a 79 años;2019;264
Diciembre;Residencia socio-sanitaria;De  75 a 79 años;2018;299
Diciembre;Residencia socio-sanitaria;De 80 a 84 años;2019;563
Diciembre;Residencia socio-sanitaria;De 80 a 84 años;2018;705
Diciembre;Residencia socio-sanitaria;De 85 a 89 años;2019;1.186
Diciembre;Residencia socio-sanitaria;De 85 a 89 años;2018;1.294
Diciembre;Residencia socio-sanitaria;De 90 a 94 años;2019;1.182
Diciembre;Residencia socio-sanitaria;De 90 a 94 años;2018;1.381
Diciembre;Residencia socio-sanitaria;De  95 y más años;2019;748
Diciembre;Residencia socio-sanitaria;De  95 y más años;2018;799
Diciembre;Residencia socio-sanitaria;No consta;2019;..
Diciembre;Residencia socio-sanitaria;No consta;2018;..
Diciembre;Otro Lugar;Total;2019;273
Diciembre;Otro Lugar;Total;2018;363
Diciembre;Otro Lugar;De 0 a 64 años;2019;113
Diciembre;Otro Lugar;De 0 a 64 años;2018;130
Diciembre;Otro Lugar;De 65 a 69 años;2019;20
Diciembre;Otro Lugar;De 65 a 69 años;2018;31
Diciembre;Otro Lugar;De 70 a 74 años;2019;18
Diciembre;Otro Lugar;De 70 a 74 años;2018;29
Diciembre;Otro Lugar;De  75 a 79 años;2019;27
Diciembre;Otro Lugar;De  75 a 79 años;2018;44
Diciembre;Otro Lugar;De 80 a 84 años;2019;36
Diciembre;Otro Lugar;De 80 a 84 años;2018;38
Diciembre;Otro Lugar;De 85 a 89 años;2019;28
Diciembre;Otro Lugar;De 85 a 89 años;2018;56
Diciembre;Otro Lugar;De 90 a 94 años;2019;23
Diciembre;Otro Lugar;De 90 a 94 años;2018;26
Diciembre;Otro Lugar;De  95 y más años;2019;8
Diciembre;Otro Lugar;De  95 y más años;2018;9
Diciembre;Otro Lugar;No consta;2019;..
Diciembre;Otro Lugar;No consta;2018;..
Diciembre;No consta;Total;2019;1.974
Diciembre;No consta;Total;2018;2.299
Diciembre;No consta;De 0 a 64 años;2019;584
Diciembre;No consta;De 0 a 64 años;2018;733
Diciembre;No consta;De 65 a 69 años;2019;133
Diciembre;No consta;De 65 a 69 años;2018;165
Diciembre;No consta;De 70 a 74 años;2019;184
Diciembre;No consta;De 70 a 74 años;2018;199
Diciembre;No consta;De  75 a 79 años;2019;208
Diciembre;No consta;De  75 a 79 años;2018;198
Diciembre;No consta;De 80 a 84 años;2019;232
Diciembre;No consta;De 80 a 84 años;2018;285
Diciembre;No consta;De 85 a 89 años;2019;269
Diciembre;No consta;De 85 a 89 años;2018;346
Diciembre;No consta;De 90 a 94 años;2019;246
Diciembre;No consta;De 90 a 94 años;2018;251
